TICID,RA,Dec,Tmag,Keywords
149742891,130.3136,-4.3077,11.23,G05112;20SECONDTARGET
149765212,130.4426,-3.8502,9.42,G05112;20SECONDTARGET
149765267,130.4526,-3.7277,11.18,G05112;20SECONDTARGET
149769194,130.5554,-5.0282,11.55,G05112;20SECONDTARGET
149770058,130.638,-5.0549,11.6,G05112;20SECONDTARGET
149788025,130.6696,-2.7917,11.79,G05112;20SECONDTARGET
149790856,130.8248,-3.6002,11.99,G05112;20SECONDTARGET
149792475,130.895,-4.864,11.71,G05112;20SECONDTARGET
1539230,131.1001,-4.0156,11.25,G05112;20SECONDTARGET
1594806,131.2164,-5.4025,10.56,G05112;20SECONDTARGET
1597620,131.2082,-3.6701,11.21,G05112;20SECONDTARGET
1598010,131.1188,-3.4546,10.44,G05112;20SECONDTARGET
1599408,131.2203,-2.4714,10.76,G05112;20SECONDTARGET
1606149,131.3321,-4.8135,10.04,G05112;20SECONDTARGET
1606178,131.2629,-4.8335,11.55,G05112;20SECONDTARGET
1607572,131.3591,-5.5437,11.71,G05112;20SECONDTARGET
1644557,131.3547,-2.7859,11.74,G05112;20SECONDTARGET
1648702,131.4991,-5.2236,11.78,G05112;20SECONDTARGET
1649491,131.661,-5.1823,9.25,G05112;20SECONDTARGET
1649581,131.666,-5.0305,11.51,G05112;20SECONDTARGET
1679339,131.7829,-3.0752,11.46,G05112;20SECONDTARGET
175367831,135.3842,-6.4744,10.66,G05112;20SECONDTARGET
175367982,135.3684,-6.8429,11.28,G05112;20SECONDTARGET
175368111,135.4093,-7.0797,11.4,G05112;20SECONDTARGET
175368249,135.4238,-7.3602,10.03,G05112;20SECONDTARGET
280774587,136.7964,-4.4518,10.3,G05112;20SECONDTARGET
280778273,136.9761,-5.5084,11.49,G05112;20SECONDTARGET
280778662,137.1204,-5.3537,10.91,G05112;20SECONDTARGET
280798148,137.2289,-5.5387,11.72,G05112;20SECONDTARGET
280798640,137.2837,-5.1213,9.83,G05112;20SECONDTARGET
386457037,128.23,-13.2129,11.45,G05112;20SECONDTARGET
47213878,134.592,-7.2374,11.8,G05112;20SECONDTARGET
47245115,134.6826,-6.6331,11.81,G05112;20SECONDTARGET
47245444,134.7136,-7.3189,9.66,G05112;20SECONDTARGET
47245757,134.7185,-8.0215,11.64,G05112;20SECONDTARGET
47245856,134.6458,-8.204,10.63,G05112;20SECONDTARGET
47286921,134.8869,-6.6011,11.64,G05112;20SECONDTARGET
47286922,134.9783,-6.6047,11.82,G05112;20SECONDTARGET
47293073,135.1308,-6.2569,10.55,G05112;20SECONDTARGET
47331905,135.1453,-11.0671,11.93,G05112;20SECONDTARGET
47333025,135.3086,-10.9166,10.17,G05112;20SECONDTARGET
51328129,128.8411,-9.4814,11.78,G05112;20SECONDTARGET
51367927,128.9946,-10.4508,11.42,G05112;20SECONDTARGET
51435968,129.2109,-9.7189,10.46,G05112;20SECONDTARGET
51510210,129.5021,-10.7033,11.04,G05112;20SECONDTARGET
51620133,129.8922,-11.0836,11.44,G05112;20SECONDTARGET
54873068,130.8105,-7.6406,11.74,G05112;20SECONDTARGET
54926152,130.9565,-7.6802,11.85,G05112;20SECONDTARGET
54928042,131.046,-7.1797,11.9,G05112;20SECONDTARGET
60653058,137.9316,-10.4233,11.92,G05112;20SECONDTARGET
60655999,138.0987,-10.0218,11.5,G05112;20SECONDTARGET
60656087,138.0544,-9.9291,11.23,G05112;20SECONDTARGET
60660027,138.253,-6.9582,11.5,G05112;20SECONDTARGET
60726811,138.4376,-10.537,10.73,G05112;20SECONDTARGET
62456174,131.8943,-4.5177,11.62,G05112;20SECONDTARGET
62456454,131.916,-5.0052,10.86,G05112;20SECONDTARGET
62457634,131.9952,-4.7519,9.35,G05112;20SECONDTARGET
62457702,131.9887,-4.6118,11.25,G05112;20SECONDTARGET
62457716,131.9635,-4.5909,11.75,G05112;20SECONDTARGET
62475534,132.1831,-5.4754,11.4,G05112;20SECONDTARGET
62476652,132.2894,-4.3215,11.72,G05112;20SECONDTARGET
62480852,132.4241,-3.9611,11.31,G05112;20SECONDTARGET
62480855,132.3158,-3.9673,10.73,G05112;20SECONDTARGET
62530188,132.5482,-4.3878,10.77,G05112;20SECONDTARGET
62530991,132.5416,-2.9798,9.9,G05112;20SECONDTARGET
62535325,132.5863,-5.5393,8.48,G05112;20SECONDTARGET
62569094,133.5396,-5.7806,10.56,G05112;20SECONDTARGET
62569664,133.5411,-4.6455,10.49,G05112;20SECONDTARGET
62570035,133.6206,-3.8436,11.63,G05112;20SECONDTARGET
62573404,133.7408,-3.1126,11.16,G05112;20SECONDTARGET
62573430,133.7226,-3.1717,10.52,G05112;20SECONDTARGET
62574796,133.7308,-5.8005,10.52,G05112;20SECONDTARGET
71228793,134.5439,-4.1542,11.03,G05112;20SECONDTARGET
7846909,132.8971,-5.3153,11.63,G05112;20SECONDTARGET
7892731,133.1157,-5.6081,11.76,G05112;20SECONDTARGET
7905347,133.23,-3.4253,11.61,G05112;20SECONDTARGET
7905882,133.2649,-4.604,11.48,G05112;20SECONDTARGET
7975767,133.4492,-4.2147,10.88,G05112;20SECONDTARGET
7975929,133.4393,-4.61,11.6,G05112;20SECONDTARGET
7975930,133.4414,-4.6111,11.95,G05112;20SECONDTARGET
7976400,133.4185,-5.6348,10.02,G05112;20SECONDTARGET
837041993,134.9961,-6.9807,11.32,G05112;20SECONDTARGET
837115471,132.6622,-5.6787,11.84,G05112;20SECONDTARGET
837159923,130.1604,-4.1613,10.79,G05112;20SECONDTARGET
860871,135.1408,-5.1915,11.08,G05112;20SECONDTARGET
861705,135.223,-4.8695,11.93,G05112;20SECONDTARGET
892138,135.5647,-4.0926,11.92,G05112;20SECONDTARGET
920454,136.2649,-5.1939,10.88,G05112;20SECONDTARGET
95728323,131.2467,-7.7652,10.56,G05112;20SECONDTARGET
95735913,131.3576,-7.7505,10.16,G05112;20SECONDTARGET
95753170,135.5098,-6.7644,9.0,G05112;20SECONDTARGET
95786389,135.8014,-6.5943,11.91,G05112;20SECONDTARGET
95786774,135.8869,-6.1043,9.63,G05112;20SECONDTARGET
95863312,136.0964,-11.0726,11.37,G05112;20SECONDTARGET
95867209,136.3874,-6.9612,11.97,G05112;20SECONDTARGET
95932514,136.6419,-6.7779,11.99,G05112;20SECONDTARGET
121336770,129.1011,-0.9071,11.18,G05112;20SECONDTARGET
121386861,129.4169,-0.2842,11.88,G05112;20SECONDTARGET
121417856,129.5754,-0.5284,11.9,G05112;20SECONDTARGET
121418181,129.5548,-1.1555,10.1,G05112;20SECONDTARGET
142724628,137.4983,-2.5128,11.88,G05112;20SECONDTARGET
142741247,137.6705,-2.4903,11.64,G05112;20SECONDTARGET
142744052,137.8411,-0.9695,11.76,G05112;20SECONDTARGET
142744674,137.9003,-0.919,11.92,G05112;20SECONDTARGET
142754412,138.0524,-1.3658,11.8,G05112;20SECONDTARGET
142755239,138.1458,-1.1589,10.74,G05112;20SECONDTARGET
142755256,138.1412,-1.2038,11.4,G05112;20SECONDTARGET
142787742,138.33,-1.0202,11.16,G05112;20SECONDTARGET
142788010,138.2135,-0.1159,11.22,G05112;20SECONDTARGET
142788387,138.4072,-1.0807,11.81,G05112;20SECONDTARGET
142794566,138.5345,-1.2315,11.97,G05112;20SECONDTARGET
142794694,138.4549,-0.823,11.08,G05112;20SECONDTARGET
142798349,138.7444,-1.7043,11.9,G05112;20SECONDTARGET
142829319,138.9274,-1.7767,11.63,G05112;20SECONDTARGET
142831963,139.0318,-1.8597,11.68,G05112;20SECONDTARGET
149668993,129.7396,-0.0988,11.61,G05112;20SECONDTARGET
149669304,129.8304,-0.5089,11.3,G05112;20SECONDTARGET
149697877,129.9243,-1.1927,10.4,G05112;20SECONDTARGET
149740891,130.2587,-0.0023,11.89,G05112;20SECONDTARGET
149766272,130.4366,-1.524,11.78,G05112;20SECONDTARGET
149766548,130.3916,-0.8404,11.71,G05112;20SECONDTARGET
149788674,130.6754,-1.3499,11.61,G05112;20SECONDTARGET
149789015,130.7388,-0.5149,11.66,G05112;20SECONDTARGET
149799303,130.9102,-1.622,10.69,G05112;20SECONDTARGET
149799306,130.8862,-1.6158,11.31,G05112;20SECONDTARGET
149799451,130.9158,-1.3083,11.96,G05112;20SECONDTARGET
149799879,130.9459,-0.2937,11.6,G05112;20SECONDTARGET
170883204,139.0699,-0.063,11.92,G05112;20SECONDTARGET
170890165,139.4296,-1.2031,11.81,G05112;20SECONDTARGET
170890452,139.4988,-0.224,11.25,G05112;20SECONDTARGET
170890493,139.4731,-0.0686,11.25,G05112;20SECONDTARGET
170890985,139.6194,-1.563,11.77,G05112;20SECONDTARGET
262532454,130.7679,0.7604,10.8,G05112;20SECONDTARGET
262565631,131.8903,1.7652,10.65,G05112;20SECONDTARGET
262565755,131.8332,1.4071,10.34,G05112;20SECONDTARGET
262581694,132.0861,1.8089,10.53,G05112;20SECONDTARGET
262585925,132.0986,1.6001,11.84,G05112;20SECONDTARGET
262586608,132.2971,0.4933,9.18,G05112;20SECONDTARGET
262588806,132.378,5.1164,9.38,G05112;20SECONDTARGET
262605756,132.5231,0.2891,11.44,G05112;20SECONDTARGET
262606208,132.4761,1.3637,11.91,G05112;20SECONDTARGET
262606408,132.5016,1.9167,11.58,G05112;20SECONDTARGET
262607222,132.4651,4.1102,11.98,G05112;20SECONDTARGET
262607247,132.4529,4.1606,11.0,G05112;20SECONDTARGET
262607552,132.4606,5.1206,10.68,G05112;20SECONDTARGET
262656909,132.6412,3.349,11.96,G05112;20SECONDTARGET
262657270,132.584,2.3761,11.8,G05112;20SECONDTARGET
262657642,132.5823,1.3887,11.61,G05112;20SECONDTARGET
262722292,138.4287,5.518,10.92,G05112;20SECONDTARGET
262724051,138.8521,0.5132,11.2,G05112;20SECONDTARGET
262745843,138.9357,4.7726,11.91,G05112;20SECONDTARGET
262746280,141.1188,5.7741,11.96,G05112
262746573,141.2255,4.4769,11.96,G05112
262746683,141.1106,4.0415,11.2,G05112
262780917,141.3722,4.6359,11.72,G05112
262781388,141.4092,2.9699,11.95,G05112
265239718,132.806,4.103,11.92,G05112;20SECONDTARGET
265239733,132.8592,4.0516,11.72,G05112;20SECONDTARGET
265239937,132.8338,3.4613,9.81,G05112;20SECONDTARGET
265240360,132.8351,2.3419,11.53,G05112;20SECONDTARGET
265240433,132.8375,2.1133,10.32,G05112;20SECONDTARGET
265240523,132.8187,1.8766,11.38,G05112;20SECONDTARGET
265240753,132.8053,1.3343,8.19,G05112;20SECONDTARGET
265241251,132.9974,0.194,11.1,G05112;20SECONDTARGET
265278049,132.9859,1.1202,11.32,G05112;20SECONDTARGET
265278131,132.9295,1.3374,11.95,G05112;20SECONDTARGET
265279434,132.9529,4.8632,11.56,G05112;20SECONDTARGET
265279456,132.9473,4.939,9.25,G05112;20SECONDTARGET
265279690,132.9372,5.6048,11.37,G05112;20SECONDTARGET
265279953,133.0844,5.5593,11.82,G05112;20SECONDTARGET
265280932,133.0651,2.6339,10.64,G05112;20SECONDTARGET
265281052,133.1516,2.2984,11.49,G05112;20SECONDTARGET
265281404,133.0435,1.4562,10.5,G05112;20SECONDTARGET
265281426,133.0371,1.4229,11.26,G05112;20SECONDTARGET
265281613,133.1145,0.9349,11.64,G05112;20SECONDTARGET
265302296,133.1933,2.3791,11.2,G05112;20SECONDTARGET
265303227,133.2526,5.0612,10.12,G05112;20SECONDTARGET
265340750,133.4836,5.974,11.95,G05112;20SECONDTARGET
265341394,133.6284,4.0574,11.81,G05112;20SECONDTARGET
265351379,133.6483,0.9221,11.63,G05112;20SECONDTARGET
265351533,133.7425,1.3212,11.95,G05112;20SECONDTARGET
265373058,133.775,3.2801,11.8,G05112;20SECONDTARGET
265373619,133.808,1.6461,11.72,G05112;20SECONDTARGET
265373654,133.782,1.5398,8.36,G05112;G05121;20SECONDTARGET
265373738,133.7953,1.2721,11.18,G05112;20SECONDTARGET
265374574,133.9238,1.0149,11.29,G05112;20SECONDTARGET
265374887,133.9077,1.8441,11.23,G05112;20SECONDTARGET
265400559,134.0592,4.329,11.63,G05112;20SECONDTARGET
265401734,134.0473,0.7374,11.81,G05112;20SECONDTARGET
265402860,134.2107,2.5064,10.51,G05112;20SECONDTARGET
265403081,134.2353,3.1539,11.47,G05112;20SECONDTARGET
265403738,134.1599,5.0276,11.92,G05112;20SECONDTARGET
265439201,134.2715,5.0592,11.05,G05112;20SECONDTARGET
265440070,134.3304,2.3816,11.86,G05112;20SECONDTARGET
265440550,134.2711,1.059,10.7,G05112;20SECONDTARGET
265440688,134.2973,0.6735,10.71,G05112;20SECONDTARGET
265442756,134.4055,5.1705,11.88,G05112;20SECONDTARGET
265442834,134.4525,5.4827,11.87,G05112;20SECONDTARGET
265443544,134.504,4.3282,10.82,G05112;20SECONDTARGET
265444778,134.4898,0.9776,11.87,G05112;20SECONDTARGET
265444926,134.5802,0.6197,11.79,G05112;20SECONDTARGET
270000742,138.4609,3.9678,11.75,G05112;20SECONDTARGET
270001856,138.5368,0.256,8.98,G05112;20SECONDTARGET
270390305,134.7206,2.422,11.71,G05112;20SECONDTARGET
270391072,134.7248,4.6581,11.95,G05112;20SECONDTARGET
270412259,134.8465,4.9448,10.26,G05112;20SECONDTARGET
270412620,134.9296,3.8082,11.4,G05112;20SECONDTARGET
270415144,135.0193,3.6067,11.49,G05112;20SECONDTARGET
270415289,135.061,4.1015,11.03,G05112;20SECONDTARGET
270415404,135.0637,4.4856,11.99,G05112;20SECONDTARGET
270455773,135.2005,4.7925,11.29,G05112;20SECONDTARGET
270456330,135.1211,3.021,11.3,G05112;20SECONDTARGET
270456793,135.1284,1.6437,11.81,G05112;20SECONDTARGET
270457469,135.2092,0.3174,11.98,G05112;20SECONDTARGET
270457926,135.2072,1.5797,11.82,G05112;20SECONDTARGET
270458265,135.2518,2.4631,11.98,G05112;20SECONDTARGET
270458663,135.2188,3.5205,11.54,G05112;20SECONDTARGET
270458752,135.218,3.8327,11.88,G05112;20SECONDTARGET
270468180,135.2525,5.0438,11.61,G05112;20SECONDTARGET
270469291,135.3374,3.8651,11.99,G05112;20SECONDTARGET
270470580,135.3961,0.3221,10.94,G05112;20SECONDTARGET
270470837,135.529,0.3949,11.07,G05112;20SECONDTARGET
270487378,135.5606,2.8984,11.87,G05112;20SECONDTARGET
270487500,135.452,3.2667,11.7,G05112;20SECONDTARGET
270488561,135.6586,5.5718,11.31,G05112;20SECONDTARGET
270488774,135.6462,4.8755,11.41,G05112;20SECONDTARGET
270488797,135.6802,4.7849,11.55,G05112;20SECONDTARGET
270490637,135.7123,0.4081,11.5,G05112;20SECONDTARGET
270509394,135.6836,1.8243,11.84,G05112;20SECONDTARGET
270509439,135.7995,1.935,11.98,G05112;20SECONDTARGET
270510458,135.7445,4.8715,11.21,G05112;20SECONDTARGET
270512117,135.8209,2.6165,11.03,G05112;20SECONDTARGET
270512450,135.8816,1.6657,12.0,G05112;20SECONDTARGET
270531141,135.9776,0.9748,11.05,G05112;20SECONDTARGET
270531176,135.927,1.0429,10.84,G05112;20SECONDTARGET
270532486,136.0211,4.8521,11.76,G05112;20SECONDTARGET
270533111,136.1495,5.2059,11.83,G05112;20SECONDTARGET
270533133,136.0786,5.1363,11.74,G05112;20SECONDTARGET
270533378,136.1347,4.415,11.8,G05112;20SECONDTARGET
270533820,136.0582,3.0333,8.46,G05112;G05129;20SECONDTARGET
270533822,136.0631,3.0258,8.18,G05112;G05129;20SECONDTARGET
270534191,136.053,2.0145,11.35,G05112;20SECONDTARGET
270560025,136.1218,0.4956,11.93,G05112;20SECONDTARGET
270560239,136.2219,0.2327,11.28,G05112;20SECONDTARGET
270561310,136.1688,3.2257,10.81,G05112;20SECONDTARGET
270562023,136.2334,5.3469,11.71,G05112;20SECONDTARGET
270578649,136.3425,2.7238,11.76,G05112;20SECONDTARGET
270578753,136.3065,2.3946,11.9,G05112;20SECONDTARGET
270580970,136.411,3.9204,10.59,G05112;20SECONDTARGET
270581509,136.4453,5.533,11.83,G05112;20SECONDTARGET
270605875,136.7,0.6765,10.64,G05112;20SECONDTARGET
270606344,136.7632,2.0786,11.71,G05112;20SECONDTARGET
270606443,136.7625,2.366,11.97,G05112;20SECONDTARGET
270649944,136.8245,3.4534,11.17,G05112;20SECONDTARGET
270650277,136.8676,2.3388,10.58,G05112;20SECONDTARGET
270650457,136.8774,1.8014,11.41,G05112;20SECONDTARGET
270651857,136.8977,2.38,11.64,G05112;20SECONDTARGET
270680847,137.1187,0.9023,9.61,G05112;20SECONDTARGET
270683547,137.2563,4.2555,11.36,G05112;20SECONDTARGET
270683927,137.3359,3.1025,11.6,G05112;20SECONDTARGET
270683986,137.3636,2.9474,11.33,G05112;20SECONDTARGET
270684291,137.2888,1.9769,11.67,G05112;20SECONDTARGET
270684398,137.2702,1.601,11.8,G05112;20SECONDTARGET
270694106,137.5933,4.0632,11.83,G05112;20SECONDTARGET
270708783,137.6471,1.7888,11.74,G05112;20SECONDTARGET
270710012,137.7229,5.7557,11.63,G05112;20SECONDTARGET
270710395,137.7917,5.0635,9.79,G05112;20SECONDTARGET
275121574,142.0794,5.6194,11.65,G05112
277535587,140.3824,-0.7065,11.43,G05112;20SECONDTARGET
280779770,137.0297,-2.436,10.45,G05112;20SECONDTARGET
280796682,137.1881,-2.0195,11.63,G05112;20SECONDTARGET
280869801,137.3757,-0.3996,7.91,G05144;G05112;20SECONDTARGET
283784445,134.6293,8.0367,11.0,G05112;20SECONDTARGET
283784656,134.6786,8.6687,10.56,G05112;20SECONDTARGET
283787072,134.8249,7.0921,11.72,G05112;20SECONDTARGET
286038809,137.9309,5.1072,11.96,G05112;20SECONDTARGET
286057615,138.2435,0.5154,10.47,G05112;20SECONDTARGET
286098945,140.8545,3.6876,11.18,G05112;20SECONDTARGET
286099254,140.799,2.4372,11.61,G05112;20SECONDTARGET
286100479,140.9254,2.0589,11.08,G05112;20SECONDTARGET
286129396,140.896,4.6918,11.55,G05112;20SECONDTARGET
286129482,140.9398,4.9838,11.66,G05112
290469509,138.7365,0.58,10.72,G05112;20SECONDTARGET
290473827,138.9811,5.5794,11.76,G05112;20SECONDTARGET
290474319,139.0075,3.6992,11.68,G05112;20SECONDTARGET
290474363,138.9812,3.5364,11.36,G05112;20SECONDTARGET
290489249,139.2938,3.9596,11.03,G05112;20SECONDTARGET
290489293,139.2543,3.7557,11.99,G05112;20SECONDTARGET
290489450,139.2637,3.1991,9.7,G05112;20SECONDTARGET
290490182,139.2878,0.5097,11.97,G05112;20SECONDTARGET
290513882,139.5036,3.6894,11.54,G05112;20SECONDTARGET
290541325,139.4459,0.1261,11.63,G05112;20SECONDTARGET
290544045,139.5824,5.0077,11.96,G05112;20SECONDTARGET
290545016,139.6761,5.5623,11.73,G05112;20SECONDTARGET
290546021,139.7208,3.9808,11.62,G05112;20SECONDTARGET
290553990,139.8342,1.7271,10.31,G05112;20SECONDTARGET
290554435,139.8783,3.2216,10.29,G05112;20SECONDTARGET
290555610,139.9901,4.9996,8.58,G05112;G05129;20SECONDTARGET
290555611,139.9926,4.9994,8.41,G05112;G05129;20SECONDTARGET
290555839,139.9353,4.1915,10.78,G05112;20SECONDTARGET
290597902,140.2282,4.5335,11.71,G05112;20SECONDTARGET
290599468,140.3732,0.9114,10.98,G05112;20SECONDTARGET
290599924,140.3376,2.4867,11.53,G05112;20SECONDTARGET
290600274,140.2797,3.6394,11.8,G05112;20SECONDTARGET
290609291,140.4836,5.6834,9.66,G05112;20SECONDTARGET
290609788,140.3983,3.6845,11.99,G05112;20SECONDTARGET
290610259,140.4287,2.0376,11.03,G05112;20SECONDTARGET
290643984,140.6229,4.1888,11.44,G05112;20SECONDTARGET
290644237,140.5249,5.0436,10.88,G05112;20SECONDTARGET
290644615,140.7205,5.6274,11.66,G05112;20SECONDTARGET
290644962,140.6646,4.3272,9.22,G05112;20SECONDTARGET
290651621,141.0755,4.5584,11.53,G05112
290652403,141.2967,1.4791,11.79,G05112
290653404,141.2855,5.4697,10.27,G05112
290653453,141.2477,5.6576,10.63,G05112
290653531,141.2478,5.9895,9.62,G05112
311927135,138.4151,6.5033,10.48,G05112;20SECONDTARGET
311927505,138.4159,8.2977,11.86,G05112;20SECONDTARGET
311967080,138.6595,8.121,11.08,G05112;20SECONDTARGET
311990059,139.1377,7.5213,10.28,G05112;20SECONDTARGET
312025969,139.556,6.6187,11.36,G05112;20SECONDTARGET
312069036,139.9756,7.6579,10.35,G05112;20SECONDTARGET
312069344,139.9772,6.5474,9.89,G05112;20SECONDTARGET
312091341,140.2307,6.1995,11.53,G05112;20SECONDTARGET
312091349,140.269,6.1767,11.62,G05112;20SECONDTARGET
312111143,140.4739,6.4173,11.61,G05112;20SECONDTARGET
312185663,140.9868,6.5231,11.07,G05112
312185806,141.1047,6.206,10.36,G05112
312185993,141.131,6.9532,11.29,G05112
312188705,141.3445,6.5919,11.79,G05112
312191080,141.5305,6.9837,11.79,G05112
323475294,135.2834,7.0224,11.67,G05112;20SECONDTARGET
323494153,135.449,6.4971,7.31,G05144;G05112;20SECONDTARGET
323494465,135.5081,6.6581,10.71,G05112;20SECONDTARGET
323523707,135.7708,6.2842,11.24,G05112;20SECONDTARGET
323568863,136.0645,6.7038,11.17,G05112;20SECONDTARGET
323594598,136.1313,7.3089,11.48,G05112;20SECONDTARGET
323598445,136.4537,6.5728,9.65,G05112;20SECONDTARGET
323601119,136.6559,7.8985,11.95,G05112;20SECONDTARGET
323601293,136.618,7.271,10.41,G05112;20SECONDTARGET
323641406,136.9022,7.2139,11.97,G05112;20SECONDTARGET
323688967,137.5031,7.0284,11.98,G05112;20SECONDTARGET
323689302,137.4771,8.2604,11.65,G05112;20SECONDTARGET
323711703,137.6474,7.0366,11.55,G05112;20SECONDTARGET
323711809,137.5921,6.6884,11.57,G05112;20SECONDTARGET
323735058,137.8196,7.4096,11.32,G05112;20SECONDTARGET
323735501,137.9829,6.3131,12.0,G05112;20SECONDTARGET
323735545,138.0031,6.442,11.65,G05112;20SECONDTARGET
350289792,130.9813,0.2227,11.06,G05112;20SECONDTARGET
350289806,130.9654,0.1861,10.98,G05112;20SECONDTARGET
350290138,131.0255,0.764,10.97,G05112;20SECONDTARGET
350293646,131.1069,1.8598,10.05,G05095;G05015;G05112;20SECONDTARGET
350314414,131.2536,0.5896,11.93,G05112;20SECONDTARGET
350314583,131.2965,0.9901,11.23,G05112;20SECONDTARGET
350314827,131.2576,1.5433,10.8,G05112;20SECONDTARGET
350314944,131.3197,1.7987,11.64,G05112;20SECONDTARGET
350318319,131.4064,1.2355,10.66,G05112;20SECONDTARGET
350318513,131.3622,0.6887,11.05,G05112;20SECONDTARGET
366658712,133.9377,8.7706,11.47,G05112;20SECONDTARGET
379951004,130.5118,1.5345,11.39,G05112;20SECONDTARGET
379951339,130.5426,0.7378,11.9,G05112;20SECONDTARGET
389038170,141.8363,5.88,11.97,G05112
393805672,131.5658,0.5365,11.86,G05112;20SECONDTARGET
396849429,134.1909,7.7966,9.9,G05112;20SECONDTARGET
405647090,141.9001,6.5554,11.88,G05112
405647105,141.9877,6.7185,11.62,G05112
405799328,142.2272,7.1486,10.1,G05112
405800808,142.2655,6.3549,10.33,G05112
430243998,135.1059,7.9649,11.97,G05112;20SECONDTARGET
431798210,130.1124,0.2731,10.76,G05112;20SECONDTARGET
431901195,129.2281,0.1651,11.94,G05112;20SECONDTARGET
432011692,129.3404,0.3287,11.21,G05112;20SECONDTARGET
432119560,129.7599,1.5418,11.59,G05112;20SECONDTARGET
432121854,129.6596,0.1832,11.26,G05112;20SECONDTARGET
432121895,129.7031,0.5453,11.14,G05112;20SECONDTARGET
432122007,129.6743,1.2848,10.32,G05112;20SECONDTARGET
432208418,130.2719,1.2011,11.75,G05112;20SECONDTARGET
437027020,132.2228,9.8492,11.82,G05112;20SECONDTARGET
437029371,132.3366,8.5954,11.71,G05112;20SECONDTARGET
437031334,132.4934,9.602,11.51,G05112;20SECONDTARGET
437031513,132.4734,9.1185,11.23,G05112;20SECONDTARGET
437035696,132.7251,9.8901,11.86,G05112;20SECONDTARGET
443999653,131.3515,8.2039,11.99,G05112;20SECONDTARGET
443999728,131.3385,8.391,11.87,G05112;20SECONDTARGET
443999762,131.4355,8.4858,10.75,G05112;20SECONDTARGET
444007032,131.7463,8.1925,11.87,G05112;20SECONDTARGET
444042114,135.0296,8.3973,11.68,G05112;20SECONDTARGET
444042254,135.0394,7.8174,11.37,G05112;20SECONDTARGET
458683309,131.8183,8.8918,11.59,G05112;20SECONDTARGET
458685407,132.0078,8.9283,11.81,G05112;20SECONDTARGET
458687633,133.7998,8.1436,11.16,G05112;20SECONDTARGET
458687907,133.8648,7.2183,11.42,G05112;20SECONDTARGET
458688011,133.8516,6.9063,11.76,G05112;20SECONDTARGET
459056711,133.0917,8.0982,11.53,G05112;20SECONDTARGET
469347662,141.4943,4.968,11.82,G05112
469349456,141.6756,2.7705,11.4,G05112
469350276,141.7445,5.9471,10.86,G05112
469350708,141.7465,4.041,11.72,G05112
