TICID,RA,Dec,Tmag,Keywords
391825813,160.2204,-13.2928,15.98,G03234;G03221;20SECONDTARGET
452718256,172.5111,-25.3468,14.19,G03234;G03221;20SECONDTARGET
180205000,179.2643,-15.2696,15.91,G03234;G03221;20SECONDTARGET
