TICID,RA,Dec,Tmag,Keywords
122723011,117.4614,-3.289,9.56,G03202;G03228;20SECONDTARGET
122868995,117.9793,-0.0078,10.42,G03250;G03126;G03274;20SECONDTARGET
122902148,118.0313,-2.3039,12.56,G03202;G03274;20SECONDTARGET
170301183,121.8808,-9.8223,12.46,G03221;20SECONDTARGET
178002833,113.1883,-0.6587,11.34,G03092;20SECONDTARGET
178366477,123.3268,-1.0575,15.94,G03124;G03044;20SECONDTARGET
178367144,123.3922,-1.9828,10.56,G03278;G03181;G03106;20SECONDTARGET
25948892,119.5314,-4.5348,13.31,G03221;20SECONDTARGET
266480316,118.7009,1.7701,14.67,G03221;20SECONDTARGET
271310754,117.2426,0.6618,7.15,G03251;20SECONDTARGET
280313260,114.8451,2.1822,7.94,G03272;G03228;20SECONDTARGET
321085708,116.9845,1.342,10.11,G03188;G03092;20SECONDTARGET
453002670,122.7005,1.1544,12.48,G03202;G03274;20SECONDTARGET
64910894,112.1919,-3.3028,9.09,G03227;G03272;G03228;G03274;20SECONDTARGET
65068595,112.5721,-3.6732,8.8,G03202;20SECONDTARGET
65145453,112.4937,-2.1104,13.11,G03221;20SECONDTARGET
65155744,112.6257,-3.6591,14.19,G03202;G03274;20SECONDTARGET
65212867,112.7524,-4.4634,8.88,G03278;20SECONDTARGET
65673065,114.0299,-3.1125,8.1,G03228;20SECONDTARGET
66315917,115.4532,-1.992,12.18,G03092;20SECONDTARGET
68070930,116.2109,0.1258,11.72,G03202;G03274;20SECONDTARGET
72983511,120.0954,-1.7839,12.04,G03202;G03052;20SECONDTARGET
73185296,120.562,-3.9713,10.51,G03221;20SECONDTARGET
73235712,120.859,-3.7961,16.42,G03124;20SECONDTARGET
803286817,121.0186,-6.5158,16.64,G03207;G03124;20SECONDTARGET
803905418,120.0668,0.679,15.93,G03124;20SECONDTARGET
88863718,122.5805,-5.5139,9.42,G03278;20SECONDTARGET
121286320,128.6092,-1.1468,10.29,G03250;G03228;G03226;G03274;20SECONDTARGET
121318590,128.8496,-1.9313,11.63,G03221;20SECONDTARGET
13349647,131.5804,-8.027,12.21,G03278;G03181;G03106;20SECONDTARGET
18934976,122.9681,-8.9194,10.97,G03202;G03274;20SECONDTARGET
289533626,131.3698,-12.236,14.24,G03221;20SECONDTARGET
455206965,125.2231,0.1454,15.35,G03221;G03229;20SECONDTARGET
50712784,126.3378,-11.501,10.56,G03232;G03278;G03181;G03106;20SECONDTARGET
50716374,126.3844,-7.4729,14.12,G03207;G03124;20SECONDTARGET
50719539,126.5016,-8.4066,9.56,G03205;G03272;G03202;20SECONDTARGET
51510104,129.6076,-10.8252,8.0,G03255;G03251;20SECONDTARGET
54957535,130.9852,-11.5576,10.25,G03124;20SECONDTARGET
62569281,133.5723,-5.4343,5.41,G03272;G03227;G03182;G03251;20SECONDTARGET
7975441,133.3976,-3.4934,14.38,G03225;G03279;G03202;20SECONDTARGET
21184505,128.8522,12.0112,8.8,G03278;20SECONDTARGET
21221785,128.8571,12.0752,11.91,G03278;20SECONDTARGET
265168621,127.6697,4.3617,11.43,G03202;20SECONDTARGET
265445890,134.713,2.1703,13.92,G03221;20SECONDTARGET
