TICID,RA,Dec,Tmag,Keywords
256722778,329.6161,71.3133,13.82,G04123;G04108
366328851,328.4997,72.3448,13.78,G04123;G04108
366329863,328.9531,72.6065,10.96,G04123;G04108
372061997,330.1783,71.1666,10.76,G04123;G04108
372062328,330.2577,71.5286,12.47,G04123;G04108
372062389,330.1864,71.6045,12.32,G04123;G04108
372257029,331.246,71.7348,14.29,G04123;G04108
372257097,331.0586,71.8009,11.84,G04123;G04108
372257194,331.0996,71.9351,11.04,G04123;G04108
372258075,331.3446,71.0483,12.7,G04123;G04108
317014498,332.9598,71.2483,11.74,G04123;G04108
317014993,332.766,71.8226,11.25,G04123;G04108
323193035,332.5067,71.0992,13.63,G04123;G04108
366505650,331.5441,72.7653,10.86,G04123;G04108
366505858,331.4733,73.0152,11.11,G04123;G04108
366558577,332.1944,72.433,11.83,G04123;G04108
366559219,332.2569,73.0497,11.2,G04123;G04108
366594305,332.5914,72.9306,11.53,G04123;G04108
366594419,332.774,72.8242,14.2,G04123;G04108
366633835,333.1213,72.2699,12.03,G04123;G04108
366633897,332.8601,72.3315,10.98,G04123;G04108
366716647,334.12,72.4664,13.18,G04123;G04108
367336454,333.8309,71.4876,12.67,G04123;G04108
367336614,333.6876,71.668,13.25,G04123;G04108
367456583,334.3295,71.3346,11.94,G04123;G04108
367456585,334.3167,71.3354,12.13,G04123;G04108
467355168,335.1775,72.1663,14.2,G04123;G04108
