TICID,RA,Dec,Tmag,Keywords
345518694,355.8678,58.0836,6.52,G07136;G07013;20SECONDTARGET
283546449,13.2148,40.2459,6.22,G07136;G07013;20SECONDTARGET
323122607,320.6698,76.556,6.24,G07136;G07013;20SECONDTARGET
