TICID,RA,Dec,Tmag,Keywords
238432056,1.6563,29.0203,5.4,G07013;G07070;G07179;20SECONDTARGET
113710966,25.6218,20.2639,4.49,G07013;G07070;G07179;20SECONDTARGET
