TICID,RA,Dec,Tmag,Keywords
17468122,242.788,35.1294,9.09,G06057
17539192,243.4254,31.9517,10.83,G06057
17562290,243.7444,30.2766,11.64,G06057
188590080,240.3775,32.4957,11.07,G06057
255907472,247.0719,37.1899,10.63,G06057
255908136,247.0961,36.9336,11.04,G06057
310519261,242.5388,35.9584,11.98,G06057
8592033,248.023,30.3859,9.99,G06057
8624617,248.2818,33.5237,11.35,G06057
8669966,248.3711,30.499,6.65,G06123;G06057
8673277,248.7585,33.213,7.44,G06194;G06057
138256675,229.3611,38.2267,11.57,G06057
20212631,227.0373,39.9706,10.06,G06057
20239565,227.7913,38.9513,8.27,G06057
20299889,228.3852,38.5681,9.5,G06194;G06057
24077469,240.5646,37.178,10.46,G06057
458490358,240.0603,35.209,11.21,G06057
67813700,227.4306,34.7855,11.49,G06057
355792204,230.3114,20.3665,11.98,G06057
445882146,234.5578,27.9599,12.14,G06057
236313673,240.6993,25.3437,9.66,G06057
236327696,241.711,27.2763,9.9,G06057
236338880,242.5213,25.6151,11.59,G06057
236387002,244.4298,26.3042,10.4,G06058;G06057
258108067,238.8011,26.4867,7.87,G06057;G06022;G06023
258177999,239.5703,24.6478,12.39,G06057;G06022;G06023
329118239,245.2887,25.6561,11.25,G06057
356001283,240.4731,24.8715,11.22,G06057
164375251,265.4624,47.8512,11.42,G06057
165531514,266.3053,56.2342,12.09,G06057
193580427,265.8459,47.8616,11.92,G06057
193728983,267.9251,47.9751,11.58,G06057
198354443,256.1297,57.0727,11.39,G06057;G06021;20SECONDTARGET
198366673,257.244,55.8949,11.75,G06057
198382308,257.409,57.0063,11.8,G06057
198382838,257.532,58.4075,9.95,G06057;G06021
198388252,258.1954,57.0527,11.64,G06057;G06021
198408416,258.9131,58.8646,12.08,G06057
198410119,258.9668,53.9908,11.05,G06057
198410480,259.232,54.8122,9.26,G06057
198416591,260.0922,57.9738,8.3,G06057;G06021
198457457,261.835,56.3751,9.4,G06057
229687624,262.9887,57.1784,8.98,G06057
232629077,268.981,56.0362,8.04,G06057;G06021
232634196,269.4385,56.1961,9.92,G06057;G06021
233679640,260.3366,60.0582,10.88,G06057
237117591,269.9028,55.0381,9.33,G06057
274509791,254.0756,52.6984,7.03,G06057
274575202,254.8253,53.8072,9.12,G06057
284891601,260.5085,56.6283,8.55,G06057;G06021
289722957,274.1803,53.2466,11.51,G06057
320524751,264.821,55.0405,10.41,G06057
320525204,264.9615,56.079,8.89,G06057;G06022;G06023
329246824,263.8847,57.8026,11.03,G06057;G06021
329248002,263.818,55.0034,8.8,G06057;G06021
329289186,269.1884,52.8657,13.82,G06057;G06175
