TICID,RA,Dec,Tmag,Keywords
73241415,120.9227,-2.3284,13.81,G05143
20090694,137.4762,-7.968,12.44,G05143
51366590,128.9864,-8.8552,12.83,G05143
51512573,129.5096,-7.5999,12.15,G05143
270580527,136.4698,2.6122,12.71,G05143
270692532,137.4261,2.8815,13.34,G05143
283784587,134.7372,8.4716,8.21,G05070;G05143;G05087;G05121;20SECONDTARGET
264977161,126.4954,3.672,12.34,G05143
265014861,126.6962,2.8364,11.82,G05107;G05143;G05152;20SECONDTARGET
265206385,127.9495,5.7545,10.22,G05143;G05105;20SECONDTARGET
27654821,123.6651,11.9246,12.68,G05143
366323058,125.7026,7.9433,12.33,G05143
366323063,125.6976,7.9544,11.7,G05143;20SECONDTARGET
366567664,127.6325,9.7847,14.45,G05103;G05143;G05152;20SECONDTARGET
443964187,129.9488,8.9395,10.89,G05143;G05152
452981442,122.4668,3.0192,11.3,G05143
455108026,123.5736,2.8887,13.58,G05143
458591713,124.4007,7.1199,12.39,G05143;G05107;G05152;20SECONDTARGET
458616184,124.742,8.6803,10.43,G05143
106344480,109.6844,-26.2717,9.53,G05143;G05121
106493402,109.9146,-26.745,10.92,G05143;G05105;G05152;20SECONDTARGET
112603237,112.2122,-30.2659,10.76,G05143;G05152;20SECONDTARGET
112603301,112.2134,-30.2477,7.84,G05143;G05145;G05121;20SECONDTARGET
127652970,117.1479,-29.4869,13.77,G05143
139709133,112.0303,-23.8034,12.63,G05143
152953620,120.2129,-24.8583,11.6,G05143
63949494,106.1674,-29.5755,12.24,G05143
66509654,109.4244,-23.9918,13.46,G05143;G05003
184100029,126.732,-36.0999,11.57,G05143;G05152
118833673,134.9777,-20.9083,11.72,G05143
294225731,132.7008,-22.7939,12.46,G05143
308582697,134.8278,-15.5054,13.84,G05143
410211252,133.8303,-23.8705,10.76,G05143;G05087;20SECONDTARGET
125141941,123.14,-15.3811,12.26,G05143
142906191,119.27,-21.2499,13.18,G05143
176242032,121.8249,-18.3384,13.46,G05143
333940513,116.357,-14.9103,12.99,G05143
349415561,114.5398,-20.6667,13.8,G05143
94515514,115.6107,-16.2835,8.93,G05150;G05143;G05106;20SECONDTARGET
123642034,115.4575,-46.5047,12.6,G05143
53369126,126.481,-47.5547,10.57,G05143
148342995,101.9731,-36.8348,10.92,G05106;G05143
157212164,105.4657,-39.3678,10.51,G05143;G05106
170402639,103.4475,-43.1141,8.25,G05143
173957127,113.3924,-40.3167,13.05,G05143
22535327,107.7572,-38.418,13.09,G05143;G05152
219212899,93.3978,-53.3924,10.64,G05105;G05106;G05143
238074335,104.7197,-48.0854,11.56,G05143
255548572,95.3995,-50.4542,13.34,G05105;G05143
255563650,96.3992,-48.2671,10.61,G05143;G05152
255590987,97.0254,-48.4478,10.3,G05143;G05106
260268898,93.9848,-54.3055,11.06,G05105;G05106;G05143
278780359,99.9527,-54.8047,11.22,G05143
118307280,128.5702,-57.0153,10.96,G05143;G05105
279615427,106.4599,-58.8071,10.3,G05143
281579907,114.3248,-54.9102,10.44,G05143
294209741,108.2915,-55.929,11.2,G05143
340219000,114.0016,-59.6078,10.95,G05105;G05143;G05106
343088988,126.1887,-55.7075,11.34,G05105;G05143
382575967,118.2226,-60.7859,9.77,G05150;G05143;G05105;G05106;20SECONDTARGET
89328813,126.7015,-58.1132,11.71,G05143;G05152
89702020,127.5423,-58.7666,13.23,G05143;G05106
167344043,98.6711,-69.8848,8.62,G05150;G05143;20SECONDTARGET
167696018,102.8951,-62.7179,10.7,G05105;G05143
176955267,100.9247,-69.4823,11.36,G05107;G05143;G05152;20SECONDTARGET
281582156,115.9286,-61.1213,10.01,G05105;G05143;G05106
300142103,108.8542,-66.9601,11.68,G05143
300969581,118.2441,-69.4009,12.45,G05105;G05143
306508587,118.877,-66.9956,11.45,G05143
307023901,122.8763,-66.7738,12.38,G05143
308542258,121.0761,-62.7247,11.97,G05143;G05152
308542808,121.022,-63.2775,11.45,G05105;G05143
308543286,121.2258,-63.7713,11.32,G05143;G05105
308751575,122.2404,-65.3924,11.4,G05143
309714906,126.0248,-63.5672,9.24,G05105;G05143;G05106
348992095,106.7452,-62.3532,12.54,G05105;G05143
349055504,107.2393,-60.9807,13.1,G05105;G05106;G05143
349152140,108.0195,-61.1639,11.88,G05105;G05143
349192028,108.8379,-60.378,11.82,G05143;G05105
382624902,118.5297,-63.3373,12.34,G05143
149913598,88.1097,-64.2604,13.34,G05143
150143209,92.6268,-61.4091,12.34,G05143
150167319,93.5156,-62.6308,13.7,G05105;G05143;G05106
150359500,96.4834,-60.0568,9.75,G05143;G05106;G05145;G05152;20SECONDTARGET
150432211,97.2895,-61.7928,12.81,G05107;G05105;G05143;G05152;20SECONDTARGET
270676943,87.6788,-53.144,11.91,G05105;G05143
309791561,80.2142,-61.9144,13.76,G05143
350520348,86.3056,-59.923,8.43,G05150;G05143;20SECONDTARGET
382268018,83.1367,-54.5511,11.55,G05143
389568266,86.4882,-66.6653,12.54,G05143;G05105
238192534,56.0175,-74.0938,11.55,G05143
25118964,61.9333,-68.4196,12.03,G05143;G05105;G05106
25132999,62.0298,-71.4496,10.81,G05143
277298771,84.5684,-69.3916,10.45,G05143
29830830,66.4722,-66.8995,11.7,G05143
32036415,56.8322,-68.3746,12.11,G05143
38586438,64.0892,-62.0133,11.67,G05143;G05003
391745863,82.7075,-67.0984,12.97,G05105;G05143
404768019,84.6442,-68.885,9.59,G05105;G05143;G05106;G05112;20SECONDTARGET
55269690,76.2403,-63.818,11.11,G05143;G05105
141807839,92.8753,-72.227,11.21,G05143;G05105;20SECONDTARGET
141914082,94.6174,-72.0444,8.56,G05143;G05106;G05105
141975926,95.9182,-75.0756,11.91,G05143
167163906,96.323,-71.3622,11.04,G05105;G05143
261138857,84.9003,-79.9775,10.52,G05143;G05003
261236136,88.3733,-81.9477,8.38,G05106;G05105;G05143
269797536,69.1384,-78.8503,12.68,G05143;G05105
269855929,70.4465,-79.1533,10.38,G05143
271725679,110.7678,-74.6096,13.44,G05105;G05143
271900514,113.1185,-74.7647,11.7,G05143;G05105
358176584,107.1633,-76.7058,11.23,G05143
388240837,99.5438,-84.0455,12.28,G05143;G05105;G05106
