TICID,RA,Dec,Tmag,Keywords
258402425,274.4167,23.9176,9.87,G04069;G04242;G04039;G04103
49967354,277.9077,13.8979,10.88,G04069;G04242;G04039
73560357,281.4058,16.4154,10.82,G04069;G04242;G04039
76197937,273.7027,37.63,10.86,G04069;G04242;G04039
