TICID,RA,Dec,Tmag,Keywords
10176636,110.3943,-5.8972,6.69,G011204
10176966,110.5027,-5.8254,8.44,G011227
10321833,110.7726,-4.7854,13.25,G011257
10323710,110.7422,-3.8924,6.96,G011048
10484146,110.9462,-4.2219,13.92,G011180
125200110,105.3963,-6.3119,8.18,G011127;G011060
125202437,105.4781,-6.4675,14.92,G011113;G011294
125406140,105.557,-6.3024,9.81,G011204
125409404,105.6778,-6.801,7.29,G011025;G011129
168265360,106.6523,-2.9845,8.41,G011250
168597634,107.0388,-0.0657,9.43,G011279
168627067,107.2,-4.0575,8.33,G011204
177067315,106.1568,-5.9326,9.65,G011127;G011060
177526010,106.2352,-5.8409,14.01,G011257
177649110,107.2218,-6.9447,8.38,G011048
177754717,106.47,-1.0214,6.76,G011025;G011048;G011250
177810502,106.6152,-3.1157,7.69,G011127;G011060
177813458,106.5106,-4.0632,8.75,G011127;G011060
177820085,112.9488,-5.5832,8.99,G011242
177847847,107.5272,-7.224,8.72,G011127;G011060
177932603,107.6583,-7.1229,11.57,G011279
177961519,113.0676,-5.4837,9.86,G011127;G011060
178003030,113.1098,-0.5187,7.21,G011048;G011250
178118127,107.936,-5.8833,11.41,G011180
178431738,108.4928,-7.3277,9.14,G011242
178575480,108.6087,-7.577,8.85,G011127;G011060
187511795,110.449,-7.4243,13.16,G011257
187515891,110.6057,-5.9829,5.48,G011155;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
187716215,110.8984,-8.0973,14.5,G011257
187761080,111.046,-6.0259,8.61,G011250
187766216,111.1219,-8.0329,14.47,G011257
187850195,111.2352,-7.6039,8.18,G011227;G011060
187852164,111.1338,-6.8209,14.77,G011257
23302609,108.0607,-3.0146,7.94,G011227
23305492,108.0795,-1.7777,8.85,G011127;G011060
23369524,108.2966,-5.1984,9.04,G011180
23459321,108.3921,-2.0775,8.93,G011204
23463149,108.3266,-0.2595,6.3,G011224
23551684,108.428,-4.3735,8.29,G011250
266895199,116.386,2.1889,8.9,G011250
266948287,116.5719,1.6493,12.59,G011238;G011180
268460597,105.1002,-3.0112,8.69,G011127;G011060
268565917,105.0745,-5.3667,5.64,G011183;G011025;G011132;G011048
268688836,105.2489,-2.3589,10.82,G011180
268700076,105.3682,-1.6205,12.23,G011180
268772301,105.3301,-3.1289,9.38,G011204;G011154
268778473,105.3349,-5.2904,14.13,G011257
268781343,105.4849,-5.7221,3.49,G011155;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
268874414,105.4734,-1.131,7.97,G011279
268985556,105.5676,-4.4357,13.07,G011257
269087549,105.7282,-4.2392,5.21,G011155;G011114;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
269191011,105.6798,-0.5432,9.92,G011048
279864445,113.6924,2.7254,6.32,G011154;G011060
279942890,113.843,0.7844,9.67,G011048
280173382,114.2903,2.5644,10.64,G011238
280313260,114.8452,2.1824,7.93,G011180;G011176
280363288,114.9347,1.2858,8.01,G011250
280529760,115.3094,1.3785,13.59,G011180
280540371,115.6086,1.982,14.48,G011180
284022899,108.4062,4.1226,9.86,G011127;G011060
284134458,108.5836,3.1114,4.35,G011155;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
284230347,108.6602,2.9019,8.7,G011204;G011250
284233323,108.7542,1.496,11.78,G011180
291975089,106.4459,1.2937,8.93,G011250
292188744,106.5684,0.3055,8.0,G011048
292351181,106.7889,3.4461,8.45,G011180
292351425,106.8154,3.3191,8.46,G011250
292362364,106.9806,1.7196,9.84,G011204
292717410,107.3547,2.7428,8.51,G011250
292718727,107.3675,3.3617,8.63,G011127;G011060
293138450,107.8369,2.8812,7.88,G011227
293140281,107.9303,3.8061,14.1,G011180
293317603,108.1589,3.8294,8.88,G011048
317439554,109.741,2.8874,15.09,G011177;G011281
317868997,110.5145,0.1771,6.04,G011155;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
318138757,111.0058,1.987,7.62,G011227
318221863,111.1471,2.1986,9.92,G011127
318403843,111.5004,1.3722,8.97,G011250
318573150,111.6613,2.7559,10.45,G011083
318902888,110.1266,-6.6038,7.29,G011048;G011250
319011894,112.5083,2.2608,10.62,G011278
319085677,112.8041,0.5538,9.49,G011180
319087837,112.8064,2.1702,6.71,G011025;G011048;G011250
319171087,112.873,2.8201,13.23,G011180
