TICID,RA,Dec,Tmag,Keywords
1672934715,279.9898,5.0359,18.08,G06156;20SECONDTARGET
1773731751,282.2213,-1.4867,18.17,G06156;20SECONDTARGET
1781643868,282.5135,-0.9408,19.35,G06156;20SECONDTARGET
180008154,287.1121,0.1672,18.51,G06156;20SECONDTARGET
181319374,287.8169,0.5849,18.1,G06156;20SECONDTARGET
228510254,285.4186,1.45,16.39,G06156;20SECONDTARGET
506682242,276.3447,-0.0128,19.58,G06156;20SECONDTARGET
111931792,274.0058,-14.0366,16.24,G06156;20SECONDTARGET
1656357887,274.3956,-15.5102,16.73,G06156;20SECONDTARGET
1659306998,273.7766,-12.0995,20.44,G06156;20SECONDTARGET
206020247,272.6785,-10.8707,15.82,G06156;20SECONDTARGET
213251519,277.1407,-10.6177,13.54,G06156;20SECONDTARGET
213256422,277.2276,-11.449,16.5,G06156;20SECONDTARGET
161851329,289.7204,-5.2549,16.43,G06156;20SECONDTARGET
1756263370,283.2704,-8.7055,18.09,G06156;20SECONDTARGET
1760206072,289.6994,-5.2382,20.49,G06156;20SECONDTARGET
157301783,274.6832,14.4054,17.39,G06156;20SECONDTARGET
