ID,ra,dec,Tmag
350518972,86.220173,-56.68111,11.751
167653269,102.379084,-65.546799,13.905
167525448,100.486574,-62.668007,13.586
382247482,82.19589,-57.171047,11.905
140578137,68.131446,-75.168877,14.401
278898782,101.13553,-58.698681,12.873
260476198,96.311298,-58.456062,12.531
437802805,83.529776,22.660093,12.005
176875491,100.777298,-76.342171,11.047
41169891,91.429065,-66.997917,14.752
167808789,104.58883,-63.724117,13.092
350523323,86.556965,-54.678448,12.688
150274632,95.003354,-61.773003,10.083
382552329,19.497515,-48.150261,9.881
176930854,100.210529,-71.415268,11.62
349521875,111.36601,-65.551941,11.808
149479377,85.424647,-62.448685,13.746
55368374,77.152968,-60.589653,11.934
278990501,102.00776,-58.889065,10.72
41083208,90.406157,-66.588913,9.986
30311822,74.136001,-66.190468,13.414
166180759,206.133041,-36.774883,11.5
89205109,57.928456,-28.794373,12.047
332519883,351.158982,-29.526142,14.696
64032649,37.878291,-20.0282,8.962
334991169,186.74785,-15.479389,12.712
93241239,85.838243,-22.067343,13.81
139471702,35.660923,-26.956264,12.362
47393760,80.99363,12.431806,10.462
279571473,106.112449,-59.403496,14.409
374910952,88.912252,-61.682961,13.795
299940641,106.26141,-67.778419,12.715
391925832,107.73777,-75.473671,10.444
260045547,91.570806,-54.90715,11.437
144773166,85.206581,11.404843,14.583
55603569,73.292378,-61.724075,13.283
149351333,83.806202,-65.566833,14.759
150149768,93.078103,-64.795952,14.251
348993380,106.92346,-64.427353,10.592
382067212,79.52906,-55.835503,13.085
348894788,105.767566,-62.91494,12.724
350743060,88.800617,-58.772938,11.951
326527284,354.298794,-20.18774,12.7
220480673,76.123651,-57.220192,11.55
25064459,59.975839,-67.438515,12.791
436674860,73.419724,13.859639,12.578
149120317,80.738611,-61.703979,11.957
150066811,91.561741,-65.548653,9.843
349523992,111.377465,-62.596676,10.763
141608224,88.747653,-74.005302,9.716
38608175,64.540951,-64.494484,14.108
20486540,127.946756,11.96732,12.128
349572086,111.582141,-62.832954,14.557
141473632,86.514576,-77.314064,13.734
180220563,179.337518,-16.697674,11.341
38815494,67.913607,-63.394012,12.649
242985065,59.559774,12.628001,13.563
177282760,102.560325,-72.27713,11.192
350298266,83.740974,-59.207615,11.423
260192200,93.288626,-55.768791,11.553
149447160,84.918172,-65.394295,9.788
179234767,79.524398,-66.48336,11.383
43325151,97.661724,-2.098257,12.226
349646296,112.043962,-62.847935,13.468
393483981,159.62756,6.576619,12.166
364588783,85.3504,-76.858749,13.239
55479941,71.353297,-64.482994,11.505
150097943,91.757718,-63.664951,12.511
278685143,99.174608,-55.479313,11.547
441133146,40.222706,-17.405235,14.407
382437316,117.182521,-63.367611,14.021
453095129,113.866518,-67.194641,13.829
176942865,183.999062,-9.096123,12.163
167085263,95.721005,-66.33728,12.534
300383770,111.457923,-69.809158,11.878
389440927,85.826131,-70.1548,11.518
364538127,71.254511,-75.303108,13.858
350518229,86.233523,-55.002254,13.126
53067214,102.773958,-31.434275,14.695
220248632,99.750516,10.072763,11.491
189109241,140.659884,-26.807245,12.565
29780984,65.156936,-69.031082,12.577
382067092,79.611517,-56.114033,13.317
5725904,347.965539,-12.323785,13.896
220480876,76.072127,-57.869774,13.237
401670795,316.609777,-78.367577,13.938
95782903,135.62943,-10.576183,12.156
358460012,118.821588,-65.194954,11.323
30408477,74.721207,-68.810326,11.182
309791057,80.080332,-62.777557,12.529
30935460,76.225598,-68.685234,10.763
276789980,83.278417,-68.898384,12.26
261399190,94.310232,-78.070496,14.611
279430859,105.121871,-58.130421,11.575
382099880,79.909801,-56.185673,11.161
350716012,88.498066,-56.640255,12.563
300510614,112.220887,-69.865913,13.042
167202785,97.130403,-69.226219,10.917
382145140,80.348673,-57.318665,9.832
306574993,119.271257,-70.675552,11.533
345839979,121.801968,19.834688,12.932
279054049,102.370535,-59.601559,13.294
309790839,80.203091,-63.05283,12.633
140895750,76.708619,-74.518982,12.555
272001060,114.675416,-75.403366,13.323
92250416,49.592649,-18.615374,8.908
299898613,105.918259,-67.435234,13.441
260130197,92.306884,-56.008556,12.846
41114785,91.134073,-67.070145,13.643
364328334,101.617976,-65.725548,11.97
350713158,88.267577,-59.820217,12.638
231081249,68.093811,-67.149597,14.567
79612104,53.994837,-45.130093,9.548
41334086,92.095536,-67.225494,12.975
149392152,84.330595,-61.427925,10.989
55525776,72.636417,-61.512836,11.57
260041596,91.409571,-56.06303,13.389
149447137,85.079136,-65.416977,11.396
234290432,356.945615,-65.29026,10.55
142106604,98.918904,-73.615395,11.616
389798143,87.365637,-70.7995,11.785
41337132,92.548831,-67.0317,12.424
55498307,71.567398,-63.433838,11.832
393854760,158.752916,-23.897053,12.031
398453161,297.338308,-25.507444,14.357
260536828,96.793659,-59.406097,13.985
177353880,104.61707,-76.308479,11.631
271721220,110.424395,-76.391762,10.533
349059772,107.51631,-63.871429,11.305
302376679,320.901039,-26.232615,12.948
149543971,86.398426,-65.061104,10.494
374862389,88.630942,-65.108597,13.596
349971754,114.633062,-61.415173,10.431
155252714,102.880571,17.629801,12.155
55367926,77.311839,-61.784054,12.745
349682080,112.746254,-61.532719,11.868
293935691,106.674668,-58.233917,13.665
306734520,120.52109,-67.195938,13.649
30031510,72.992118,-69.426094,10.42
350560158,86.480685,-57.35173,13.846
260127219,92.085266,-57.003536,11.418
309704237,79.651156,-63.650833,11.671
392508253,205.64905,-15.549678,10.037
30038734,73.32194,-69.867882,11.958
293345813,99.146986,-60.904625,13.987
259573397,72.002782,-50.690418,9.963
167721974,103.485457,-62.421005,11.117
48212263,148.050661,-32.149376,12.539
201837359,264.999894,-27.118647,10.121
38678838,65.24955,-62.242207,13.927
260356180,95.049177,-59.32309,10.536
410094877,133.313082,-21.916786,14.215
38680768,65.485741,-63.471169,11.857
142147590,100.02726,-75.908897,13.385
141544195,88.023936,-77.405769,11.302
176985427,101.72425,-68.173195,10.736
382066615,79.462405,-57.305485,12.935
300162813,109.332979,-67.761406,13.302
33769497,62.81158,-74.303635,13.507
141333682,83.562739,-77.419975,11.336
372908339,98.076542,-65.648048,14.254
300557751,112.48295,-71.837158,12.839
149011965,3.647071,-30.068796,14.045
31311344,88.41268,-67.232094,13.359
308020541,155.283914,-17.727304,9.463
167655926,102.366633,-60.70528,14.374
375089222,100.350915,-62.805412,11.322
349310414,109.726419,-63.565746,11.166
405027212,113.314718,-16.065981,10.41
167344599,98.705769,-70.740059,12.811
382148255,80.595207,-59.061672,11.308
167123768,96.472856,-66.39959,11.984
176867990,182.5686,-6.83505,11.354
141624422,89.55182,-72.745705,12.675
167888482,105.046771,-64.247963,11.167
300138421,108.717022,-70.296677,12.719
141544011,87.875194,-76.968102,13.267
160306077,97.916855,-26.310722,13.082
41532942,93.823023,-71.26368,11.557
141754435,91.106641,-77.13662,11.959
410447142,118.035058,-63.807812,9.926
167364624,99.050157,-68.358658,11.521
391901571,115.865705,-70.911194,10.859
41595217,94.445573,-69.202034,12.804
141753988,91.015151,-76.084686,13.828
350619232,87.432095,-56.189392,12.9
177023364,102.448036,-69.4506,11.188
168929710,291.577191,-26.514015,13.881
176953878,100.676925,-71.837219,10.028
245792583,67.222451,16.523647,11.618
248985160,22.729368,-2.920315,7.969
220418588,71.614012,-58.931316,11.92
270229539,175.21792,-24.471088,14.237
300325267,110.765685,-66.389412,12.679
38635743,65.322775,-64.223709,13.301
278958935,101.582312,-57.924511,11.464
141479514,86.948602,-75.729126,13.393
141910745,94.810054,-77.018051,13.775
350146011,115.758117,-64.0756,11.771
184241653,359.317116,-41.110355,8.539
150357363,96.029417,-63.896069,12.529
13220060,77.545973,-29.449793,12.752
72321855,187.056953,-43.277451,13.766
150513885,97.841056,-65.910439,12.528
300556380,112.651931,-69.73143,13.02
63958930,36.792992,-22.060797,13.59
389918770,87.892828,-68.769859,13.288
149539595,86.180777,-61.066586,11.408
55528019,72.731901,-65.859947,12.764
350841048,89.856179,-55.87484,11.037
140658963,72.486718,-73.28759,12.547
332825920,33.947395,-3.843603,11.812
350584436,87.113707,-57.185978,11.842
150164275,93.325988,-63.232929,13.936
141436204,84.805147,-77.353828,11.09
191012389,252.203135,-27.933704,12.495
422409469,183.060614,-22.520075,9.016
149575207,86.616178,-64.116196,11.638
231079766,68.211684,-69.529877,13.484
37663946,2.360306,-11.228579,12.506
55271263,76.288299,-59.900681,11.35
300937327,117.907935,-67.513863,13.635
179639941,80.523115,-66.705391,12.98
220456580,74.40884,-57.227215,11.877
19065942,119.963543,14.169459,8.689
167792486,104.025039,-63.860332,10.144
77535448,239.105268,-26.474585,13.203
260610303,97.501927,-59.511341,11.962
364305790,88.00597,-65.496552,11.827
40511044,77.566417,-69.762054,13.657
350434143,85.050535,-55.969582,12.577
394273833,27.991473,-81.019363,8.328
434239028,64.105783,14.171445,12.543
149175264,81.553047,-61.956558,13.396
364592572,86.018162,-72.555984,10.521
177117932,103.857354,-66.159752,11.69
299586005,96.743176,-20.12307,11.624
31704987,48.480078,-68.133011,13.023
364394272,116.596302,-63.027695,12.921
271574572,106.147226,-74.049156,13.027
309704082,79.65351,-63.830559,12.966
260351654,94.914044,-57.822063,11.476
260502025,96.402358,-59.179665,10.526
349308514,109.790919,-60.950706,14.216
318613764,321.632935,-85.722763,8.059
41359843,92.479097,-69.892815,11.915
382525982,14.999632,-51.343277,8.653
167814413,105.211826,-60.992008,13.356
457959178,245.21134,-27.794636,14.758
260240059,93.666836,-58.951576,13.803
98594354,185.335224,-9.326482,11.961
38843206,68.726741,-64.605247,12.65
149975905,90.288589,-64.010223,12.963
150248671,94.534631,-60.306011,14.439
349154429,108.321909,-62.010826,14.072
149303075,83.329191,-62.675014,11.826
71967208,91.78567,-6.918746,11.945
257721558,78.318186,-56.416206,12.743
40607744,77.982855,-68.500664,13.311
350481278,85.900193,-55.767307,13.978
38632563,64.779138,-61.732693,12.741
296732931,142.015142,-16.702906,11.522
141708584,90.218164,-77.812416,11.749
150110276,92.698142,-65.779442,11.626
177077323,103.232356,-70.665871,13.524
38907808,69.448202,-65.2761,11.983
146802910,46.360814,-44.627689,10.863
278778419,99.906367,-58.3522,13.186
176363090,71.812155,-1.512888,12.993
140855702,75.661416,-74.362335,12.685
167752923,103.935288,-61.79546,12.678
294981977,72.357353,-67.058228,13.167
335008984,201.049717,-12.279984,12.771
55662965,74.42241,-62.094257,12.721
260604716,97.389389,-59.318089,11.946
29924983,72.710287,-71.537109,11.237
41230390,91.71888,-67.393311,14.375
348995690,107.046061,-63.478024,9.612
247664888,86.725921,16.987864,11.336
49622317,350.678518,-11.693617,13.777
365330868,46.377636,11.826577,10.722
370100647,66.125088,-70.196594,11.595
167722415,103.450994,-61.687859,12.638
260078520,92.016285,-54.627941,11.574
260076478,91.853049,-59.287769,13.859
279090495,102.64382,-59.555889,14.401
35829796,102.52932,-16.848124,11.55
140827290,75.533681,-77.467941,11.991
167753732,104.008001,-60.411308,11.768
150166999,93.455422,-62.012566,12.254
279089359,102.717085,-57.728569,11.934
101039502,56.597741,-47.503384,12.929
62118520,290.682029,-43.322399,10.795
260637234,97.780847,-55.742592,11.914
170638072,66.68142,-34.306023,13.255
271638138,108.922327,-75.85199,9.874
453100000,116.148561,-68.996399,13.16
167653906,102.453521,-64.298615,11.697
332708097,32.438562,-2.944286,11.118
179037654,79.235613,-66.890778,11.661
365897947,275.838108,-61.373974,12.121
355704636,0.995932,-60.366158,13.418
201860787,37.925725,-54.539265,11.46
165199637,56.199376,-38.337051,9.903
278862655,100.546971,-58.007095,11.861
150097791,91.662055,-63.904121,11.575
54961699,160.15216,-10.342516,11.993
69164657,296.293701,-21.457031,13.274
115349384,27.834461,-38.009579,10.085
349966273,114.257988,-64.25547,11.764
260162633,92.69825,-55.0299,11.389
279430609,105.129395,-57.789425,11.569
404930169,85.27072,-67.607407,12.72
149976084,90.214109,-63.713741,13.736
293332404,261.358029,-67.881783,11.619
251040879,340.75101,-11.443324,8.185
38634797,65.004178,-64.907181,10.108
1525268,156.531932,-17.978596,9.557
140856921,75.866131,-76.095009,11.835
158697233,86.919278,3.678573,11.234
55653196,74.136141,-63.835697,13.96
358709659,72.37781,-64.524017,13.506
124226248,92.374806,-19.599916,8.224
38844436,68.68535,-61.277088,12.918
260266534,93.976003,-59.153065,8.685
31310571,88.352859,-66.68261,14.212
350026217,114.451677,-65.993279,11.269
370235316,105.389143,-75.226303,10.844
31012040,76.496606,-71.712395,13.476
279423967,104.883871,-59.640621,12.652
140801905,74.986608,-72.643776,13.312
260128127,92.180078,-59.096012,12.996
231064564,31.587319,-59.203163,9.096
270299418,330.843297,-23.99592,14.547
167342583,98.914057,-67.779388,9.02
453080061,113.726346,-69.890945,11.761
140577715,68.166787,-74.190834,13.582
350443653,85.281586,-58.062851,11.938
260044371,91.516856,-57.414513,13.722
167247422,97.498904,-68.019081,13.593
391892924,115.408256,-67.564835,11.789
365464945,64.841484,7.161565,10.721
41169722,91.37117,-66.888428,13.786
231077395,67.657794,-70.354843,10.685
391902612,106.568181,-76.839226,11.751
319740055,291.920205,-54.336342,8.209
55782018,75.60867,-62.768124,11.926
260476668,96.198914,-59.457272,13.238
348841100,98.922857,-59.538166,11.883
203359968,204.526522,-19.506069,14.729
176934820,100.578713,-66.665329,14.247
220473286,75.304338,-57.166088,11.434
31268128,88.199899,-70.925934,11.811
350585565,87.099172,-54.713997,10.938
260658510,98.318278,-56.94503,13.101
350145607,115.71212,-64.627617,14.186
156618704,190.976033,-9.321,11.511
306741865,121.036204,-70.541573,14.549
271886920,112.252328,-75.465103,14.038
271596282,108.417965,-74.693832,12.609
220476613,75.594092,-56.098446,9.064
279089417,102.742023,-57.813599,12.642
350221441,355.775416,-64.787071,9.161
260266909,93.902085,-58.329399,9.972
167794705,104.465491,-63.740227,11.155
381924272,76.237412,-59.653786,13.039
332858267,84.54309,-10.017098,13.583
336980378,30.868019,9.886818,10.292
177118900,104.035653,-66.981888,11.835
167810704,104.902852,-64.772713,10.984
31009477,76.053968,-71.328133,13.315
176876030,100.810256,-77.522385,11.556
38907688,69.527023,-65.024406,11.275
83703810,216.72548,-24.902905,11.485
309759412,79.76987,-65.639801,14.718
348896527,106.003607,-65.70269,9.916
271906021,113.32784,-72.113831,12.986
452757204,74.869062,2.332833,14.507
279091442,102.784031,-58.629818,13.143
306578738,119.427706,-66.135818,11.933
300292613,110.374169,-69.480881,14.78
12570821,239.526661,-23.678267,13.706
29829999,66.282871,-67.360405,14.763
358548903,110.809847,7.294822,14.075
320480526,119.97251,9.898692,7.337
404930087,85.526159,-67.568375,11.896
3582508,139.593173,-36.101036,13.65
349766241,112.866693,-61.728176,11.748
374910986,88.867627,-61.61113,11.991
398842213,78.49657,-21.973564,9.046
279250786,103.89288,-59.261074,11.46
235268616,102.934886,11.466817,13.653
382245841,81.947967,-55.408764,14.776
271697046,109.893541,-73.831284,10.405
260162316,92.794477,-55.685963,11.983
55300052,76.951316,-64.2892,11.336
260192257,93.472801,-55.878002,12.53
41029737,90.205765,-70.869194,14.097
29760153,64.224857,-70.217972,13.556
319474472,100.513731,-49.565624,12.736
350297866,83.670195,-58.121269,11.692
349832119,113.554293,-64.084435,12.517
386952897,239.420576,-32.286194,13.353
55399863,70.320218,-63.55463,14.458
455304957,147.580257,5.731782,12.8
29781823,64.981388,-66.398254,12.473
300085086,107.830986,-70.832184,11.708
167553414,101.095798,-61.402538,11.58
55452380,70.652184,-64.596634,12.718
349965894,114.345984,-64.688202,10.654
271554899,106.092206,-72.633118,11.768
294329423,108.997929,-58.634617,12.754
55557701,73.047585,-60.382011,11.724
296734124,142.121187,-17.83753,11.003
141484572,87.170084,-73.18721,14.448
308582292,134.81652,-16.167418,14.603
34184823,60.806942,-9.602861,14.599
350652253,87.851217,-54.664757,12.632
150143975,92.849319,-60.519588,10.514
300658522,114.53574,-67.973038,13.716
293220577,98.386157,-64.45639,12.625
149421876,84.589962,-63.75079,11.314
231082969,68.258798,-68.001373,11.752
70178661,227.478476,-18.797855,14.469
349157974,108.384452,-63.975479,11.595
149976308,90.294266,-63.306137,13.566
348842568,99.009915,-56.437,11.382
434506889,189.187492,-23.213026,10.677
374994479,99.251079,-65.738922,12.771
382571558,118.244911,-65.931923,12.715
176942561,184.025876,-7.465734,8.737
260352816,94.8029,-55.396908,14.573
374911631,88.878565,-60.094215,13.207
29835148,67.014567,-67.441154,12.535
149272,223.47537,-27.205585,10.816
124306858,197.665989,-35.05468,7.957
176933687,100.398244,-66.873672,13.887
141710511,90.849695,-74.390182,11.821
271639548,108.648255,-73.364601,11.317
375058000,99.962113,-61.269112,11.756
260164130,92.928569,-55.849903,13.581
177239153,105.395051,-70.390625,11.637
214912309,342.110473,-41.681545,13.185
177257363,102.021639,-75.66555,13.77
140757590,74.281105,-72.13195,11.552
260303920,94.618438,-56.603523,12.496
266639588,319.860244,-32.871529,10.878
149217095,82.028503,-62.855717,14.247
167792318,104.157852,-63.532982,10.908
350095934,115.277551,-65.41217,12.565
293347413,99.110205,-63.806931,11.346
71274771,330.56775,-42.175831,10.338
33838389,64.32756,-74.432487,12.609
149423299,84.566302,-61.50309,11.874
149474777,85.215134,-63.859386,12.878
24796342,142.164815,-34.117466,12.994
40183804,77.120256,-71.201736,12.926
141029689,79.344039,-77.169441,13.608
55781897,75.449763,-62.533611,12.965
424985902,293.954041,-52.098061,11.09
295071321,72.463096,-69.956772,13.416
402341182,354.169169,-16.374784,14.202
149970755,89.925927,-60.190521,13.599
382187689,81.296044,-56.018471,12.684
382198736,81.645914,-59.040249,13.474
53952766,328.814686,-28.907583,13.658
294092594,107.369791,-57.938354,13.115
271574983,106.099603,-74.841515,13.1
204377335,348.264509,-19.833437,13.492
141911099,94.840781,-76.253609,11.499
277024639,84.021169,-69.343224,11.615
350344869,84.795887,-58.720486,13.702
389369226,85.804525,-66.82251,11.894
220432054,73.043081,-59.628666,12.595
294977381,72.30168,-69.456535,10.25
31273008,88.085988,-68.320206,10.301
279323050,104.342377,-57.85498,12.756
349785736,113.050992,-64.316536,10.792
399664934,72.467056,6.109357,12.028
4069747,80.065249,-5.236139,12.012
382518600,117.572146,-65.116776,14.255
20613828,201.316773,-20.823935,11.688
131329169,202.719242,-32.630119,9.849
55498047,71.69671,-62.705536,12.694
283824622,63.950234,8.966117,12.279
167574999,101.445223,-60.07872,11.716
33949151,357.088789,-27.897503,8.239
177252698,101.367826,-71.959068,9.758
33525681,26.997421,-27.704905,12.777
4824324,40.206919,-10.486428,12.615
382099342,79.92772,-57.781914,12.819
179307041,79.716771,-69.441704,12.077
53693366,157.997526,-34.276691,9.688
231082982,68.424226,-68.027374,12.75
33839292,64.374722,-72.240578,11.097
150430741,97.069549,-60.701153,12.627
277317218,84.521376,-66.355286,13.134
167893139,105.470704,-59.990631,13.46
278778400,100.039872,-58.391712,11.896
149176188,81.743555,-60.091206,11.968
55851166,75.952912,-63.117371,11.771
364392480,116.529646,-65.321854,12.572
140687600,73.03295,-75.434525,11.912
176982565,101.428898,-68.034683,13.01
30191470,73.644596,-69.910652,12.738
150390599,96.732747,-64.367012,14.332
163086486,172.484343,-42.707039,9.877
300514950,112.473116,-67.468185,13.752
142050590,97.247685,-74.510071,11.36
278863808,100.733086,-59.661297,11.835
339633311,110.044092,-59.045624,11.632
167549998,100.715389,-64.109322,11.872
303911833,23.304096,-72.001022,13.085
167697604,102.871089,-59.966934,11.694
167694211,102.578458,-65.878372,13.88
149913961,88.214579,-64.739792,12.795
349835337,113.84471,-63.773853,10.928
175534583,46.136289,-41.575665,11.712
300868647,117.158698,-69.363197,12.63
299942188,106.466644,-66.38739,12.881
363497583,170.536763,0.123945,8.478
177164372,104.508167,-69.123283,11.811
339731843,110.645797,-59.511288,13.233
32636530,176.163865,-29.884871,7.251
220477859,75.885639,-59.695869,13.17
70744510,0.711382,-31.174801,11.196
167342750,98.79534,-68.036758,14.795
349903021,113.903461,-62.879543,11.453
140940092,76.963333,-73.014122,13.347
150319873,95.597092,-65.088898,11.097
41230322,91.646939,-67.441254,12.508
141485758,87.239166,-74.595657,12.736
149351480,83.873782,-65.697937,13.51
260354430,94.946547,-55.695396,11.237
257293333,7.430089,1.210688,10.359
141121584,80.30664,-76.864914,13.07
348762301,45.860057,-82.844154,9.434
167419965,99.656662,-65.94162,12.821
373779497,81.360182,-69.354881,12.941
38876749,69.256993,-64.849495,11.535
333558634,12.106777,-2.283988,12.627
149253380,82.686024,-60.799835,11.708
55746979,74.922303,-60.741989,14.397
150322040,95.735554,-60.785583,12.849
271903873,113.640009,-75.098511,12.672
260373103,95.518134,-58.607468,13.097
271725007,110.787871,-73.537399,11.526
300379316,111.021946,-67.765602,11.002
142017197,97.154315,-77.469406,11.634
41592127,94.345065,-66.569702,10.775
167549039,100.772433,-62.23624,11.728
231080080,68.180456,-69.109909,12.972
350144649,115.717712,-65.918785,13.361
167010701,95.220054,-67.381744,11.771
55849455,75.697154,-60.65012,13.706
262105916,340.281766,-22.366091,11.928
300605512,113.50271,-66.721642,10.44
370223075,73.299225,-72.444588,12.664
259902632,41.772419,-66.453987,12.118
220461060,74.819002,-59.862606,12.916
65346637,39.625464,-24.96414,13.718
141911858,94.825039,-74.736908,13.187
167893377,105.631995,-60.167747,12.552
55523539,72.109781,-62.36792,11.97
141479003,86.987438,-76.960838,13.073
111270310,31.167981,-36.460377,11.192
279355907,104.526215,-57.714279,13.073
372851695,97.963733,-63.839725,9.918
260243306,93.818379,-55.721611,12.962
306574361,119.433515,-71.541557,11.564
405678038,204.399734,-12.614167,14.682
167088207,95.950523,-69.555771,13.473
141028751,78.805407,-75.941818,11.796
300557968,112.894002,-71.682358,11.885
349678778,112.395075,-62.003532,13.078
30960844,79.828054,-25.51202,13.453
92135575,355.592456,-12.845468,10.361
101647759,198.087164,-23.335157,8.99
142050083,97.263686,-73.645691,13.991
423178182,287.83805,-50.312786,12.471
260297491,94.50703,-58.128838,12.869
375063777,100.252567,-64.982384,10.618
55500346,71.845589,-64.134605,13.517
29834770,66.757168,-68.316017,11.828
131841245,118.652102,-39.835903,11.867
41530206,93.639294,-68.804665,12.828
241832958,216.886804,-36.733051,9.186
350741702,88.572175,-57.931599,12.934
149538871,85.889314,-60.772438,12.867
30639281,75.226278,-68.409279,11.092
428699019,195.928605,-19.54027,10.673
373600803,81.065116,-67.11911,13.988
167123865,96.330115,-66.512108,14.414
167247378,97.743652,-67.980362,13.015
260270558,94.107741,-56.92915,11.182
140686465,72.78958,-77.257072,13.754
348938957,149.191648,-12.27039,9.241
373246112,70.216806,9.087589,13.431
270421101,349.443625,-25.328909,14.459
41112857,90.897263,-68.449051,13.809
344030034,285.942546,-59.558262,11.365
150100478,92.076513,-61.366333,13.412
179380100,79.966211,-69.487457,11.656
149159246,81.678611,-65.903801,11.622
382625643,118.493857,-64.196968,12.933
141089991,79.338186,-73.332977,11.805
231072616,67.447869,-70.365288,13.291
141608887,88.969673,-74.677521,11.653
364326252,101.816491,-62.094082,13.556
167085653,95.834791,-66.816689,12.951
300291578,110.342018,-71.124649,11.87
328099902,14.26067,-14.421516,14.775
33840370,64.969449,-73.894211,11.986
140597003,68.870909,-73.525406,12.861
381950498,76.634095,-57.733673,12.925
278990526,101.958267,-58.840263,12.431
142048583,97.130778,-72.226448,11.276
77562353,152.848858,-1.662434,10.168
164399733,305.373152,-24.470284,13.286
358157950,70.824769,-73.124626,11.625
141810361,92.707443,-75.212906,11.743
142013922,96.748825,-72.271591,11.552
279431188,105.089484,-58.658119,13.012
260640730,97.875164,-58.375435,13.579
149972048,90.115642,-62.482594,11.663
149625530,87.272126,-64.727333,13.494
140631797,71.420598,-72.016014,11.543
407637713,82.30074,-72.204018,12.84
391927407,107.526953,-72.437447,14.627
317603085,88.568182,-15.380599,12.191
140608909,71.554668,-75.128624,12.672
167122129,96.067823,-67.454422,13.743
172929629,101.957071,-27.484962,14.173
278862772,100.523715,-58.226917,10.328
283592136,128.676256,-27.406397,14.648
80091347,298.236936,-43.313477,13.686
38907690,69.443814,-65.026337,14.43
364424828,69.4878,-73.975494,14.457
413202609,143.653627,-22.64241,14.502
350093333,115.002661,-63.170158,13.534
278824613,100.431294,-58.371044,11.965
40187967,77.102908,-69.953888,13.574
306580621,119.73628,-67.683044,7.82
140804396,74.934122,-75.124489,12.51
300807661,116.79427,-66.059715,10.453
391891904,115.556473,-68.979744,13.235
391925375,107.416709,-76.516869,11.47
448744802,182.26993,-30.721348,14.142
25132606,62.190292,-69.878189,11.586
271809304,111.87681,-73.173065,13.962
349095049,108.028339,-65.721703,11.67
389368279,85.621564,-67.328308,10.389
382044636,79.435041,-56.130749,13.435
70464432,114.746292,19.217331,9.356
141528503,87.584373,-74.78437,13.361
300705223,114.880757,-66.276253,11.523
394017571,329.985551,-54.654945,9.047
350299371,83.924314,-57.685635,13.484
364302324,78.061012,-62.204857,13.253
37862373,65.834931,-11.300488,11.497
349196880,109.092001,-64.014153,10.649
349374088,110.106024,-61.232864,12.779
356090892,133.262662,-61.396786,13.652
23557020,169.080005,-31.40979,12.932
140688999,72.919124,-73.567497,14.423
306630841,119.718988,-68.344246,11.295
55399957,70.457556,-63.250687,13.288
142019199,96.885941,-73.580933,12.587
33733244,61.861106,-73.906143,11.967
55300786,77.054572,-64.769127,12.805
141610327,88.960529,-77.465919,13.751
309659418,79.519084,-61.459003,13.305
200664756,2.710799,-51.947536,13.008
309482893,222.984055,-22.111176,11.018
142929916,52.149578,-30.567694,8.989
149971941,90.142805,-62.269505,9.322
124809809,104.832303,-10.268133,11.976
279055730,102.398053,-56.775101,10.958
5452654,147.018886,-22.657642,14.196
40415863,77.55701,-70.321083,11.557
141471833,86.436342,-73.990471,11.537
220415291,71.288795,-58.522842,13.677
403367201,229.848629,-72.921089,12.596
141411490,84.141699,-74.022346,11.86
150101207,92.085379,-62.855736,11.924
150031316,91.049741,-63.0513,13.304
220415194,71.346126,-58.865074,13.265
177386741,104.868707,-72.32872,12.841
31507077,89.175799,-71.275352,11.452
149970665,89.787475,-60.371887,14.53
167247842,97.705537,-68.530617,11.826
287299562,82.267428,-66.745125,11.864
237910693,21.847265,-61.061939,12.722
348842511,98.998147,-56.558689,12.803
260165113,92.899895,-57.872047,11.898
203380917,206.090017,-23.143076,13.129
347753255,198.515171,-15.086891,14.489
300238417,109.469137,-66.876549,11.886
271796044,111.0396,-73.305893,13.795
260302924,94.713076,-55.464985,12.571
435294385,53.47828,16.691168,12.331
350335713,84.315775,-58.825558,13.98
139477575,88.180364,10.184605,11.325
261104917,82.951818,-78.387627,12.663
454141762,64.836812,4.613997,12.095
278897508,101.094859,-58.786602,11.615
453096578,114.033411,-69.447113,11.424
220457972,74.551149,-57.948151,12.61
370226295,85.85736,-73.61702,12.7
373984673,81.764787,-70.970306,11.268
150429122,97.070515,-63.83107,12.53
31511488,89.357774,-67.683212,11.424
126658807,315.239571,-42.029079,9.777
349787221,113.354053,-65.661263,12.767
350559951,86.512942,-56.87933,11.673
294753659,71.053116,-67.371475,13.51
391811293,82.606485,-68.642052,12.65
140607953,69.138809,-71.897163,13.792
33736467,61.938126,-72.855537,11.397
274017035,33.959664,-52.548943,11.775
55450209,70.521712,-60.263817,13.616
179232765,79.516397,-67.631134,11.389
271722038,110.236988,-74.866226,13.344
177181810,105.177015,-66.10717,12.675
260540528,97.099552,-55.226109,13.217
269857351,70.795658,-83.163544,13.577
38572524,63.439871,-62.987347,13.951
141710157,90.91505,-74.847176,13.535
149971147,90.044948,-60.547054,14.086
306579530,119.735894,-66.53154,11.894
177181779,105.089003,-66.12645,14.713
231083488,68.452976,-68.767883,11.522
294751325,70.975836,-69.381218,11.606
350333536,84.056323,-55.505539,11.91
299897768,106.026673,-66.00679,13.253
391947238,108.079362,-74.373199,11.687
124774685,94.277703,-30.273441,14.543
