ID,ra,dec,Tmag
25508830,98.548823,-10.956908,9.382
220421985,72.017245,-58.732075,9.107
55650590,73.73719,-62.522369,12.472
197736350,330.622305,-37.080894,9.187
278778688,100.065161,-57.867596,14.352
29828884,66.137538,-70.430069,9.687
150431518,97.408202,-60.530342,14.002
364540782,85.232444,-72.274605,8.133
260128839,92.38357,-59.183575,14.208
142019343,97.227984,-73.327087,9.65
141526439,87.1148,-76.294952,11.81
393584005,162.716724,6.808135,8.902
306573721,119.200167,-71.442154,9.626
260193336,93.282187,-58.228951,13.318
75160399,266.642824,-57.318924,8.37
375063426,100.136085,-65.329376,10.881
149390565,83.94591,-62.344639,10.483
142082942,98.259741,-72.762024,12.974
25156075,63.277341,-71.872215,9.954
350433330,85.186751,-57.963963,13.972
32154622,59.856416,-67.67765,11.132
278775329,99.727446,-55.677589,10.348
272129171,116.397604,-73.418831,9.547
300810872,116.746462,-70.050423,11.131
453099619,116.086067,-69.51104,8.078
300039099,107.698821,-69.08445,9.716
167895487,105.619739,-63.328804,9.679
350336132,84.343609,-57.51474,9.957
464838617,82.06093,2.9694,11.284
149497763,85.417565,-60.188183,11.367
257721092,78.230699,-57.89481,9.775
391904670,106.455108,-72.602859,8.914
278899461,101.178495,-57.440296,8.104
300969581,118.244942,-69.401176,12.285
120461526,1.350976,-37.357159,6.673
176870325,100.581413,-77.135445,13.137
167344359,98.866777,-70.356812,13.536
167307093,98.131112,-68.357544,12.921
294052871,107.158197,-57.649918,12.526
25132999,62.029476,-71.450272,10.864
382256404,82.503685,-59.739334,10.572
31012605,76.375962,-71.513771,10.451
24923308,27.766877,-6.117988,11.236
358403148,78.134631,-57.842613,11.899
350335082,83.992522,-59.417229,10.438
118608254,130.246829,-23.45647,9.599
382157804,80.877749,-56.116825,14.042
388129814,65.52428,-66.106453,12.967
300939511,117.852998,-70.232193,9.706
25081575,61.302709,-69.112007,9.944
177255827,101.677288,-77.000664,10.775
38827910,68.485391,-61.487919,9.744
389444166,85.962763,-70.855942,10.297
150188071,93.740349,-61.982563,15.323
176980970,101.601181,-70.634132,13.351
167814740,104.994881,-61.481159,13.225
38710225,66.738444,-63.078686,9.89
237314211,344.102778,-60.063637,10.512
220478522,75.804386,-57.574196,9.566
142305546,41.30964,-43.736168,9.674
38584697,63.92423,-63.0298,9.698
260606294,97.280893,-55.973129,15.286
29829050,66.165358,-69.949997,13.758
349269165,108.875478,-62.10199,14.162
167651956,102.282975,-63.886269,13.751
149970589,89.895555,-60.561462,13.296
294779080,71.482075,-66.51857,8.256
415508270,76.061501,11.056622,10.771
150247721,94.292043,-61.457764,9.669
294053492,107.267569,-58.433327,13.482
201878287,39.135198,-59.468269,11.069
287405060,82.362936,-68.868011,9.024
167653919,102.337853,-64.27887,10.578
350335178,84.102387,-59.676098,12.44
373530212,80.930654,-68.171043,10.237
149497924,85.75917,-60.10614,14.663
279571543,106.20618,-59.283772,9.158
149175396,81.565437,-61.6936,9.009
220395389,68.771338,-59.646427,11.74
141909444,94.15445,-75.9188,13.388
364592454,86.191413,-72.662498,7.845
266744225,116.16742,3.55249,8.288
177353341,104.48742,-77.40686,12.569
260608260,97.582541,-55.430328,14.114
38682918,65.930356,-62.284206,9.837
140856506,75.816153,-75.361595,11.462
177352659,104.285546,-76.853119,10.272
300088816,108.019548,-67.100395,13.043
167526213,100.596926,-61.224972,7.913
167794129,104.459256,-64.85318,8.858
141028120,78.888015,-75.013649,12.619
389564031,86.121723,-67.810982,12.62
31380039,88.262563,-70.831085,8.404
177038077,103.109533,-66.826424,8.613
260300455,94.450565,-54.989784,9.026
306512799,119.142561,-69.636223,10.641
177349660,103.663136,-72.173843,10.224
272289084,118.768977,-73.435333,11.61
271971130,113.851072,-73.577469,13.59
364539359,71.284505,-72.820282,9.058
150322652,95.826172,-60.245667,12.051
149216024,82.034071,-64.1689,13.25
150162697,93.234917,-65.815247,9.429
271575759,106.17597,-76.400131,9.984
260473060,96.095051,-55.163715,12.032
306470000,118.388559,-67.006569,10.409
271903832,113.623421,-75.151215,13.856
167305187,97.910867,-66.226044,13.255
167603285,101.916035,-60.242268,13.088
374829238,88.337466,-65.633949,11.572
349093484,107.869474,-63.614624,13.773
177256821,102.293763,-76.764702,9.917
350655701,88.050858,-57.769318,13.526
89257479,312.567322,-34.411804,10.625
300449121,111.778659,-69.29953,9.354
55272404,76.546963,-62.789623,7.221
149503144,85.992663,-64.489647,13.878
167085521,95.840755,-66.680191,9.168
260350787,94.781698,-59.66296,11.796
150164523,93.151344,-62.771168,11.054
370236000,105.259201,-74.017586,8.229
260472324,96.086061,-56.488251,10.461
389663831,86.761941,-71.009132,9.392
299942685,106.503922,-67.118492,9.416
141024724,79.146038,-72.052299,10.27
300011200,106.833032,-67.562675,10.55
150245438,94.185342,-65.419487,10.3
41109842,91.113361,-71.21125,10.833
38583537,63.725967,-65.488945,10.194
149473074,85.188968,-60.96217,10.032
350933263,90.749204,-59.472317,9.5
177022232,102.433123,-67.683075,8.391
29987177,72.924796,-68.042618,10.59
300323956,110.493622,-67.116592,9.603
140687446,73.001835,-75.776131,9.502
350622733,87.540708,-55.614433,7.563
25132720,61.987039,-70.303642,11.69
294152559,107.795138,-59.177345,13.306
30760081,75.460141,-70.979729,13.975
167600516,102.021581,-65.623672,10.74
300290097,110.168618,-70.314796,9.164
260368324,95.177457,-58.801579,9.153
141210949,81.581012,-74.080597,11.848
149179251,81.767647,-64.82888,10.49
25115881,61.130286,-67.546432,11.555
350712871,88.132457,-59.484482,12.13
261138068,84.392645,-78.291069,14.168
294399641,109.32452,-59.839382,12.624
358111484,70.000147,-73.327232,12.115
350768296,89.191693,-54.582085,13.169
300970772,118.114671,-67.936287,9.848
300602370,113.300454,-71.26046,9.293
272429122,120.182022,-72.091431,12.951
234479593,114.104721,7.078657,9.939
150167643,93.498088,-63.207794,13.358
38908399,69.592746,-65.416367,9.492
405552878,201.831956,-31.17762,10.839
167086013,95.721116,-67.21347,9.462
357466066,185.140703,-82.432709,9.31
38875458,68.935805,-64.109383,10.247
38877496,69.172287,-62.914993,9.59
140580985,68.566043,-73.026665,9.997
220424856,72.413152,-59.044098,10.301
389625857,86.748457,-71.407806,13.562
179683536,146.433266,-4.441558,9.419
375037245,99.857913,-65.140862,12.677
382201238,81.899455,-55.688923,10.377
388131435,65.527783,-70.812759,13.055
389790856,87.196465,-70.560646,10.248
300740141,115.097128,-68.78067,13.239
349485031,111.057287,-60.499481,8.573
382246984,82.327472,-55.776852,10.462
38707482,66.431916,-60.923542,10.601
67784599,55.946053,19.314281,9.556
260305086,94.508895,-57.823063,10.555
176873840,101.010595,-73.298004,13.589
350619392,87.338499,-56.538204,10.736
149987940,90.423041,-61.169727,10.332
350953826,90.81451,-56.302265,12.611
150429807,97.060964,-62.529068,9.619
374944737,89.235523,-61.816841,10.186
350744678,88.750804,-55.230911,8.244
141121335,80.185776,-77.592293,10.462
149348420,83.799456,-62.146351,10.228
220436467,73.738654,-57.66357,11.102
167601498,101.999067,-63.590687,10.488
38815302,67.877029,-62.929825,9.865
141867627,94.075648,-73.813187,10.044
29987437,72.897888,-67.870148,12.852
167089959,95.788186,-71.576088,10.94
349154160,108.241417,-61.613125,8.284
279949279,81.987264,-66.062836,10.536
300290733,109.998187,-71.369385,9.739
220454507,74.11621,-57.172077,9.572
231801885,78.320069,-71.222443,10.266
278823339,100.127674,-59.024246,13.463
300136653,108.379033,-70.53347,8.156
140581031,68.252517,-72.97126,10.177
177308364,103.422154,-73.075493,9.449
167309586,98.060111,-71.964371,10.109
293936312,106.620688,-57.458138,9.038
279054186,102.468742,-59.379917,10.055
150440755,97.58328,-60.567413,13.972
279251034,103.953433,-59.67041,10.02
55367248,77.101098,-63.21497,11.357
350744943,88.750832,-54.676311,10.64
176870369,100.694324,-77.043961,10.107
167005481,94.90123,-69.811272,12.366
38680132,65.678102,-61.63282,13.393
25153635,62.969601,-68.559059,14.732
300868398,117.332026,-69.041595,11.946
51159255,109.321084,-5.017538,10.742
471012349,109.321084,-5.017538,10.742
176956403,100.787437,-67.711403,13.25
271698144,110.138612,-75.767593,12.744
38584748,63.978317,-62.87355,13.996
141610012,88.879662,-76.730316,13.9
382199634,81.700342,-56.492275,10.495
444166966,341.293486,-23.104994,10.116
350434446,85.059138,-55.277927,10.518
300035308,107.416162,-68.300812,13.662
149126796,81.04691,-62.394985,13.674
149155198,81.367726,-60.628445,8.912
452465896,139.2722,-77.823158,10.11
38824311,67.90627,-64.337234,9.345
141770121,91.87307,-76.518234,11.549
300378596,110.944096,-68.677338,9.57
306668667,120.367211,-70.79467,10.201
271725271,110.723147,-73.928131,8.379
149275235,83.01667,-60.961479,8.836
