TICID,RA,Dec,Tmag,Keywords
313379636,89.2693,49.0296,5.67,G022038
368175947,78.8152,47.1702,6.07,G022038
155352386,67.9873,36.7423,5.43,G022038
353257675,62.1537,38.0386,5.04,G022038;G022133;G022103;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
140991683,79.6297,75.947,6.52,G022038
379603165,33.9349,67.6706,6.4,G022203;G022038;G022080
252413966,76.5505,59.0212,5.11,G022038
311063391,85.3348,53.4781,5.46,G022038;G022238
270526513,251.4934,82.0373,3.43,G022133;G022038;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
428988656,349.8669,79.0039,6.72,G022038
470122267,329.5761,82.8709,6.82,G022038
441792937,263.1703,74.2275,5.66,G022173;G022038
236777961,282.8013,59.3885,3.6,G022133;G022038;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
284359245,288.0496,57.6742,6.32,G022038;G022052;G022080
