TICID,RA,Dec,Tmag,Keywords
247985094,352.9716,19.9368,7.79,G06079;G06200;G06058;G06103;20SECONDTARGET
154101678,341.7004,44.3308,7.73,G06171;G06079;G06200;G06103;20SECONDTARGET
