TICID,RA,Dec,Tmag,Keywords
143257766,293.3893,-45.8927,10.41,G03278;G03201;G03251;20SECONDTARGET
369960846,173.8098,-88.0962,13.46,G03278;G03201;20SECONDTARGET
270507305,98.8932,-79.7157,11.57,G03278;G03201;20SECONDTARGET
