TICID,RA,Dec,Tmag,Keywords
219249003,171.493,-20.1447,13.47,G03229
73764693,155.841,-37.6168,11.78,G03221;G03229;20SECONDTARGET
193092806,156.7353,-27.3826,14.7,G03221;G03229;20SECONDTARGET
425064757,82.918,-69.8836,11.36,G03221;G03229;20SECONDTARGET
