TICID,RA,Dec,Tmag,Keywords
115620037,8.6475,37.6935,11.64,G05112;20SECONDTARGET
115661681,8.8618,38.2427,11.59,G05112;20SECONDTARGET
115661799,8.9786,38.4515,11.18,G05112;20SECONDTARGET
115718255,9.0273,37.9883,10.89,G05112;20SECONDTARGET
115864106,11.8002,38.7398,11.4,G05112;20SECONDTARGET
115867580,11.8963,39.2776,11.61,G05112;20SECONDTARGET
115913401,12.1021,39.406,11.2,G05112;20SECONDTARGET
125993154,18.5495,31.3285,11.91,G05112;20SECONDTARGET
127427639,6.1185,36.2799,11.17,G05112;20SECONDTARGET
15531493,14.7465,29.8206,10.42,G05112;20SECONDTARGET
174417718,16.3847,32.762,11.55,G05112;20SECONDTARGET
174417856,16.3576,33.0409,10.84,G05112;20SECONDTARGET
174433283,16.6613,33.0988,11.85,G05112;20SECONDTARGET
174434392,16.5291,35.8296,11.93,G05112;20SECONDTARGET
186293249,17.2435,36.5658,11.38,G05112;20SECONDTARGET
239555438,18.9354,30.6282,11.28,G05112;20SECONDTARGET
239555465,18.9165,30.7157,10.72,G05112;20SECONDTARGET
239555664,19.0481,31.3844,11.91,G05112;20SECONDTARGET
239555910,18.9171,32.1095,11.73,G05112;20SECONDTARGET
239556926,18.9871,34.8239,11.56,G05112;20SECONDTARGET
258974985,10.4672,37.975,10.43,G05112;20SECONDTARGET
259010832,16.008,36.7086,11.76,G05112;20SECONDTARGET
259011412,15.9646,37.9775,11.76,G05112;20SECONDTARGET
259011557,15.9039,38.2836,11.68,G05112;20SECONDTARGET
267782024,10.7744,35.115,10.55,G05112;20SECONDTARGET
267888088,11.637,31.7304,11.79,G05112;20SECONDTARGET
267888203,11.7331,31.4549,10.68,G05112;20SECONDTARGET
283427985,12.7557,39.8111,11.83,G05112;20SECONDTARGET
283428089,12.7507,39.5883,9.88,G05112;20SECONDTARGET
283479348,13.1075,39.4991,9.45,G05112;20SECONDTARGET
283568210,13.5064,36.7467,11.64,G05112;20SECONDTARGET
283887268,12.0038,31.8745,11.62,G05112;20SECONDTARGET
283906763,19.6025,34.7383,11.59,G05112;20SECONDTARGET
301942804,15.0451,30.1174,11.26,G05112;20SECONDTARGET
301945644,18.7524,34.2054,11.77,G05112;20SECONDTARGET
302010574,18.7335,30.4878,11.16,G05112;20SECONDTARGET
352182021,13.7885,36.4152,9.78,G05112;20SECONDTARGET
352223576,13.7915,36.9672,11.86,G05112;20SECONDTARGET
352258123,13.9496,36.6128,11.74,G05112;20SECONDTARGET
352319881,15.2425,38.7744,10.92,G05112;20SECONDTARGET
352381742,15.5536,36.7458,11.76,G05112;20SECONDTARGET
352411965,15.6921,38.9193,11.51,G05112;20SECONDTARGET
352412743,15.7214,38.0778,11.59,G05112;20SECONDTARGET
400051390,19.3004,34.6216,11.42,G05112;20SECONDTARGET
400060623,19.4061,30.8502,11.91,G05112;20SECONDTARGET
400061770,19.3738,34.035,11.81,G05112;20SECONDTARGET
415779282,5.6414,36.6863,10.67,G05112;20SECONDTARGET
415779400,5.5931,36.9438,11.57,G05112;20SECONDTARGET
415820095,16.3095,38.2087,10.84,G05112;20SECONDTARGET
415832578,16.4842,38.5089,11.85,G05112;20SECONDTARGET
417822585,14.7935,30.8777,11.95,G05112;20SECONDTARGET
417823792,20.2754,32.8175,11.85,G05112;20SECONDTARGET
417823898,20.1969,33.135,11.86,G05112;20SECONDTARGET
417824109,20.2199,33.773,10.52,G05112;20SECONDTARGET
422891735,16.5744,37.0751,11.45,G05112;20SECONDTARGET
422891966,16.5141,36.5524,11.48,G05112;20SECONDTARGET
422892144,16.5392,36.1019,10.83,G05112;20SECONDTARGET
422892227,16.5701,35.9041,11.8,G05112;20SECONDTARGET
422892901,16.658,37.4566,11.52,G05112;20SECONDTARGET
431238085,18.3169,31.0254,10.67,G05112;20SECONDTARGET
432694592,14.1771,37.1372,11.65,G05112;20SECONDTARGET
432758241,14.4034,36.9748,10.71,G05112;20SECONDTARGET
432758245,14.3228,37.0289,10.46,G05112;20SECONDTARGET
438238664,10.8515,37.5881,11.67,G05112;20SECONDTARGET
44629809,22.2302,30.5595,11.97,G05112;20SECONDTARGET
44629910,22.1911,30.8426,11.84,G05112;20SECONDTARGET
44634546,22.4248,30.6424,11.63,G05112;20SECONDTARGET
44670512,22.5056,31.4405,11.37,G05112;20SECONDTARGET
53676163,12.4369,31.6131,11.28,G05112;20SECONDTARGET
53697391,12.574,31.8517,11.72,G05112;20SECONDTARGET
53697487,12.4746,31.5202,11.34,G05112;20SECONDTARGET
53698721,12.716,32.0664,11.62,G05112;20SECONDTARGET
600339478,8.6758,38.2848,10.08,G05112;20SECONDTARGET
