# TESS Program G04103

Title: A Survey Of Oscillations And Granulation In Evolved Solar-Type Stars

PI: Huber, Daniel - University Of Hawaii (Manoa)

Type: LARGE

Summary: Brightness variations in high-precision light curves encode powerful information about fundamental properties and convective processes in solar-type stars through oscillations and granulation. However, the current sample of stars with detected oscillations and granulation is focused on the Kepler field, and prime mission TESS data do not provide sufficient time coverage to make precise measurements. Here we propose 2-minute cadence observations to measure oscillations and granulation in evolved solar-type stars, which will enable us to (i) probe the efficiency of convective driving and damping of oscillations, (ii) test stellar models by constraining convective properties such as mixing length parameter and (iii) calibrate granulation metrics for TESS stars.


# Sector 040 targets observed (2 min: 3486, 20 s: 3)
371382305,117.7834,49.6738,8.65,G04103
373562884,113.8624,44.8166,10.83,G04103
373613744,114.2468,45.8594,8.34,G04103
373631676,114.3459,45.8762,9.34,G04103
38958510,118.0558,41.1464,7.93,G04103
39023727,118.8391,40.3567,7.79,G04103
39699231,120.9926,47.0969,9.99,G04103
397353117,111.3379,42.9673,8.84,G04103
407567094,107.4474,43.2892,8.79,G04103
453365439,112.3081,50.0662,10.47,G04103
453387909,113.861,50.2878,9.92,G04103
453390892,114.0005,48.997,7.85,G04103
453402435,114.2071,48.7117,8.83,G04103
453406696,114.6096,48.6365,9.41,G04103
453409619,114.8393,50.5282,6.46,G04103
458387601,117.2146,48.8093,8.41,G04103
458408902,118.3249,50.2863,8.51,G04103
458409283,118.2634,51.4154,9.68,G04103
470976177,110.9879,50.3701,9.88,G04103
470979619,111.283,48.8804,9.06,G04103
470984719,111.4798,48.5123,7.68,G04103
470985118,111.7297,48.2194,9.93,G04103
67565217,115.4137,40.7061,9.22,G04103
67565600,115.3436,41.8761,9.15,G04103
67884977,111.4986,42.1663,7.53,G04103
9154151,104.99,41.8665,7.31,G04103
98833502,105.3269,41.816,9.49,G04103
98891600,105.6343,41.6354,7.76,G04103
98951821,117.1741,45.2872,9.64,G04103
98970370,117.083,43.0179,8.53,G04103
98972426,117.3299,46.3814,8.43,G04103
98972707,117.3484,47.3245,9.54,G04103
9910665,110.9265,40.6514,9.59,G04103
9962067,111.2133,41.1521,9.94,G04103
101568777,107.7175,29.8537,8.71,G04103
101682897,108.4925,28.5578,7.98,G04103
126191604,110.4322,29.652,8.6,G04103
126199030,110.5181,29.8377,7.75,G04103
155670594,108.7285,29.6493,9.32,G04103
16032549,113.0377,39.3786,11.15,G04123;G04103
16042055,113.19,39.0478,8.3,G04103
16046659,113.358,37.3266,7.93,G04103
16073774,113.507,38.7055,8.55,G04103
164955957,104.4408,33.4926,9.88,G04103
164956993,104.4512,34.7967,10.07,G04103
165014747,104.5374,35.3912,11.14,G04103
165015622,104.549,34.3168,8.45,G04103
165016612,104.5479,33.2065,9.29,G04103
165052884,104.8225,35.0767,8.81,G04103
165054290,104.8553,33.3503,9.53,G04103
165056996,104.8951,30.26,9.38,G04103
165058234,105.1364,34.7647,10.11,G04103
165102698,105.2732,32.439,7.92,G04103
165203284,105.8322,33.2972,7.87,G04220;G04103
165221878,106.1493,34.0155,9.5,G04103
16646004,106.1578,38.9819,8.89,G04103
16698135,106.546,37.3352,8.99,G04103
16698875,106.47,38.6004,8.69,G04103
16701906,106.6218,39.7571,8.87,G04103
16703679,106.7099,36.7806,8.87,G04103
17768808,109.3225,37.7251,8.93,G04103
18661843,111.7332,36.6913,10.01,G04103
18662280,111.8407,37.6083,8.53,G04123;G04106;G04103
18745885,112.2861,36.0506,10.04,G04103
18746490,112.4407,37.1615,7.86,G04103
18749823,112.5514,38.4847,8.66,G04103
18749959,112.5433,38.1691,6.51,G04103
18751343,112.5951,36.777,8.08,G04103
197123177,103.9643,39.0767,10.64,G04103
197123612,103.9795,39.61,10.63,G04103
197177921,104.584,36.8771,7.62,G04103
197183287,104.6821,39.3631,10.53,G04103
197184634,104.7168,37.5591,10.07,G04103
21295661,115.7005,36.6064,8.01,G04103
21295706,115.7126,36.6988,9.69,G04103
21370901,116.0767,38.7018,8.73,G04103
21371704,116.1346,36.6955,8.99,G04103
239119464,110.9263,34.5418,9.65,G04103
239126929,111.1988,32.5889,8.0,G04103
239127359,111.1964,31.8021,10.28,G04103
239132906,112.126,31.7532,9.97,G04103
239135365,112.2722,35.345,8.78,G04103
239135798,112.2964,34.4774,9.44,G04103
239137207,112.2791,31.7856,3.83,G04125;G04103
239142966,112.5796,32.7074,8.91,G04103
239144596,112.6618,30.0497,9.83,G04103
239148012,112.8052,35.2248,8.61,G04103
239154039,113.0525,35.7317,10.43,G04103
239156650,113.1295,30.691,10.05,G04103
239179738,113.338,35.7985,7.4,G04103
239181476,113.3793,32.2889,9.15,G04103
239191329,113.8134,35.0593,8.44,G04103
255751577,109.7043,34.8422,10.23,G04103
259868192,108.2008,39.1305,10.32,G04103
26924603,112.5188,29.5838,9.77,G04103
302820362,109.8432,32.7017,10.82,G04103
302907551,110.2712,33.9344,9.78,G04103
302909393,110.4648,34.3782,10.31,G04103
320199615,108.2908,30.556,9.77,G04103
321069125,103.5339,39.2301,9.36,G04103
321103828,107.5821,38.2288,8.93,G04103
321104451,107.5347,37.2745,9.07,G04103
321223721,108.3987,37.667,9.88,G04103
328502092,108.5995,33.7705,10.96,G04103
328502676,108.6953,32.8006,8.76,G04103
330538993,108.4471,31.1304,10.56,G04103
330601317,108.7875,31.021,9.07,G04103
332174070,108.7663,37.7007,9.19,G04103
367196205,104.4011,28.8493,9.12,G04103
367431882,105.056,33.3898,9.26,G04123;G04103
367435273,111.3278,30.7218,9.49,G04103
367436903,111.2578,33.5307,10.2,G04123;G04106;G04103
367499673,109.4887,28.4882,7.95,G04103
371112105,108.593,38.1319,10.38,G04103
371145054,109.1392,33.9289,10.12,G04103
371147224,109.3759,34.6109,9.68,G04103
371210625,111.5213,32.109,8.48,G04103
371230165,111.6072,33.3967,8.99,G04103
38957465,118.0888,37.9807,10.35,G04103
39011806,118.2888,37.7249,9.1,G04103
39011975,118.159,37.2482,9.11,G04103
392064455,110.5723,30.8672,8.22,G04103
400636108,111.4217,35.322,8.28,G04103
400637055,111.4545,33.5669,8.15,G04103
400639105,111.3699,30.1825,10.41,G04103
400640577,111.7613,31.9375,9.57,G04103
401533846,109.5228,34.9515,7.7,G04103
415671852,112.7627,28.7807,8.25,G04103
415691767,109.107,31.8744,9.83,G04103
415694069,108.993,35.4139,9.87,G04103
4164713,114.6257,33.7117,7.61,G04103;G04106;G04123;G04171
4164803,114.625,33.5101,10.55,G04103
4195119,114.833,34.8514,9.48,G04103
4197342,115.0044,32.2276,10.32,G04103
4198454,114.9626,29.9764,9.49,G04103
423081548,112.7601,38.2007,9.33,G04103
4244578,115.1708,34.6961,7.99,G04103
4247375,115.3138,30.5007,10.28,G04103
4286080,115.6429,30.5091,9.4,G04103
4287805,115.6808,34.0002,5.61,G04103
4298680,115.7811,31.2432,8.79,G04103
4299179,115.8295,30.3651,9.8,G04103
4301593,115.8609,33.1339,8.34,G04123;G04106;G04103
4388133,116.47,33.8964,9.26,G04103
4487243,116.987,32.3205,8.94,G04103
4487675,117.0992,33.2724,7.63,G04103
462512093,112.6646,27.9085,6.68,G04103
467874832,113.9824,36.2745,9.97,G04103
67442050,114.2914,39.0967,9.39,G04103
67508852,114.854,38.7949,8.21,G04103
68537268,103.5191,32.0467,10.05,G04103
68539437,103.4743,34.6974,10.05,G04103
68656153,103.851,31.137,8.76,G04103
68662361,106.021,35.6021,11.11,G04103
68663141,105.999,34.4507,10.16,G04103
68689239,106.2869,32.9043,8.84,G04103
68846110,106.947,32.238,10.43,G04103
68903592,107.2715,34.0264,10.35,G04103
68903617,107.2682,33.9948,10.18,G04103
68905311,107.2046,31.438,9.88,G04103
68906031,107.2937,30.3865,7.27,G04103
68909079,107.3795,34.0898,8.67,G04103
68982836,107.7585,32.6713,9.61,G04103
68984241,107.7709,30.4925,9.91,G04103
68985009,107.8705,30.4726,6.81,G04103
68987033,107.8998,33.6735,11.1,G04103
80293642,103.9724,29.0578,8.75,G04103
9155184,116.6579,39.0984,10.29,G04103
9156017,116.6976,37.0315,8.93,G04103
9171724,117.1316,36.7076,8.71,G04103
95006597,114.1623,29.7811,7.91,G04103
95121594,114.6129,28.3171,8.62,G04103
95122775,114.7447,29.596,9.95,G04103
95162390,114.8866,29.5597,9.34,G04103
95169589,115.1722,28.8312,8.57,G04103
98830529,105.1951,37.1283,7.93,G04103
98830740,105.1273,37.4118,10.3,G04103
98834906,105.2812,39.4602,9.59,G04103
98892594,105.6737,39.9313,9.28,G04103
9958533,110.9564,38.0311,8.71,G04103
9959414,111.0718,36.3107,6.79,G04103
9991503,111.5201,39.481,11.18,G04103
101539984,129.647,34.4875,8.54,G04103
101548285,129.8127,34.9615,8.07,G04123;G04106;G04103
139196212,121.3999,33.7213,9.24,G04103
139203370,121.4807,32.4239,7.91,G04103
139204171,121.5376,34.6622,9.04,G04103
139229059,123.2907,35.709,8.55,G04103
139252264,123.6639,35.4389,8.62,G04171;G04103
139252946,123.6703,33.1786,8.61,G04103
139268899,123.9557,32.1772,6.86,G04103
139304154,124.193,33.7413,9.31,G04103
139305570,124.2552,30.3354,8.12,G04103
139360900,124.9501,33.2149,9.3,G04103
139361417,124.8819,35.0456,6.83,G04103
139361833,125.0234,35.2752,9.98,G04103
14858698,118.7254,32.2844,6.97,G04103
14859021,118.6698,33.1491,8.21,G04103
14878840,118.7892,34.4043,10.66,G04103
14882490,118.9797,34.454,7.81,G04103
14898930,119.1025,31.6955,7.24,G04103
155230872,124.6113,27.8157,8.4,G04103
155233279,124.6966,27.3679,8.27,G04103
155233426,124.7003,27.8059,8.69,G04103
159141703,122.1021,37.8425,9.17,G04103
165796397,121.9155,31.5511,7.58,G04098;G04103
165796533,121.9772,31.1793,9.48,G04103
165819683,122.2916,30.5525,8.28,G04103
165820201,122.3768,32.2211,6.7,G04103
165821484,122.5494,35.4535,6.12,G04103
165831070,122.4661,31.3786,9.04,G04103
165832314,122.6222,32.4014,8.99,G04103
165834161,122.7939,33.5024,8.13,G04103
165882767,131.0012,35.0373,8.03,G04103
165885138,131.3551,33.6527,9.37,G04103
16770125,122.6312,37.3483,7.78,G04103
171300311,118.3177,27.9146,7.91,G04103
171371047,118.7841,28.3838,6.91,G04103
171394304,118.8639,29.1582,7.72,G04103
171397608,119.0006,27.2352,8.6,G04103
172753130,125.1713,32.3956,9.13,G04103
172826756,126.3186,34.6012,9.52,G04103
172828351,126.369,31.0494,8.41,G04103
172842318,127.6253,32.1288,10.13,G04103
172845050,128.0589,32.1701,7.37,G04103
172895902,128.1806,35.6987,9.38,G04103
172896315,128.1805,34.047,9.24,G04103
172896866,128.2481,31.8655,11.01,G04103
172897053,128.1976,31.1647,9.88,G04103
172899592,128.473,33.2024,10.04,G04103
172900988,128.6617,31.5539,9.63,G04157;G04103
172902874,128.7396,32.9189,8.61,G04103
172933154,129.0063,30.018,7.6,G04171;G04234;G04103
172934428,128.9013,34.724,10.63,G04103
172951878,129.4547,32.2887,7.64,G04103
172952524,129.4601,34.7421,8.85,G04103
172952616,129.5072,35.178,9.41,G04103
17885206,121.1412,37.3816,10.02,G04103
18824440,125.5353,36.1314,8.22,G04103
20657638,119.7916,30.7201,8.19,G04103
284867056,120.1358,35.6137,8.91,G04103
284867509,132.0682,34.5987,7.5,G04103
284897328,132.5036,35.3791,7.63,G04103
284928216,132.6831,35.0717,7.01,G04103
302303562,126.2568,28.5652,9.49,G04103
302304679,126.3677,27.492,9.47,G04103
302306950,126.5507,27.5508,9.53,G04103
307844756,127.4847,37.0709,7.49,G04103
307866301,127.7211,36.8566,9.57,G04103
321318943,119.0541,36.6915,8.45,G04103
332146607,130.6923,31.8623,6.64,G04171;G04103
332146863,130.6205,32.7403,9.05,G04103
332147244,130.6287,34.186,6.84,G04103
333792473,119.9719,36.2903,8.6,G04103
341526362,130.0803,30.0476,9.44,G04103
3576581,126.8127,25.7252,9.27,G04103
3578290,126.9123,27.5643,9.2,G04103
361919032,127.2359,33.7285,7.95,G04103
361920093,127.2895,30.2105,9.0,G04103
361983758,130.3014,35.9654,7.85,G04103
362021826,121.5084,36.2722,6.68,G04103
3642664,126.9152,27.8416,9.88,G04103
3642856,126.8356,28.4234,9.23,G04103
3643547,126.9646,29.0883,8.44,G04103
3666477,127.5415,28.0812,8.23,G04103
367518278,120.9678,27.7931,8.63,G04103
367565108,121.0278,28.3186,9.64,G04103
3696356,127.711,25.1516,9.82,G04103
371273917,119.5708,38.1274,9.59,G04103
3797909,128.5488,27.413,8.14,G04103
392091144,120.3627,29.5972,8.57,G04103
400728256,126.9001,30.55,7.82,G04103
400729160,126.7741,33.5361,10.06,G04103
400729766,126.8275,35.8171,7.61,G04103
400730816,127.101,32.0496,9.82,G04103
43109869,127.0244,33.7386,8.49,G04103
458381145,120.5011,29.3124,9.59,G04103
461653815,121.8258,33.2471,7.79,G04103
461654484,121.7306,31.1826,10.9,G04103
462514237,124.8824,26.641,7.94,G04103
468427906,127.9811,36.3802,8.35,G04103
468431066,128.2139,36.5854,9.5,G04103
468431110,128.3394,36.4365,5.81,G04103
88623118,127.0502,35.9542,8.07,G04103
95661771,121.9917,27.6089,8.72,G04103
97286850,122.831,26.6683,10.27,G04103
97311208,123.1647,26.2241,7.92,G04103
97362691,123.3792,28.2919,8.4,G04103
97364561,123.5661,26.7859,9.84,G04103
97384842,123.8372,27.532,9.02,G04103
99057311,126.506,36.2984,9.75,G04103
103572618,149.9209,70.7826,8.82,G04103
103579824,149.9579,68.6354,10.79,G04103
103580980,150.3828,68.7179,7.74,G04123;G04103
103582515,150.614,67.2519,9.63,G04103
103603685,150.9731,66.4391,8.67,G04103
103631905,152.0267,69.9338,7.59,G04103
103632451,151.7951,67.3455,8.21,G04103
103632572,151.9751,66.8375,7.49,G04103
103685050,153.4512,67.861,9.15,G04103
103688875,154.4177,70.0037,7.97,G04103
103690479,154.7101,69.6023,8.75,G04103
103691396,154.8487,69.7128,9.19,G04103
103692542,155.0991,68.1389,9.41,G04103
103741366,156.1468,67.4362,9.56,G04103
103741830,156.3979,66.9384,8.24,G04103
103750262,156.926,66.8598,10.17,G04103
103754466,157.8292,66.3125,6.79,G04103
103802691,158.5396,67.5248,7.99,G04103
103803272,158.8167,67.5734,8.83,G04103
103807627,159.8575,67.9736,9.45,G04103
137880901,150.615,57.2836,7.23,G04103
137882612,150.7975,58.097,6.94,G04103
137883462,151.0223,57.4741,8.01,G04103
138477388,157.3766,63.9246,8.22,G04103
138505004,157.5135,61.8115,9.28,G04171;G04103
138508687,158.284,62.8585,8.22,G04103
138541832,158.8104,65.4485,9.29,G04103
138543573,158.9821,63.5923,7.67,G04171;G04103
142429612,145.7457,66.3844,8.06,G04103
142443463,146.6284,66.9459,9.51,G04103
142446174,147.0102,66.0734,9.91,G04103
147561068,143.1821,66.3032,10.09,G04103
147561732,143.1372,69.7294,8.03,G04103
147563141,143.581,66.7948,7.84,G04103
147575106,144.2587,67.7681,10.05,G04103
147605393,144.7355,69.2884,7.74,G04103
147610565,148.7665,68.9017,8.75,G04103
147891470,142.3087,68.7681,8.16,G04103
148622555,154.1663,59.3792,8.43,G04171;G04103
148839101,163.1349,64.7752,8.33,G04123;G04106;G04103
149927150,161.2951,64.8975,7.53,G04103
149928173,161.9307,65.46,7.21,G04103
155859150,139.9483,70.412,8.73,G04103
155874000,139.9995,66.7844,7.55,G04103
159504148,145.1406,71.755,6.95,G04103
159504719,145.1289,68.5366,7.18,G04103
219709102,137.5983,67.1335,4.36,G04103;G04125
219725412,137.7424,67.4638,7.25,G04103
287164617,148.9242,65.7738,8.15,G04103
287179392,149.5088,60.273,8.39,G04103
287198448,150.9141,64.1053,7.86,G04103
287286847,155.8235,60.7207,8.49,G04103
293631120,149.7706,56.92,8.11,G04103
293631552,149.805,59.1865,8.0,G04103
328556846,142.4001,59.8469,8.34,G04103
331941313,148.1467,57.7477,10.16,G04103
331941425,148.1235,58.3351,9.8,G04103
331943360,148.4919,57.6831,6.73,G04103
334297871,150.019,58.0422,10.35,G04103
349826417,162.0482,66.2174,8.13,G04103
355816768,151.6518,65.3297,7.58,G04103
355827667,152.0444,60.9454,8.33,G04103
355828727,152.8257,65.5553,9.25,G04103
356488323,135.1061,63.2708,9.29,G04103
356500850,150.6308,62.4344,8.71,G04103
356501659,152.3691,61.1348,8.58,G04103
356540222,153.0274,65.0681,8.7,G04103
356672782,144.2864,72.0797,6.98,G04103
358013866,143.7245,72.2052,5.3,G04103
372528069,145.6657,72.508,9.39,G04103
417777495,136.9212,64.9849,8.61,G04103
417825285,137.432,62.2575,10.37,G04103
417826718,137.7308,63.5133,4.36,G04125;G04103
417830114,138.4249,65.797,7.04,G04103
417830126,138.3372,65.72,7.25,G04103
417835341,138.3601,61.7641,8.62,G04103
417836543,146.4805,63.653,6.18,G04103
417839641,147.195,64.8945,6.7,G04103
417846288,147.4121,59.9985,8.9,G04103
417847894,151.4614,64.4131,7.37,G04103
417848699,151.5574,60.5349,8.63,G04103
417850184,159.5689,65.0197,9.11,G04103
417914184,145.2609,66.1479,8.84,G04103
430268573,139.2553,67.3371,8.41,G04103
446128450,146.2659,58.439,7.94,G04103
446130643,146.4287,58.8645,8.47,G04103
457107162,133.4958,62.5835,7.76,G04103
457128160,134.2978,62.2747,9.44,G04103
86177169,138.5855,61.4231,4.62,G04103
86264979,140.0572,65.01,7.09,G04103
86266498,140.2201,61.2108,8.82,G04103
86274156,141.0133,61.7728,8.15,G04103
86285280,141.9062,60.3682,9.06,G04103
86286389,142.1625,64.3529,8.26,G04103
86299229,142.5046,64.6071,9.5,G04103
86336880,142.8836,63.062,3.3,G04125;G04103
86338056,143.1556,61.926,8.74,G04103
86371589,143.8082,60.8914,7.0,G04123;G04103
86379258,145.087,60.4877,8.49,G04103
99823965,164.2885,65.2774,7.77,G04103
99834688,165.1721,65.1648,9.45,G04103
99867708,166.4012,64.804,6.97,G04103
102842576,127.8524,68.7612,9.16,G04103
102843135,127.8606,71.0243,7.71,G04103
102844592,127.8808,66.7917,9.94,G04103
102847955,128.847,66.2707,8.52,G04123;G04106;G04103
102847960,128.8439,66.2792,8.71,G04103
102848002,128.919,66.3931,8.4,G04103
102899710,129.9071,69.1622,8.14,G04103
141434480,103.1184,74.819,10.59,G04103
141477088,104.6114,75.1983,7.44,G04103
141488668,105.3388,73.6549,8.62,G04103
141489206,105.2061,74.9404,7.68,G04103
147556855,126.6176,69.9562,9.74,G04103
147558148,126.916,67.9739,7.83,G04103
147559656,127.2276,69.9627,9.58,G04103
147757933,108.9499,70.5053,7.29,G04103
147796269,110.4383,71.8556,9.47,G04103
147796874,110.5892,70.0327,8.74,G04103
147807432,111.0848,69.9467,8.33,G04103
149832702,104.7829,68.7533,7.18,G04103
149833833,104.8799,66.0147,10.36,G04103
149834325,105.1524,67.1454,9.46,G04103
153860187,129.145,71.9741,10.06,G04103
153892172,129.5233,74.4642,10.03,G04103
153892415,129.7123,73.5444,10.16,G04103
153895525,130.264,72.249,8.13,G04103
154343070,106.229,72.6692,8.54,G04103
154344980,125.4742,73.2691,9.61,G04103
154345418,125.3142,75.0144,8.38,G04103
202278433,139.8525,73.4627,9.02,G04103
202280308,140.2327,72.9847,10.1,G04103
219705847,135.9927,71.3053,6.77,G04103
289506506,132.2316,70.3873,9.52,G04103
289506643,132.1576,70.9244,9.91,G04103
302397171,101.0073,73.8237,9.99,G04103
302397636,100.8218,75.0683,7.65,G04103
302426017,101.5872,73.6788,9.22,G04103
302502616,133.3836,73.1903,8.77,G04103
312849471,125.0086,73.3346,7.88,G04103
312849838,124.7844,72.2413,8.63,G04103
312866942,127.0657,72.8956,10.08,G04103
312986870,131.002,74.6037,8.71,G04103
312987846,131.7836,72.385,7.12,G04103
335505241,117.247,64.3705,7.65,G04103
335566211,117.7812,64.5388,9.73,G04103
355930206,132.7307,68.2544,9.37,G04103
356602873,133.5334,67.8326,9.66,G04103
356659758,137.2852,72.3045,7.09,G04103
393275848,116.4673,65.1533,7.44,G04103
393275987,116.4289,64.7163,7.4,G04103
417755322,105.943,67.4569,7.18,G04103
417757363,106.2998,71.4588,8.4,G04103
417758328,106.1057,68.8959,7.6,G04103
417762130,129.914,65.9607,9.63,G04103
441565714,108.3759,75.2349,9.55,G04103
441567967,108.9984,73.3223,7.24,G04171;G04103
441572067,109.7704,73.0636,9.44,G04103
441572677,109.911,72.3937,7.8,G04103
441579588,111.3335,74.31,9.94,G04103
441588755,113.2357,73.4684,10.27,G04103
441589069,113.175,74.3257,8.66,G04103
441591261,113.5456,74.3598,7.65,G04103
441595539,114.3691,72.6465,10.51,G04103
441596304,114.6551,73.3492,8.52,G04103
441596392,114.6392,73.5955,7.12,G04103
441599389,115.24,72.3724,8.03,G04103
441604341,116.4319,75.5165,10.1,G04103
441619027,119.8936,75.2912,10.59,G04103
441623205,120.9171,72.226,9.4,G04103
441626700,121.647,73.6401,9.48,G04103
441635387,124.2567,71.9661,8.95,G04103
456267454,102.4482,71.6161,8.39,G04103
456268234,102.5076,69.491,8.02,G04103
456269928,102.6175,66.28,7.91,G04103
456275272,103.1706,66.7337,9.55,G04103
456295081,103.285,71.3036,11.18,G04103
456296630,103.6686,68.2522,7.44,G04103
456304597,117.7877,69.0183,9.32,G04103
456307173,118.0433,71.2266,8.26,G04103
457101026,119.1431,71.8472,7.0,G04103
458417350,130.5255,65.2904,8.04,G04103
71214475,112.5994,70.004,10.29,G04103
71267172,113.2991,68.2959,9.33,G04103
71269061,113.5879,70.4661,8.73,G04103
71347184,115.1332,71.6744,8.8,G04103
71476868,120.5587,69.6056,10.78,G04103
71521826,121.9948,67.7455,8.71,G04103
71562109,122.5355,67.9686,8.37,G04103
71593460,123.925,66.1751,6.78,G04103
73156397,120.7895,65.1354,7.33,G04103
73278851,124.0924,63.7299,7.28,G04103
73313935,124.4788,64.7917,8.17,G04103
73352011,126.1094,64.891,8.4,G04103
73352055,126.3131,64.7129,7.26,G04103
73395546,127.4484,63.3348,9.89,G04103
73418122,128.0043,63.6074,9.4,G04103
743554322,110.4325,72.9989,10.6,G04103
85239498,113.7874,65.6732,7.9,G04103
85268965,114.2919,65.3304,7.71,G04103
85275400,114.8939,64.6825,8.68,G04103
88383018,104.2935,65.2727,10.3,G04103
88409932,104.5395,65.271,7.99,G04103
88460705,105.649,64.5993,9.87,G04103
88529400,106.6434,64.4201,7.95,G04103
88568179,107.2292,65.9649,8.07,G04103
99570132,107.578,66.2579,9.13,G04103
99652237,108.6445,66.6574,9.48,G04103
99652239,108.6873,66.6679,10.97,G04103
99679115,124.654,70.4441,8.4,G04103
99736183,126.0008,68.9247,6.64,G04209;G04103
99737599,126.2556,67.4143,9.04,G04103
99743814,126.1184,70.088,9.26,G04103
14168240,103.581,58.4497,9.34,G04103
14195968,103.8857,58.1856,10.38,G04103
14196072,103.8357,58.4158,10.55,G04103
14198530,104.0859,56.7899,9.6,G04103
14248434,104.48,59.2152,7.96,G04103
14248748,104.5599,58.6015,7.66,G04103
14285528,104.6593,57.5831,7.91,G04234;G04103
14285761,104.7694,57.8101,8.84,G04103
14289321,104.8448,58.3501,8.92,G04103
14289465,104.8382,58.2094,9.13,G04103
14360899,105.86,55.7298,8.84,G04103
14361772,105.7546,54.0485,8.11,G04103
14397584,106.091,57.4688,9.45,G04103
148594653,109.6196,61.0258,8.88,G04103
148618349,110.2503,60.8423,9.51,G04103
148618714,110.1848,61.6569,9.72,G04103
148619156,110.1239,62.7583,9.66,G04103
252903179,104.3577,52.8452,8.73,G04103
252920966,105.2862,53.0922,8.55,G04103
252955886,107.5754,53.4969,9.03,G04103
252967400,119.9599,53.3731,8.69,G04103
252973539,120.5666,51.3026,9.46,G04103
252991003,122.5778,53.7729,8.69,G04103
252991419,122.6874,52.1425,6.88,G04103
284525803,115.8506,59.1794,8.93,G04103
285049763,120.5691,60.9936,6.48,G04103
285049949,120.618,60.4157,7.48,G04103
287205243,110.4786,59.987,8.64,G04103
309633225,115.3368,52.0518,10.24,G04103
309924469,115.78,63.2165,9.2,G04103
318069720,108.4934,53.4367,10.68,G04103
318070101,108.6764,53.5875,8.03,G04103
328327142,112.6957,52.0017,8.72,G04103
328418292,115.9984,52.6497,8.21,G04103
335490229,117.8507,53.6094,9.98,G04103
335492365,113.9389,54.5648,10.03,G04103
335503587,116.9877,60.2956,6.46,G04103
335565650,117.8393,62.8292,8.62,G04209;G04103
335565728,117.6927,63.0715,9.77,G04103
335608735,118.0707,61.6238,9.94,G04103
335609517,118.275,60.4487,10.2,G04103
335654055,119.3115,61.3219,8.63,G04103
355007303,107.5932,56.5877,9.63,G04103
355007396,107.6321,56.3317,9.79,G04103
355059578,113.5043,57.6998,8.91,G04103
355077626,114.5836,55.2051,7.53,G04103
355078539,114.6388,58.1697,9.67,G04103
355099096,114.8222,56.3916,10.42,G04103
355100142,114.9944,54.4534,7.8,G04103
355100970,114.966,56.9611,9.96,G04103
355807811,120.38,60.8311,10.72,G04103
356474929,113.4107,57.9955,9.13,G04103
357058834,107.0392,55.8513,7.96,G04103
357111857,107.1654,56.1758,9.34,G04103
357113468,107.3224,54.8249,9.59,G04103
357114943,107.3921,57.9654,7.63,G04103
357232756,115.5544,54.6504,8.49,G04103
357236500,119.3764,58.849,9.41,G04103
367586513,114.274,54.3848,7.68,G04103
377308840,107.9118,57.7003,7.83,G04103
377364321,108.0167,58.774,9.33,G04103
377364421,108.0815,59.0669,10.9,G04103
393278665,116.7439,63.0274,10.52,G04103
444975689,106.3187,56.5873,10.17,G04103
444977488,111.1773,59.3911,9.49,G04103
444977923,111.0652,58.2844,10.06,G04103
444981336,111.2498,57.2359,9.08,G04103
444986308,111.7137,56.862,9.95,G04103
444993206,112.4957,57.9392,10.26,G04103
444994080,112.6344,55.8065,10.03,G04103
444995912,112.72,56.2643,8.41,G04103
445018994,112.9698,55.908,9.42,G04103
445021749,113.2214,58.525,8.85,G04103
445022322,116.3677,59.8173,9.8,G04103
445022877,116.2792,58.1681,9.5,G04103
445023603,116.3374,56.1376,8.01,G04103
445024924,119.7141,55.3953,8.75,G04103
445027234,119.9976,57.1265,10.18,G04103
453383992,113.6279,51.9376,8.54,G04103
453388565,113.9556,52.1609,10.95,G04103
453388586,113.8905,52.2069,8.05,G04103
453412164,114.9527,52.6743,8.4,G04103
458389519,117.2739,52.515,7.77,G04103
458390444,117.4449,52.6361,8.24,G04103
470968269,110.4331,53.305,9.23,G04103
470973455,110.8181,52.2793,7.58,G04103
470981906,111.328,52.3721,9.69,G04103
470986945,111.7866,52.6607,10.24,G04103
51059249,108.4034,56.4607,9.01,G04103
51126245,109.2264,57.6509,7.91,G04103
51126432,109.3337,58.0491,7.19,G04103
51126956,109.317,59.2681,10.89,G04103
51168773,109.6509,58.9187,7.24,G04103
51169547,109.8015,59.1256,7.12,G04103
51237991,110.6145,56.9644,9.97,G04103
51265700,110.9207,57.5769,7.5,G04103
53308024,116.6625,58.5255,8.23,G04103
53330049,117.1204,59.0849,7.61,G04103
53331026,117.3727,57.8998,10.57,G04103
53331981,117.3045,55.137,7.18,G04103
53334779,117.6412,59.0527,7.8,G04103
53336409,117.7734,54.1296,5.58,G04103
53338455,117.8521,59.9316,8.16,G04103
53393770,118.2062,55.7812,9.64,G04103
53423358,118.5609,54.7145,6.44,G04103
53426531,118.9132,56.9221,9.76,G04103
53426816,118.9761,56.1152,10.42,G04103
53429290,119.0909,59.6762,7.29,G04103
73157508,120.7646,61.6309,7.76,G04103
73158768,121.0427,62.4738,9.78,G04103
73196321,121.6443,60.0293,9.18,G04103
73208779,121.9119,60.6895,8.84,G04103
73246833,122.7252,61.0557,9.75,G04103
73278385,123.9424,62.1323,9.32,G04103
73325429,124.7248,60.491,7.76,G04103
80858522,120.1364,55.4769,8.49,G04103
