# TESS Program G04103

Title: A Survey Of Oscillations And Granulation In Evolved Solar-Type Stars

PI: Huber, Daniel - University Of Hawaii (Manoa)

Type: LARGE

Summary: Brightness variations in high-precision light curves encode powerful information about fundamental properties and convective processes in solar-type stars through oscillations and granulation. However, the current sample of stars with detected oscillations and granulation is focused on the Kepler field, and prime mission TESS data do not provide sufficient time coverage to make precise measurements. Here we propose 2-minute cadence observations to measure oscillations and granulation in evolved solar-type stars, which will enable us to (i) probe the efficiency of convective driving and damping of oscillations, (ii) test stellar models by constraining convective properties such as mixing length parameter and (iii) calibrate granulation metrics for TESS stars.


# Sector 040 targets observed (2 min: 3486, 20 s: 3)
406800050,225.912,41.4071,8.82,G04103
41692482,231.6424,40.595,8.0,G04103
41699485,231.7876,39.493,8.84,G04103
41699933,231.7875,41.5536,7.99,G04103
41711473,232.1306,38.7237,6.31,G04103
41712821,232.3221,39.017,10.72,G04103
41713776,232.5293,40.3857,7.63,G04103
41713867,232.5233,39.9091,7.14,G04103
41715700,232.5718,39.6958,8.19,G04103
41717460,232.8429,36.6164,5.89,G04103
41741230,232.9353,39.6792,7.04,G04103
417542739,239.5369,45.6038,9.99,G04103
417543381,239.5253,42.9066,9.41,G04103
417571777,240.4393,42.8428,8.14,G04103
417575088,240.5994,44.9677,8.44,G04103
417581517,240.644,42.5057,9.11,G04103
417581647,240.7132,43.0398,8.56,G04103
444059873,230.9714,49.5234,8.45,G04103
444062239,233.3604,50.1577,8.19,G04103
444062991,234.551,49.1968,9.02,G04103
115172251,248.477,47.2713,8.51,G04103
115183657,249.2221,47.6436,9.49,G04103
115187248,249.7031,47.776,9.78,G04103
159783997,234.929,53.4996,10.39,G04103
159784393,235.2218,52.3165,10.48,G04103
159811273,235.3962,53.8426,9.6,G04103
159811337,235.5061,53.7287,9.71,G04103
159838132,236.1424,51.1614,10.2,G04103
159838322,236.0011,51.9924,9.87,G04103
159838529,236.0876,52.9839,6.79,G04191;G04103
159840156,236.4621,53.8612,9.14,G04103
159853670,236.885,49.8832,8.78,G04103
159854095,236.8681,51.8513,10.0,G04103
159854793,237.0343,52.853,10.05,G04103
159872552,237.624,49.2482,8.63,G04103
159873257,237.8836,49.7872,9.38,G04103
159873668,237.9482,51.5873,8.54,G04103
159877796,238.4851,52.4476,9.77,G04103
159879582,238.6126,52.1822,10.25,G04103
159880447,239.7685,49.8807,5.76,G04103
159880567,239.6807,50.2626,9.53,G04103
159920430,239.9693,51.7303,9.04,G04103
159921795,240.007,49.9003,7.61,G04103
159922008,240.146,50.8203,8.06,G04103
159939281,240.1665,48.3143,8.62,G04103
159940419,240.3467,52.1188,7.68,G04103
159980835,241.0744,51.4215,9.58,G04103
159980843,241.1472,51.464,9.3,G04103
161826099,240.5236,57.1687,9.4,G04103
161838887,241.134,54.4223,7.73,G04103
161840047,241.6384,54.6728,9.86,G04103
161840089,241.4789,54.9244,9.21,G04103
161840326,241.6169,56.0698,7.67,G04103
161840630,241.6125,57.5939,8.01,G04171;G04103
162491946,241.9997,52.3294,9.05,G04103
162493776,242.2791,50.7336,7.76,G04103
162519062,242.7376,49.0641,7.65,G04103
162554581,243.3091,53.7151,9.76,G04103
162555615,243.5379,50.0756,8.34,G04103
162576186,243.9471,53.2363,6.55,G04171;G04103
162578523,244.1449,51.3739,9.54,G04103
162589659,244.322,52.5883,10.23,G04103
162590194,244.3148,50.6126,9.31,G04103
162590368,244.3266,50.01,9.4,G04103
162591330,244.3433,49.5071,9.78,G04103
162616489,245.0684,49.0523,7.64,G04103
162617927,245.3261,53.172,9.31,G04103
162618491,245.345,50.8971,8.24,G04103
162618620,245.4054,50.3901,9.35,G04103
162672805,246.1366,51.5414,10.2,G04103
162676104,246.4831,51.9737,9.45,G04103
162685946,246.3829,51.1383,6.86,G04103
162687049,246.5557,48.6811,8.55,G04103
162691274,246.9727,51.1918,9.24,G04103
162692944,247.1898,50.6576,9.38,G04103
162775487,247.2796,50.7664,7.69,G04103
193555745,245.7864,47.6303,7.96,G04103
193558733,246.0668,45.9451,7.2,G04103
199574316,248.6356,57.5891,9.68,G04103
199616650,249.9106,57.7293,10.54,G04103
199617744,250.0317,58.1201,7.83,G04103
199632300,250.175,57.312,9.24,G04103
199632490,250.2854,58.0891,8.97,G04103
199633632,250.5286,57.3418,10.09,G04103
199634228,250.4258,55.2726,9.55,G04103
199661915,251.3243,56.7822,4.46,G04195;G04231;G04171;G04125;G04103
199662263,251.3583,55.59,10.24,G04103
199662435,251.279,55.0478,9.97,G04103
199662487,251.2713,54.8362,10.22,G04103
199663593,251.5599,56.9699,10.22,G04103
199667283,252.1691,55.8573,9.45,G04103
199687053,252.8522,55.3194,9.13,G04103
199687298,252.8836,54.5183,9.75,G04103
199687676,253.1962,54.7076,9.84,G04103
207400081,242.2561,58.0226,9.32,G04103
207401691,242.4496,55.9891,10.2,G04103
207403014,242.5649,58.3188,10.67,G04103
207426279,243.0684,57.0358,11.49,G04103
207428179,243.1461,57.795,8.29,G04103
207429274,243.5488,57.436,10.74,G04103
207431094,243.6868,57.026,7.82,G04103
207431303,243.7454,57.8742,8.01,G04103
207433212,243.9576,54.4192,8.84,G04103
207434579,243.9774,58.4791,7.56,G04103
207435578,244.3004,57.6594,9.81,G04103
207435783,244.2906,56.9185,7.57,G04171;G04103
207436894,244.4386,54.6632,9.15,G04103
207438977,244.6877,57.4277,10.42,G04103
207439140,244.7516,56.7575,9.42,G04103
207439389,244.786,55.9117,9.41,G04103
207461550,245.0386,55.4898,8.67,G04103
207461717,245.1576,54.9261,8.4,G04103
207462338,245.3095,55.087,8.51,G04103
207464356,245.5165,57.1802,9.65,G04103
207465384,245.7234,54.3979,10.12,G04103
207465481,245.7201,54.766,8.92,G04103
207468713,246.0726,55.33,6.38,G04103;G04209
207489785,246.1021,56.7758,9.38,G04103
207490175,246.1837,58.2581,8.95,G04103
207491740,246.3252,55.5128,10.39,G04103
207492035,246.269,54.4522,10.99,G04103
207492417,246.5923,54.826,9.97,G04103
207494095,246.7449,58.8312,11.03,G04103
207496824,246.9546,58.8398,10.75,G04171;G04103;G04206
207497007,246.8588,59.4736,9.77,G04103
207497078,247.0515,59.7809,9.43,G04103
207497984,247.1319,56.7351,9.8,G04103
207498825,247.3941,54.1759,10.57,G04103
207502383,247.9043,57.7639,8.24,G04103
207503520,248.2272,54.3226,10.66,G04103
207504645,248.2042,58.7908,9.76,G04103
219482445,242.5624,46.5324,9.61,G04103
219485085,242.7986,47.5603,7.62,G04103
219487439,243.062,46.2274,7.28,G04103
219488095,243.1164,46.707,9.63,G04103
219491081,243.4308,46.64,7.97,G04103
219491406,243.5574,45.1755,9.4,G04103
219499521,244.2486,46.7909,9.39,G04103
219503785,246.2003,44.69,6.69,G04103
224598954,254.7729,54.1227,10.47,G04103
229668888,245.157,44.2519,8.47,G04103
230228806,253.5027,52.0056,10.24,G04103
232570762,247.8993,49.4636,11.53,G04103
232571854,248.1317,50.1839,8.68,G04103
232573434,248.2095,51.695,10.15,G04103
232596579,248.3598,53.5486,10.15,G04103
235562906,233.1665,52.3167,9.26,G04103
235568144,234.0172,52.0703,6.38,G04123;G04103
274203818,249.6145,50.9047,11.51,G04103
274272594,250.6636,53.5855,8.79,G04103
274312171,251.1441,49.8626,6.93,G04103
274313973,251.2463,51.4117,8.39,G04103
274336333,251.7572,49.0527,9.26,G04103
274385077,252.5864,53.4219,9.7,G04103
274455226,252.8399,50.9309,11.1,G04103
274486577,253.6428,52.974,8.98,G04103
274509373,253.9357,53.8494,11.22,G04103
274552520,254.2251,52.2385,9.94,G04103
274553091,254.3556,53.8823,9.18,G04103
274553219,254.3342,53.4944,10.59,G04103
274576243,254.7488,50.6881,10.34,G04103
274600417,255.4331,53.8138,10.15,G04103
274624950,255.6859,51.2182,9.77,G04103
274626321,255.7779,52.1355,10.33,G04103
274674876,256.0554,53.1221,10.27,G04103
274675588,256.2486,52.3614,10.12,G04103
274696349,256.3464,52.3532,8.73,G04103
274697590,256.6479,51.5578,8.78,G04103
274697699,256.5162,51.2583,11.02,G04103
274722870,256.9958,52.3176,8.19,G04103
286170847,240.2902,56.4394,7.59,G04103
286213462,248.6797,49.8038,10.04,G04103
286213610,248.6879,50.4302,9.38,G04103
286231864,248.7016,51.9719,10.9,G04103
298263938,241.4615,56.6189,8.84,G04103
298264155,241.342,55.64,11.16,G04103;G04191
298265555,247.8023,57.6902,11.29,G04103
298265623,247.7926,57.9092,9.05,G04103
298265902,247.6839,59.0609,9.62,G04103
298290535,251.7947,55.8755,9.33,G04103
298316966,251.604,54.9786,9.78,G04103
307917966,247.6175,47.8206,8.4,G04103
307917996,247.5614,47.9507,6.42,G04103
310137524,237.9974,52.5644,9.35,G04103
310171315,239.4881,53.0653,10.26,G04103
313499860,249.0583,50.7664,10.0,G04103
313549441,249.2533,53.6261,10.39,G04103
356011149,248.3834,46.5539,8.04,G04103
367783177,257.7274,51.3172,8.48,G04103
444064375,236.1913,52.2761,9.47,G04103
458486045,241.7839,49.0831,7.4,G04123;G04106;G04103
137832376,225.9191,59.5409,8.05,G04103
137842750,226.5765,59.8248,7.33,G04103
154382028,214.7877,59.3025,8.14,G04103
154382064,214.6923,58.9975,8.18,G04103
158513366,220.2552,57.9568,6.65,G04103
158541325,221.9691,57.3438,8.77,G04103
158563777,222.2771,56.8957,7.69,G04103
158592003,223.5287,57.1673,9.28,G04103
158620024,224.1232,59.3799,7.87,G04103
159613868,219.8443,64.1541,7.14,G04103
159629594,220.2243,63.8198,8.95,G04103
159630982,220.5145,61.2617,5.9,G04103
159631183,220.6314,60.231,7.78,G04123;G04240;G04106;G04103
159634913,220.7352,64.6649,10.58,G04103
159635381,221.1741,64.6898,10.88,G04103
159635735,221.0913,63.1023,7.75,G04103
159636127,221.0153,61.0981,6.45,G04171;G04103
161687589,236.062,56.6956,9.23,G04103
161721671,236.1742,58.4339,6.97,G04103
161722508,236.429,57.2634,7.36,G04103
161723881,236.6703,56.8406,10.02,G04103
161725194,236.8765,56.6169,9.15,G04103
161727677,237.311,57.1334,8.81,G04103
161728911,237.3919,56.6755,9.88,G04103
161819618,238.664,58.0934,8.24,G04103
161823484,239.6565,59.751,8.26,G04103
161825707,240.464,59.6311,7.28,G04103
161825882,240.4685,58.5673,3.52,G04103
165598909,227.3434,57.1115,6.91,G04103
165623375,227.2738,59.3606,9.6,G04103
165627289,228.1545,54.0213,7.96,G04103
165627910,228.2639,57.0518,9.67,G04103
165688881,230.1588,55.3254,7.56,G04103
165714955,230.5501,56.9098,8.39,G04103
165764315,232.2134,57.4462,6.42,G04220;G04103
165792028,232.5931,55.1975,8.78,G04103
165792418,232.75,54.5737,8.45,G04103
198158633,242.8329,60.1766,10.19,G04103
198163183,244.2227,60.5349,7.56,G04103
198178505,244.3827,61.3681,7.73,G04242;G04039;G04103
198312841,233.7572,60.2548,8.07,G04103
198313851,233.5753,65.0698,11.64,G04103
198317327,234.5217,61.4206,7.61,G04103
198517856,236.864,61.0228,8.08,G04103
198538099,237.3137,60.5274,7.44,G04103
198538690,237.2782,63.1426,7.83,G04103
202299495,225.0999,55.6183,6.84,G04103
202441007,227.6264,65.8038,11.6,G04103
202444594,228.1689,60.1348,8.5,G04171;G04103
202467266,228.5099,63.4021,8.48,G04103
202490444,229.8275,61.3748,6.85,G04103
202491234,229.8864,65.5009,10.37,G04103
202503540,229.9986,60.3398,7.34,G04103
202505705,230.6747,65.0246,8.32,G04103
202506370,230.9488,62.9491,7.77,G04103
202506847,231.0703,60.5505,6.58,G04103
202509450,231.8787,65.2125,11.19,G04103;G04191
219738210,241.7867,62.7219,8.29,G04103
219740926,242.152,62.4855,8.12,G04171;G04103
224306020,232.9412,59.7206,7.42,G04103
224307602,233.1232,55.5811,8.71,G04103
224311887,233.69,54.6536,9.04,G04103
224312399,234.0207,55.5226,8.75,G04103
230062436,229.684,67.0559,9.89,G04103
232538870,227.4601,66.7501,9.99,G04103
232541676,228.1039,66.9753,8.08,G04103
232563914,228.6633,67.3443,4.66,G04103;G04125
232980650,218.9712,63.3475,10.91,G04103
232981484,219.0738,63.4657,7.76,G04103
233187349,224.9249,66.6097,9.27,G04103
233189854,225.8669,66.814,10.55,G04103
235560396,232.6342,53.8146,9.15,G04103
235560417,232.6244,53.9722,8.27,G04103
236712539,238.8463,62.1548,9.0,G04103
236716467,239.6174,63.8307,8.6,G04103
272615665,231.3077,66.6826,10.88,G04103
282920985,223.435,65.8612,10.13,G04103
282925798,226.959,63.1171,6.42,G04047;G04171;G04234;G04103
282927641,229.2257,65.2222,10.41,G04103
310098727,230.5895,65.8119,10.29,G04103
311069250,218.6687,57.9393,8.86,G04103
311070085,219.6998,60.0377,8.51,G04171;G04234;G04103
311070210,219.7286,60.717,7.99,G04103
316450760,221.8803,64.5504,8.52,G04103
316450960,221.9011,65.487,8.07,G04103
335682330,222.4721,65.5483,7.77,G04103
335720078,223.0375,64.6341,9.38,G04171;G04234;G04103
335721183,223.1491,61.6711,9.67,G04103
366125065,224.3356,57.649,6.79,G04103
405579740,235.0058,59.4323,9.26,G04103
444059150,230.947,53.6857,8.59,G04103
458480708,233.5308,60.325,8.52,G04103
458481708,233.3877,65.2068,8.43,G04123;G04106;G04103
458484515,239.4532,59.2723,9.01,G04103;G04191
160488002,237.9494,73.3176,7.83,G04103
160491408,239.1772,73.235,10.64,G04103
160493339,239.6361,74.2993,8.91,G04103
160520917,240.7849,72.7066,10.75,G04103
160534539,241.0001,73.1489,6.38,G04231;G04103;G04209
160535421,241.5134,73.9203,9.31,G04103
160550963,241.7384,73.9429,8.98,G04103
160551942,242.4977,73.51,11.27,G04103
160583440,243.0825,73.1847,10.46,G04103
160585543,243.3059,73.9053,9.43,G04103
160599736,243.8581,75.2639,8.34,G04103
160600809,244.3742,75.7569,4.61,G04171;G04103;G04125
160601624,244.3332,72.6222,10.82,G04103
160601980,244.851,72.3884,8.33,G04103
160604081,244.9015,74.5717,10.25,G04103
198188888,245.9688,65.9269,11.76,G04103
198206331,246.9598,62.3325,8.26,G04103
198207398,247.2526,64.7874,7.13,G04103
198212148,248.1738,62.8551,7.06,G04103
198240449,249.3678,62.2409,11.17,G04103
198516314,236.5049,65.5805,7.97,G04103
219739808,242.0362,64.2391,8.25,G04103
219844480,255.1476,70.028,8.48,G04103
219846149,255.4323,68.4328,11.42,G04103
219846307,255.4591,69.0173,9.4,G04103
219846857,255.3421,71.2904,11.09,G04103
219847058,255.8093,71.8421,11.03,G04103
219847116,255.7045,71.6805,10.46,G04103
219848066,255.8334,68.1106,10.21,G04103
219848145,255.6658,67.8545,8.61,G04103
219848729,255.6413,66.0277,12.09,G04103
219849631,255.9569,69.0705,11.0,G04103
219849815,255.9101,69.7986,7.44,G04103
219849947,256.0791,70.3041,7.88,G04103
219850460,256.405,71.3676,9.75,G04103
219851336,256.3165,68.0925,9.11,G04103
219852884,256.6023,68.8509,10.85,G04103
219853096,256.5645,69.6086,10.94,G04103
219853206,256.7193,69.9966,9.51,G04103
219853771,257.0226,71.7917,11.37,G04103
219854185,256.7705,70.2385,10.8,G04242;G04039;G04103
219854381,256.787,69.3962,10.42,G04103
219854427,256.7633,69.2482,10.54,G04103
219854519,256.86,68.8656,10.55,G04103
219856241,257.2576,69.1044,7.95,G04103
219856298,257.2945,69.3389,9.9,G04133;G04103
219856738,257.1374,71.0075,9.55,G04103
219856821,257.1074,71.3143,9.6,G04103
219858043,257.5178,68.0465,10.41,G04103
219859691,257.8191,69.503,9.28,G04171;G04103
219859914,257.8626,70.3351,9.9,G04103
219860795,258.0421,70.1699,10.96,G04103
219864555,258.6918,69.4545,9.65,G04103
219866257,258.9257,67.7239,11.3,G04103
219866503,259.0115,68.5286,12.31,G04103
219867344,258.9579,71.5073,9.85,G04103
219867620,259.3934,71.5398,9.84,G04103
219868206,259.3967,69.3271,9.2,G04103
219869966,259.5123,68.0679,10.04,G04133;G04103
219869988,259.5185,68.1266,9.0,G04103
219870248,259.6859,68.9452,8.11,G04133;G04103
219870447,259.5307,69.5212,10.5,G04103
219871607,260.0049,70.2662,10.25,G04123;G04106;G04103
219872017,259.7441,68.878,7.46,G04103
219873919,260.0552,68.9147,10.82,G04103
219874385,260.2721,70.5765,10.05,G04103
219874419,260.0216,70.6857,9.94,G04103
219874849,260.4117,71.6183,10.3,G04103
219877386,260.726,68.829,10.08,G04103
219877628,260.8827,69.7717,8.23,G04103
219877839,260.8241,70.5326,11.82,G04103
219877950,260.8934,70.9563,10.15,G04103
219878010,260.6146,71.1694,10.22,G04103
219878939,261.1536,69.1656,9.3,G04103
219879292,261.0118,68.0093,11.42,G04103
219879365,261.1424,67.8104,9.21,G04103
219882565,261.7583,68.7955,10.89,G04103
219882881,261.6639,67.7019,10.23,G04103
219884479,261.9244,69.6201,11.71,G04103
219884723,261.9547,70.564,10.33,G04103
219884807,261.8197,70.8875,9.19,G04103
219885107,262.2359,71.9691,10.81,G04103
219885444,262.1762,70.7782,10.92,G04103
219886144,262.3497,68.2472,10.78,G04103
219886408,262.4065,67.3403,10.63,G04103
219893004,262.5415,68.533,12.03,G04103
219893086,262.4143,68.7945,8.77,G04103
219893380,262.5829,69.9237,9.54,G04103
219894715,262.8485,69.2131,9.25,G04103
219895074,262.9586,68.0237,10.29,G04103
219896037,263.1877,66.9825,7.68,G04103
219897017,263.1547,70.1672,9.2,G04103
219898046,263.3234,70.0166,9.34,G04103
219898822,263.3252,67.204,7.23,G04103
219900637,263.8176,70.9933,10.26,G04103
229669586,251.5387,72.5764,11.66,G04103
229672401,252.3927,73.0061,9.74,G04103
229674347,252.9915,74.5823,9.99,G04103
229674702,252.8418,73.2957,9.41,G04103
229674761,252.8029,73.0222,10.14,G04103
230062606,229.6397,67.8674,11.27,G04103
230069191,242.7228,71.3075,8.19,G04103
230069843,243.0378,69.4508,9.01,G04133;G04103
230070379,243.0317,66.9445,10.38,G04103
230070983,243.5827,67.5875,9.73,G04103
230071346,243.3721,69.15,10.42,G04103
230071650,243.4047,70.5973,9.42,G04103
230071727,243.3632,71.0225,9.62,G04103
230075396,244.2431,68.223,10.99,G04103
230077742,245.0929,69.9492,9.42,G04103
230078093,245.0218,68.4159,10.77,G04209;G04103;G04191
230079837,245.1142,71.0036,11.01,G04103
230081493,245.8342,66.623,9.15,G04103
230082924,246.0655,70.8355,9.93,G04103
230084858,246.4968,69.3741,9.95,G04103
230085680,246.8814,70.7108,9.39,G04103
230085909,246.7749,69.6894,9.22,G04103
230087881,247.0671,70.25,11.38,G04103
230089480,247.4677,66.796,9.09,G04103
230090072,247.6143,67.352,8.21,G04103
230090197,247.6296,67.8577,11.58,G04103
230091378,247.8308,70.9387,11.24,G04103;G04191
230091380,247.9273,70.9334,7.83,G04103
230091697,248.0332,69.4797,8.92,G04103
230091821,248.0002,68.9836,9.86,G04103
230092970,248.2456,67.3534,10.22,G04103
230112754,248.5091,68.2072,11.3,G04103
230114337,248.7324,69.2878,9.75,G04103
230115444,249.2464,69.8219,7.71,G04123;G04103
230115455,249.162,69.7933,7.62,G04103
230118493,249.5896,70.3374,8.63,G04103
230118661,249.6721,69.6615,8.76,G04103
230118997,249.8084,68.3208,7.78,G04103
230119064,249.587,68.1094,10.84,G04103
230119249,249.8499,67.4139,11.4,G04103
230120843,250.0885,70.2374,7.64,G04103
230121172,250.158,71.6531,10.53,G04103
230122220,250.3133,68.2586,10.15,G04103
230123342,250.7621,67.3336,10.88,G04103
230123535,250.6866,67.9807,9.58,G04103
230124693,250.8827,71.0809,10.09,G04103
230125090,250.7777,69.5008,10.81,G04103
230128308,251.4471,69.6384,7.95,G04103
230128917,251.4601,67.3385,11.57,G04103;G04191
230129793,251.7722,67.3978,10.7,G04103
230130556,251.6805,70.0187,10.9,G04195;G04231;G04103
230131418,252.011,70.1139,8.28,G04103
230131532,252.2294,69.7062,9.88,G04133;G04103
230133143,252.3278,67.8494,11.36,G04103
230134331,252.761,71.5948,10.17,G04133;G04103
230134707,252.6911,70.278,11.01,G04103
230136433,253.0437,67.7083,10.11,G04103
230137379,253.0922,71.4451,11.21,G04103
232538464,227.2401,68.5757,10.71,G04103
232982419,241.6897,67.2482,10.62,G04103
232983794,242.081,70.0632,10.26,G04103
232985036,242.3799,67.365,8.61,G04171;G04103
233006203,247.2384,72.9058,8.42,G04103
233006934,247.5166,76.0239,9.93,G04103
233008356,247.9831,73.6159,8.75,G04103
233193585,264.1656,69.5694,5.76,G04103
233193944,264.1756,68.3836,7.64,G04171;G04234;G04103
233195546,264.2379,68.76,4.34,G04103;G04125
233195920,264.4376,70.1087,10.42,G04103
233197293,264.6424,68.9144,8.55,G04103
233199292,265.0715,69.1511,6.55,G04103
233201204,265.2191,68.3761,10.13,G04103
233204985,265.7249,68.7202,10.16,G04051;G04103
233205102,265.9332,68.4073,9.88,G04103
233206560,266.1347,67.2938,8.99,G04103
233207052,266.02,68.6357,9.56,G04103
233207198,265.9812,69.0738,7.33,G04191;G04103
233210830,266.7338,68.0028,10.21,G04103
233233715,267.4405,67.6461,9.1,G04103
233233938,267.2171,68.2701,11.64,G04103
233236594,267.6185,67.8997,11.33,G04103;G04191
233496577,249.2065,72.8552,9.93,G04103
233496705,249.5431,73.3268,7.62,G04103
233498959,249.9222,72.8956,9.76,G04103
233500965,250.555,76.3062,9.84,G04103
233501636,250.3566,73.517,10.28,G04103
233501933,250.5086,72.4647,9.15,G04103
233502535,250.7803,73.6981,8.97,G04103
233504762,251.3061,72.8269,8.23,G04133;G04103
233660226,260.0184,65.924,12.04,G04103
233660303,260.1754,65.64,7.31,G04103
237098049,240.0038,68.3152,10.45,G04103
237100236,240.3653,67.2999,10.34,G04103
237100820,240.3637,69.9614,9.73,G04103
237102559,241.0393,66.4684,8.7,G04103
237102849,241.0935,67.7924,8.77,G04103
270492587,232.9937,68.0238,9.61,G04103
270493245,233.1331,70.9723,10.88,G04103
272636097,231.0962,69.3718,8.42,G04103
272669737,233.6511,67.8046,6.32,G04103
272670657,234.0037,71.4974,10.78,G04103
272679620,234.6651,67.1987,9.24,G04103
272704551,235.4694,69.4198,10.7,G04103
272746450,236.1161,67.3045,8.41,G04103
272747350,236.1097,71.8496,9.84,G04103
272747359,236.0736,71.8885,8.88,G04103
272748096,236.2166,68.4353,10.23,G04103
272749892,236.8786,71.8248,11.09,G04103
272758572,237.5251,70.6796,8.87,G04103
272759491,237.3765,66.1959,12.11,G04103
272781760,238.1706,69.5569,8.73,G04103
272781944,238.1812,68.7649,9.09,G04103
272782181,238.1916,67.6667,9.67,G04103
272783172,238.4024,68.7199,6.27,G04096;G04226;G04098;G04103
272783509,238.3122,70.1848,10.7,G04103
272784133,238.6958,70.6351,9.04,G04103
272786845,239.3265,69.6392,8.63,G04103
287085647,253.1347,71.074,9.17,G04103
287086186,253.3153,69.2776,11.17,G04103
287086549,253.2703,68.025,10.67,G04103
289582372,253.198,63.8499,11.79,G04103
289622291,254.1048,65.0393,6.71,G04103;G04234
289622725,254.2683,65.1682,11.71,G04103
311188639,253.6347,71.7538,9.81,G04103
311233661,253.6543,70.0033,10.13,G04103
311233743,253.5733,69.7034,8.38,G04103
311235572,253.9882,68.2001,11.4,G04103;G04206
326209178,245.7598,72.7724,9.68,G04103
334678630,245.5739,75.7736,11.52,G04103
334678654,245.4983,75.887,9.31,G04103
356700174,254.408,67.6538,11.53,G04103
356700577,254.5621,68.9776,8.03,G04103
356701454,254.6605,71.7644,10.63,G04103
356701651,254.7011,71.0976,9.26,G04103
356735215,254.8244,68.6789,7.21,G04103
441715987,254.1493,72.8491,10.43,G04133;G04103
441716374,254.08,74.2821,6.6,G04103
441717968,254.6126,75.0575,9.78,G04103
441718406,254.338,73.5581,10.05,G04103
441719325,255.0212,73.3444,10.97,G04103
441719848,254.9248,75.2553,8.72,G04103
441721258,255.4175,75.2971,5.88,G04171;G04103
441721286,255.1164,75.2249,6.59,G04171;G04103
441725501,256.4194,72.0096,8.61,G04103
441726381,256.4971,75.1035,6.84,G04103
441728505,256.6556,72.8059,11.71,G04103
441728972,257.4084,72.4338,10.28,G04103
441732064,257.4249,72.0102,11.58,G04103
441735063,258.5864,73.4382,9.18,G04103
441735934,258.9696,73.0119,9.15,G04103
441738774,259.2492,72.9566,11.16,G04103
441742421,260.0005,72.5843,8.63,G04103
441743003,260.2264,73.0152,7.44,G04103;G04133
441763171,260.7579,72.8809,9.52,G04103
441763503,260.8925,71.9975,9.64,G04103
441763839,261.1758,72.8288,9.39,G04103
441767131,261.7421,72.2275,10.82,G04103
441767344,261.879,72.2457,11.23,G04103
458477753,232.0117,68.7359,9.75,G04103
462575057,232.7603,66.6713,7.92,G04103
462575611,232.8409,68.7048,9.95,G04103
165471095,265.1222,59.2201,10.82,G04103
165498352,265.1972,56.8605,9.86,G04103
165502447,265.8659,58.4202,10.49,G04103
165526955,265.9119,56.2937,9.62,G04103
165526988,266.0311,56.1931,7.92,G04103
165528608,266.0831,55.7528,8.68,G04103
165528875,266.1395,56.3957,11.15,G04103
165529417,266.1991,57.6859,10.58,G04103
165548236,266.3622,54.7295,11.19,G04103
165549436,266.4889,56.0196,9.05,G04103
165549513,266.536,56.2194,9.77,G04103
165554680,267.0163,57.3549,10.41,G04103
188623839,258.477,51.7076,10.71,G04103
188623940,258.5277,52.0495,9.0,G04103
188633174,258.9566,53.2419,10.5,G04103
188633299,258.8582,53.6464,8.91,G04103
188640105,259.2602,53.2583,11.23,G04103
188665149,259.5689,53.6351,8.5,G04103
188665496,259.7938,53.1214,9.85,G04103
188665711,259.8907,52.4696,11.15,G04103
188693622,260.3386,52.1117,9.87,G04103
188729003,260.9379,53.0771,9.72,G04103
188729400,260.8891,51.923,10.36,G04103
188772900,261.6216,52.1004,10.39,G04103
188825310,263.0612,52.5922,7.67,G04103
198280388,250.2745,60.6062,11.28,G04171;G04103
198355687,256.3332,54.4705,5.18,G04103
198355899,256.2019,55.0511,9.82,G04103
198361369,256.683,59.9056,9.41,G04103
198362835,256.9413,55.4276,10.21,G04103
198364361,257.0798,56.7019,10.22,G04103
198365787,257.302,58.4889,11.11,G04103
198366508,257.1829,56.4043,9.27,G04103
198382783,257.5785,58.2502,9.64,G04103
198384223,257.7852,57.1608,10.13,G04103
198384864,257.751,55.4031,9.76,G04103
198385323,257.6094,54.0528,9.49,G04103
198386681,257.8428,57.8882,9.14,G04103
198386704,257.9774,57.968,6.67,G04103
198386781,257.9206,58.1242,9.96,G04103
198387338,257.9761,59.8168,11.15,G04103
198387473,258.0969,59.5499,10.36,G04103
198389008,258.1868,54.7149,9.75,G04103
198389342,258.2424,54.1251,8.29,G04103
198389760,258.3762,55.4756,7.18,G04103
198390699,258.3611,58.5247,7.52,G04103
198391743,258.5413,57.8779,10.47,G04103
198392281,258.5282,56.1339,7.38,G04103
198392736,258.5987,54.6404,11.45,G04103
198407592,258.6825,58.3843,7.49,G04103
198409973,258.9426,54.3934,11.12,G04103
198410389,259.1135,54.5443,8.94,G04103
198412367,259.3851,59.4224,9.8,G04051;G04103;G04191
198416501,260.1802,58.2844,10.08,G04103
198456138,261.5915,58.9553,11.39,G04103
198456364,261.7054,59.6482,10.79,G04103
198456464,261.8432,59.7871,9.78,G04103
198457034,261.7518,57.8167,7.83,G04103
198457103,261.921,57.5106,8.07,G04242;G04103;G04039
198457856,261.7845,55.2274,10.05,G04103
198459038,261.9734,56.161,8.97,G04103
198459239,262.1137,56.7594,9.91,G04103
198478755,262.3237,59.8458,8.94,G04103
199607936,248.8531,59.3667,9.18,G04103
199614100,249.5691,59.4423,9.59,G04103
199632510,250.3216,58.1747,9.98,G04103
199632699,250.2941,58.9241,10.45,G04103
199657908,250.8493,58.9595,10.56,G04103
199661658,251.3695,57.7076,9.46,G04103
199666111,251.904,59.9091,9.45,G04103
