TICID,RA,Dec,Tmag,Keywords
408842743,297.7585,10.4148,4.61,G06191;G06194;G06098;20SECONDTARGET
105999792,300.9112,29.8932,5.08,G06058;G06200;G06191;G06098;20SECONDTARGET
58445695,296.6069,33.7245,4.55,G06191;G06098;20SECONDTARGET
359981217,291.2475,11.9488,4.51,G06191;G06098;20SECONDTARGET
233121747,273.4799,64.3975,4.56,G06191;G06098;20SECONDTARGET
259237827,293.1017,69.6493,3.94,G06200;G06098;20SECONDTARGET
219880402,261.241,67.3067,5.72,G06200;G06098;20SECONDTARGET
