TICID,RA,Dec,Tmag,Keywords
296740796,236.6095,7.3526,3.87,G04180;G04211;G04103
461297684,229.8307,1.7622,4.76,G04180;G04103;G04125
446436963,215.8151,1.2386,5.65,G04180;G04211;G04191
458494003,240.2596,33.2987,4.83,G04180;G04098;G04103
