# TESS Program G04103

Title: A Survey Of Oscillations And Granulation In Evolved Solar-Type Stars

PI: Huber, Daniel - University Of Hawaii (Manoa)

Type: LARGE

Summary: Brightness variations in high-precision light curves encode powerful information about fundamental properties and convective processes in solar-type stars through oscillations and granulation. However, the current sample of stars with detected oscillations and granulation is focused on the Kepler field, and prime mission TESS data do not provide sufficient time coverage to make precise measurements. Here we propose 2-minute cadence observations to measure oscillations and granulation in evolved solar-type stars, which will enable us to (i) probe the efficiency of convective driving and damping of oscillations, (ii) test stellar models by constraining convective properties such as mixing length parameter and (iii) calibrate granulation metrics for TESS stars.


# Sector 040 targets observed (2 min: 3486, 20 s: 3)
232625701,268.8489,55.9721,5.79,G04103
232625760,268.8359,56.0861,8.59,G04103
232626905,268.7677,58.7462,8.74,G04123;G04106;G04103
232627400,268.9803,59.9876,9.3,G04103
232627540,268.9995,59.586,10.22,G04103
232627780,269.1251,59.0835,9.49,G04103
232629479,269.0097,55.2022,8.75,G04103
232630741,269.2558,55.4014,11.8,G04103
232633042,269.3973,58.9636,10.01,G04103
232634196,269.4385,56.1961,9.92,G04171;G04103
233046903,268.3622,59.9405,10.94,G04103
233047055,268.4954,60.2706,8.84,G04103
233051228,268.804,60.9359,10.44,G04103
233056745,269.5225,60.566,8.98,G04133;G04103
233067089,270.6501,60.4489,9.34,G04103
233077155,271.2518,60.8995,11.79,G04103
233082424,271.7264,60.8729,10.6,G04103
233082732,271.8287,60.2646,11.39,G04103
233087496,272.3038,61.4686,10.82,G04103;G04191
233088316,272.5287,60.1102,9.19,G04103
233088714,272.4527,60.8631,11.3,G04103
233093704,272.9591,60.151,8.7,G04133;G04103
233508876,270.5699,51.6386,7.12,G04103
233511739,270.7919,50.0651,7.94,G04103
233513016,270.7874,52.8615,8.35,G04103
233513471,270.9541,53.859,9.66,G04103
233518080,271.0119,51.2862,11.29,G04103
237113759,269.5909,55.1138,8.03,G04103
237113974,269.5745,55.6151,10.24,G04103
237115590,269.5651,59.8759,9.65,G04103
237116093,269.9095,58.601,10.5,G04103
237116880,269.8541,56.7282,9.32,G04103
237117591,269.9028,55.0381,9.33,G04171;G04103
262881859,271.6129,52.6389,10.25,G04103
262970786,271.622,50.4352,11.43,G04103
270319182,263.1267,47.7639,10.23,G04103
274600417,255.4331,53.8138,10.15,G04103
274674876,256.0554,53.1221,10.27,G04103
274675588,256.2486,52.3615,10.12,G04103
274696349,256.3464,52.3532,8.73,G04103
274696777,256.4486,53.7515,7.78,G04103
274696990,256.6073,53.5143,10.75,G04103
274722870,256.9958,52.3176,8.19,G04103
284169021,275.3264,51.9476,10.6,G04103
284169190,275.4359,51.6276,9.26,G04103
284190057,275.6681,51.4845,10.6,G04103
284190560,275.5206,52.3666,9.75,G04103
284190815,275.6267,52.8153,9.49,G04103
284191397,275.5326,53.8362,11.44,G04103
284192775,275.7923,51.5591,10.19,G04103
284192812,275.7813,51.5048,8.79,G04103
284295709,276.1972,51.486,11.69,G04103
284889660,260.4098,56.6223,9.08,G04103
284892448,260.6577,59.186,10.0,G04103
284901699,264.785,48.4409,7.68,G04123;G04106;G04103
284903521,264.7162,52.5922,10.36,G04103
284968071,264.9521,50.1412,11.02,G04103
284968311,264.9857,49.612,10.38,G04103
284968785,264.8656,48.5007,11.29,G04103
284969871,265.9534,49.83,10.18,G04103
284970723,266.0683,51.7867,8.13,G04103
289722781,274.0619,52.869,8.43,G04103
289724276,274.3185,51.86,10.48,G04103
298552506,265.0963,53.3352,7.8,G04209;G04103
298602393,272.2239,49.8342,8.57,G04103
308024501,260.5704,47.1705,10.21,G04103
308068547,260.9894,47.541,9.87,G04103
308068654,260.9357,47.2709,7.63,G04103
313590924,264.4826,53.3839,9.29,G04103
316492216,266.1947,51.9226,10.2,G04103
320503392,264.5721,59.1401,9.91,G04103
320506144,264.7076,57.2065,10.98,G04103
320506401,264.6548,56.8752,8.13,G04103
320523351,264.7443,56.2349,11.23,G04103
320524167,264.7939,54.2443,10.13,G04234;G04103
320525210,264.8193,56.0925,9.85,G04103
320525755,265.0011,57.4038,7.73,G04103
320526164,264.9403,58.4622,10.16,G04103
321601835,264.1425,48.4569,6.95,G04103
321602146,264.1179,49.0887,10.65,G04103
321602360,264.1259,49.5374,11.42,G04103
321667161,264.238,50.1211,8.61,G04103
321671166,264.3564,48.6,10.58,G04103
329248679,264.0482,54.4245,10.14,G04103
329250735,264.176,59.5017,7.76,G04103
329250773,264.1235,59.6318,10.87,G04103
329272588,269.2007,50.4699,10.54,G04103
329272619,269.2169,50.5334,10.51,G04103
329291043,269.35,51.1884,8.97,G04103
329344672,269.7569,53.1423,9.49,G04103
329348860,269.9459,50.0558,9.69,G04103
329349043,270.003,50.3904,10.31,G04103
329349170,269.9073,50.629,9.97,G04103
329349321,270.0163,50.9214,7.48,G04103
329349464,269.9578,51.189,9.21,G04103
329351474,270.0768,52.8548,8.32,G04103
332478380,265.5228,56.2989,9.76,G04133;G04103
332503053,267.1938,55.2157,9.17,G04103
332503111,267.1407,55.3423,10.17,G04103
332504057,267.2396,57.8027,9.5,G04103
332504156,267.2398,58.0963,9.32,G04103
332504864,267.2223,59.8899,8.18,G04103
334983900,259.4298,47.7678,11.23,G04103
335950560,265.4956,50.8983,11.29,G04103
335952832,265.6761,51.6315,8.61,G04103
335962393,265.8543,48.8712,10.1,G04103
341814435,267.3569,56.1649,11.12,G04103
341815637,267.4871,54.3615,9.67,G04103
341816592,267.6139,56.5343,10.38,G04103
341817584,267.5211,58.9842,9.93,G04103
341818238,267.8473,59.3523,8.74,G04051;G04103
341840536,267.8914,55.2416,8.82,G04103
353807033,270.3552,59.1558,10.94,G04103
353817578,270.223,54.2801,8.43,G04103
353818186,270.4597,54.9409,10.54,G04103
353818356,270.4186,55.3059,11.4,G04103
353818546,270.3779,55.7155,10.97,G04103
353818925,270.4206,56.7095,9.94,G04103
353854310,271.014,57.7601,9.52,G04103
353855033,271.1575,56.0796,9.9,G04103
353855388,271.0014,55.2724,7.29,G04103
353879559,271.5323,54.7824,11.06,G04103
353894953,271.7715,56.3616,9.27,G04103
353894978,271.6859,56.407,10.32,G04171;G04133;G04103
353895983,271.675,58.8207,11.02,G04103
353896754,271.9628,59.237,9.36,G04103
353897895,272.0268,56.5849,10.77,G04103
353935927,272.0929,57.7449,11.36,G04103
353939490,272.3701,57.8001,10.16,G04103
353987913,272.2496,55.3661,8.56,G04103
353990298,272.57,57.4512,10.59,G04103
353993196,272.6676,55.7409,10.62,G04103
356110000,261.3862,54.5726,9.19,G04103
356110315,262.6455,54.2238,9.54,G04103
356110643,262.5649,55.0308,11.16,G04103
356111717,262.7179,58.3535,9.42,G04103
356147114,266.3022,51.7946,8.55,G04103
356147735,266.3039,50.2601,9.26,G04103
356150796,266.4713,53.4556,11.21,G04103
356224316,267.1253,51.7175,8.84,G04103
356237464,267.4864,52.0559,11.69,G04123;G04106;G04103
356238103,267.4749,50.3897,10.53,G04103
356240894,267.6253,51.4728,10.01,G04103
356309589,267.9389,49.8839,8.79,G04103
356310855,267.9711,52.8311,10.59,G04103
356337696,268.2427,49.2518,10.37,G04103
356339994,268.35,51.5919,8.57,G04103
356340969,268.5766,53.9552,9.51,G04103
356347997,268.742,50.2305,10.51,G04103
356348573,268.7971,51.4974,8.11,G04123;G04106;G04103
356348860,268.6427,52.1179,10.45,G04103
356349559,268.7939,53.7568,9.09,G04103
356349622,268.6888,53.9386,9.57,G04103
356894414,273.2522,58.7043,9.36,G04103
356896550,273.1198,54.7815,9.88,G04171;G04103
356916118,273.3672,55.0386,9.95,G04103
356916585,273.2853,55.8444,11.22,G04103
356918290,273.3158,59.0277,10.38,G04103
356918384,273.4589,59.2216,11.64,G04103
356920007,273.5761,57.344,10.22,G04103
356978367,273.8408,57.3352,7.68,G04103
356979069,273.7783,58.7148,10.48,G04103
357031585,273.9298,55.7664,10.35,G04103
357033493,274.2393,55.2431,8.72,G04103
357033739,274.1778,55.6899,8.41,G04103
357045348,274.3698,55.8115,9.68,G04103
357045518,274.3289,55.5224,10.17,G04103
357045691,274.4254,55.1674,9.16,G04103
357046693,274.7135,54.4253,11.74,G04103
357097047,274.7951,56.1732,8.52,G04103
357097621,274.9189,55.1015,9.55,G04103
357097766,274.839,54.8127,9.99,G04103
357098774,275.0739,54.7506,11.11,G04103
357098924,274.9749,55.0082,10.08,G04103
357526042,270.0443,53.8932,8.68,G04103
359312756,268.0509,54.5237,10.45,G04103
359312913,268.1112,54.8516,9.87,G04103
359388628,267.9584,59.06,10.36,G04103
362079154,258.4106,52.3025,7.97,G04103
362081101,263.8206,52.1618,9.04,G04103
362216686,275.2703,52.4084,9.79,G04103
362217326,275.2067,53.4973,9.05,G04103
362217377,275.2612,53.5944,9.85,G04103
366123318,274.0548,51.3292,8.74,G04103
366123495,273.9166,51.6303,7.66,G04103
367783177,257.7273,51.3172,8.48,G04103
383622010,270.6892,54.8893,10.38,G04103
383623094,270.692,57.0204,10.68,G04103
383623314,270.6263,57.4844,8.98,G04103
383623741,270.6632,58.3891,10.67,G04103
420898647,273.3806,50.5272,8.83,G04103
420899549,273.3599,52.4941,8.57,G04103
422987681,260.7338,47.1766,8.18,G04123;G04103
423025165,263.5267,58.9044,11.4,G04103
424387130,271.5097,51.9226,10.89,G04103
424388050,271.4295,53.9558,9.38,G04103
462619761,260.0315,55.8886,10.33,G04103
462620285,259.9376,57.3319,10.33,G04103
462637142,259.8823,58.5291,8.9,G04103
115965510,265.9013,41.6172,8.0,G04103
115972261,266.0653,41.4033,10.79,G04103
116101052,266.9791,39.3024,9.92,G04103
116124275,267.055,38.2321,7.22,G04191;G04103
116125420,267.0798,36.5137,9.43,G04103
116125902,267.2124,36.0325,11.12,G04103
116126282,267.3042,36.6469,9.39,G04103
116126593,267.2434,37.0612,6.68,G04103
116158630,267.4369,41.5457,10.15,G04103
116241004,267.6425,39.526,7.92,G04103
116241127,267.7617,39.3289,10.19,G04103
116242211,267.7295,37.7042,7.66,G04103
116242971,267.6405,36.5702,10.12,G04096;G04226;G04098;G04242;G04039;G04103
116245098,267.8568,38.4523,9.4,G04103
116246139,267.8083,40.0725,6.05,G04191;G04103
116262905,268.0078,39.2239,9.29,G04103
122788888,277.6001,44.0439,10.71,G04103
122833600,277.8044,46.6605,10.46,G04103
122835837,277.7341,43.7601,11.37,G04103
122836646,277.8173,42.7766,8.47,G04103
122837104,277.8495,42.2595,9.02,G04103
122839275,278.0114,44.2144,11.05,G04103
122839894,277.8743,45.0076,7.43,G04103
122841047,277.8844,46.5313,10.94,G04103
157422336,264.5016,39.7277,8.39,G04103
157450532,264.8054,41.1518,9.53,G04103
157470548,265.0296,39.7518,8.08,G04103
157471389,265.0321,38.0871,10.02,G04103
157474295,265.1275,39.0863,9.42,G04103
157519153,265.3176,38.2669,8.72,G04103
157521743,265.4653,38.2835,9.15,G04103
157521993,265.4279,38.7567,9.79,G04103
157587403,279.2029,38.5209,7.63,G04103
159739191,268.2117,40.9282,9.38,G04103
159741198,268.3759,39.453,8.55,G04103
159770579,268.3855,38.5245,9.38,G04103
159774972,268.6285,38.4562,8.01,G04103
159816037,268.7827,41.4645,7.66,G04103
159817793,268.8564,39.4979,9.51,G04103
159818354,268.8475,38.6249,7.93,G04103
159846696,269.0519,36.8433,9.25,G04103
159848559,269.0509,39.4389,7.7,G04103
159851167,269.2341,40.2296,11.93,G04103
159888150,269.2857,36.8608,6.97,G04103
159892419,269.5319,40.5234,10.16,G04103
159892657,269.5437,40.1118,8.42,G04234;G04103
159944345,269.5924,36.7308,9.63,G04103
159945767,269.729,38.7636,8.64,G04103
159949399,269.9423,38.282,7.82,G04103
164305613,264.5158,45.5578,6.97,G04103
164305844,264.5043,46.2395,10.46,G04103
164324346,265.2019,44.3041,9.93,G04103
164371669,265.5615,44.0825,10.21,G04103
164372287,265.4917,44.7394,7.8,G04103
18533257,266.3688,35.8934,7.79,G04123;G04106;G04103
193576542,265.7241,44.043,9.38,G04103
193576992,265.7029,43.169,8.02,G04103
193577045,265.6991,43.0584,10.1,G04103
193603192,266.0006,43.1357,8.13,G04103
193605309,266.2537,44.7404,8.83,G04103
193605518,266.1554,45.1947,9.54,G04103
193606636,266.2349,47.6485,10.24,G04103
193629837,266.6688,45.878,7.6,G04103
193630483,266.6924,44.641,10.94,G04103
193632706,266.8148,43.2939,8.0,G04103
193635634,267.0019,46.7275,11.11,G04103
193678096,267.2292,42.6747,10.17,G04103
193679296,267.1552,44.8314,8.14,G04103
193682516,267.2922,44.6858,9.19,G04103
193718900,267.495,41.9549,7.72,G04103
193727366,267.7936,44.9079,7.75,G04103
193727755,267.7701,45.5385,10.31,G04103
193728985,267.9429,47.9625,10.71,G04103
193770262,268.1396,43.7076,11.31,G04103
193795598,268.4174,43.1991,9.62,G04103
193797138,268.5505,45.664,8.22,G04103
193799723,268.6673,45.5543,7.06,G04103
193819389,268.8172,44.0009,7.7,G04103
193819400,268.8179,44.0221,10.63,G04103
193820609,268.7807,46.0244,9.58,G04103
193821960,269.0305,47.3795,9.56,G04103
193822901,268.897,45.6925,10.36,G04103
193867007,269.4622,46.5921,9.36,G04214;G04211;G04103;G04006
193867077,269.4176,46.7308,10.14,G04103
193871070,269.7777,47.4834,9.49,G04103
193871260,269.7084,47.8435,11.41,G04103
193871438,269.962,47.6884,10.63,G04103
193872605,270.0126,45.6329,8.47,G04103
193874529,269.9408,42.6704,10.85,G04103
193874993,269.9798,42.0175,8.6,G04103
193875848,270.0914,43.2447,9.05,G04103
193879951,270.3488,45.6205,10.27,G04103
193880766,270.239,44.2146,9.17,G04103
193886635,270.5717,46.5235,8.42,G04103
193888048,270.6283,44.2335,6.76,G04103
193943553,270.5736,42.568,9.78,G04103
193946586,270.8424,45.9754,8.13,G04103
193946760,270.7488,46.2361,7.71,G04103
198611489,271.2435,45.417,11.07,G04103
198616286,271.3391,46.9104,9.94,G04103
198637990,271.5265,43.1927,8.5,G04103
198638102,271.5797,42.9748,7.76,G04103
198638247,271.6344,42.7077,9.06,G04103
198641297,271.7253,46.7789,8.03,G04123;G04103
21121180,274.7485,48.5714,7.22,G04103
21181284,275.9544,48.7822,9.49,G04103
21181616,275.9037,48.2643,10.62,G04103
21224751,276.9212,48.0452,10.51,G04103
21224777,276.8427,48.0775,9.42,G04103
21279930,277.2255,48.2124,9.97,G04103
230239726,261.7631,46.2709,8.05,G04103
230283749,276.0479,45.664,8.18,G04103
230284625,275.927,47.0791,10.51,G04103
230285901,276.0989,46.5587,9.17,G04103
230286992,276.186,44.7455,10.59,G04103
230289287,276.3918,42.6185,9.94,G04103
230291174,276.2962,45.6966,11.19,G04103
230291500,276.2526,46.2673,7.68,G04103
230291728,276.3656,46.6575,10.4,G04103
230292022,276.2754,47.1492,10.18,G04103
230292806,276.4903,47.3275,9.15,G04103
230294748,276.4789,43.9634,9.72,G04103
230298033,276.6163,45.0068,9.15,G04103
230298676,276.6542,46.085,7.67,G04103
230299080,276.6015,46.809,7.48,G04103
233510866,270.6551,48.2989,7.43,G04103
233516164,270.8894,48.3185,8.77,G04103
256003233,265.5544,38.0713,6.7,G04103
256006038,265.7528,39.6981,10.07,G04103
263933501,276.6566,48.4886,8.56,G04103
270214133,261.9516,46.4212,9.0,G04103
270217681,262.0678,46.0645,7.73,G04103
270282154,262.745,45.3953,9.7,G04103
270282241,262.8238,45.6358,8.56,G04103
270282364,262.7708,45.9899,9.02,G04103
270318668,263.0288,46.4945,9.88,G04103
270361168,263.4224,45.3101,7.8,G04103
270399927,263.6654,43.554,9.67,G04103
270400248,263.6809,44.2801,10.38,G04103
270404572,263.993,42.101,10.08,G04103
270449577,264.123,45.7206,8.19,G04103
270451030,264.2408,46.8113,8.81,G04103
270454924,264.3749,44.9766,9.27,G04103
284188436,275.6133,48.725,11.07,G04103
284270049,275.8359,48.626,10.66,G04103
284298573,276.377,49.0213,11.23,G04103
285012345,269.636,45.0316,9.52,G04103
285013824,269.6026,42.5421,10.1,G04103
288544298,274.7684,40.9276,7.71,G04103
288612565,275.1284,39.8781,7.9,G04103
288751806,276.023,38.7002,10.77,G04103
288753105,275.8925,40.1098,10.42,G04103
288757408,276.1703,38.7469,10.16,G04103
288847244,276.2711,41.168,9.28,G04103
289015952,277.0395,40.7991,11.06,G04103
289162472,277.4946,38.4879,10.28,G04103
289164613,277.4622,40.6836,11.55,G04103
289165862,277.595,41.8347,10.49,G04103
289166052,277.6272,41.6346,10.3,G04103
289248280,277.7019,40.4879,7.41,G04103
289249343,277.7407,41.1066,6.85,G04103
289318145,277.859,37.9684,10.65,G04103
289322937,278.0543,38.0737,9.88,G04103
289373584,278.1323,39.0963,10.26,G04103
289458543,278.4832,41.2085,9.29,G04103
289525626,278.6772,38.1364,9.31,G04103
289529020,278.6618,41.5659,7.75,G04103
289530150,278.7362,41.0796,9.45,G04103
289530399,278.8586,40.8384,8.79,G04103
298661905,272.474,48.402,7.56,G04103
308072314,261.1584,45.4697,9.54,G04103
313807671,273.5816,47.2209,7.97,G04103
313807911,273.5367,47.5777,10.78,G04103
316822384,275.1627,38.229,10.42,G04103
316823080,275.2373,39.0534,8.42,G04103
316823162,275.256,39.1486,10.49,G04103
316824623,275.2555,40.9501,9.9,G04103
321846457,274.8486,40.6292,11.9,G04103
329292962,269.6753,48.1337,8.68,G04103
329442760,270.1503,48.4101,7.7,G04103
332536516,269.8678,38.3189,10.15,G04103
332626303,271.9195,43.6554,10.07,G04103
332629074,272.0911,44.1127,6.4,G04103
332688551,272.058,46.9251,11.32,G04103
336010300,274.5714,46.0684,9.12,G04103
336071322,274.4561,43.8422,8.62,G04103
336073266,276.869,42.5974,8.85,G04103
351667603,275.0869,42.0555,9.56,G04103
351680287,274.9261,44.8878,8.28,G04103
356308664,267.8675,48.0063,8.93,G04103
357720515,276.979,46.52,11.04,G04103
357722479,277.1246,46.5799,11.36,G04103
357723858,277.1076,44.7396,8.41,G04103
357797394,277.469,47.0615,10.48,G04103
366121882,273.9752,48.7342,11.55,G04103
383625443,269.2712,45.8566,6.34,G04103
383644193,269.3138,43.7981,9.31,G04103
383719738,278.0986,45.1821,9.11,G04103
416105279,273.7692,45.4571,10.43,G04103
416105501,273.7161,45.8089,10.18,G04103
416106278,273.731,47.146,9.63,G04103
416106556,273.6267,47.6149,9.55,G04103
416117412,273.8874,45.7743,10.36,G04103
75622064,270.5801,41.3706,10.24,G04103
75622385,270.5187,40.8907,10.96,G04103
75725312,271.2117,41.2645,9.6,G04103
75726131,271.1802,40.0843,6.06,G04103
75727801,271.2051,37.8341,7.88,G04103
75784209,271.2532,41.9468,6.1,G04103
75784258,271.4664,41.9056,8.55,G04103
75784445,271.5057,41.6374,10.82,G04103
75786387,271.4589,38.9979,7.81,G04234;G04103
7578878,272.1681,44.6296,9.79,G04103
7581199,272.346,43.2604,10.14,G04103
7582594,272.3966,45.8308,8.57,G04103
75834153,271.5997,41.1111,9.88,G04103
75836135,271.8237,39.9853,11.29,G04103
75877381,271.8967,37.7962,10.27,G04103
75942253,272.2368,40.166,11.65,G04123;G04106;G04103
75943599,272.3165,41.8927,10.53,G04103
75944369,272.3342,40.8156,9.31,G04103
75968512,272.6899,39.9683,9.58,G04103
76045956,272.7956,41.5751,9.1,G04103
76046904,272.9729,41.0522,8.3,G04103
76075453,272.892,39.2802,10.96,G04103
76077777,272.9452,37.8873,7.86,G04103
76086167,273.1528,38.5974,7.99,G04103
76089703,273.1584,40.7513,9.1,G04103
76090631,273.162,41.3857,8.34,G04103
76138463,273.2378,39.1819,9.75,G04103
76145017,273.4659,40.0052,11.58,G04103
7619197,272.7299,45.3263,8.08,G04103
7619659,272.7744,46.165,10.4,G04103
7620095,272.6742,46.9816,8.59,G04103
76251817,273.7392,39.8927,8.84,G04103
76255894,273.9069,38.7054,10.41,G04103
76301214,274.0344,41.4881,10.23,G04103
76302336,274.1453,40.7651,9.85,G04103
76303175,274.1793,39.596,10.57,G04103
76349835,274.3908,38.0317,9.18,G04103
76349876,274.4733,37.9796,7.86,G04103
7679733,273.0208,46.7362,7.93,G04103
7682924,273.2186,45.9999,11.82,G04103
7694175,273.3483,45.5908,8.25,G04103
7694690,273.4251,46.4835,8.64,G04103
7717175,274.022,42.2195,11.15,G04103
7720507,274.0755,47.4978,8.65,G04103
7800253,274.9235,44.4639,9.53,G04103
7800921,274.828,43.5051,9.37,G04103
7802164,275.1447,47.9402,10.28,G04103
7802513,275.2495,47.3917,9.95,G04103
7849727,275.4096,42.1686,10.0,G04171;G04103
7852543,275.2677,45.7353,10.11,G04103
7852929,275.2836,46.3427,10.61,G04103
7856273,275.4568,44.6774,8.1,G04103
7900693,275.5995,47.0242,8.83,G04103
7987759,275.7838,42.1677,10.09,G04103
88992642,263.7581,40.695,8.56,G04242;G04103;G04039
89031969,264.0602,40.7982,11.2,G04103
89032812,264.3326,41.5191,8.65,G04103
89039032,264.3629,40.978,11.42,G04103
89116813,264.4188,41.3926,9.18,G04103
89117043,264.4069,41.8935,9.88,G04103
120424856,285.1064,39.338,7.42,G04059;G04103
120899051,286.4928,41.4174,10.37,G04103
121108347,287.1056,40.079,8.99,G04059;G04103
121275197,287.5447,39.0674,10.46,G04123;G04106;G04103
123014678,278.9135,47.1275,10.19,G04103
123126567,280.6151,44.2736,7.69,G04103
123130068,280.7113,47.5754,6.68,G04123;G04106;G04103
137973157,293.0996,39.3091,8.12,G04103
138642518,294.287,40.2135,7.4,G04059;G04103
138892598,295.0644,39.6829,8.41,G04103
138971570,295.2174,39.91,11.4,G04171;G04234;G04103;G04206
158114638,285.9127,44.4722,8.78,G04103
158272932,286.5534,46.7579,8.48,G04103
158275114,286.6148,44.8426,10.0,G04112;G04123;G04103;20SECONDTARGET
158317151,286.733,42.6719,8.41,G04059;G04103
158384848,287.003,43.9672,7.17,G04103
158983335,288.978,47.061,7.74,G04103
158985758,289.214,47.0009,5.56,G04103
158991675,289.2846,43.0727,9.01,G04123;G04103
159580128,291.0149,44.9338,6.28,G04059;G04103;G04060
159725384,291.3577,46.958,7.99,G04103
164414051,283.0685,43.7099,6.95,G04059;G04103
164414623,283.0617,44.2511,10.76,G04123;G04106;G04103
164558072,283.8664,47.2283,10.51,G04171;G04103
164646288,283.9097,42.131,10.5,G04171;G04103
164674435,284.355,42.1026,6.8,G04171;G04103
164832047,285.014,45.6076,8.53,G04123;G04103
164833925,285.0415,47.4216,9.12,G04103
164835544,285.0809,46.8073,8.36,G04103
237190720,283.5602,41.2259,6.85,G04103
26414101,291.3735,50.0706,7.88,G04103
26489741,291.7003,50.1459,6.88,G04171;G04103;G04234
26751554,292.984,48.5948,8.09,G04059;G04103
27014182,294.1105,50.2227,4.17,G04103
271543006,295.1938,44.5287,7.3,G04103
275487927,293.1386,47.0695,9.15,G04103
298896144,288.019,49.8595,5.94,G04103;G04234
299032518,288.7386,48.0975,11.31,G04123;G04103
350813406,285.578,48.8288,8.23,G04059;G04103
351798186,280.4117,45.9177,7.97,G04123;G04106;G04103
352010762,285.6646,43.1175,7.37,G04059;G04103
390127578,282.2235,40.0592,8.15,G04103
394177355,289.7425,39.2671,7.75,G04047;G04103;G04171
399860684,286.7984,49.6151,8.0,G04103
407000096,290.3973,50.0651,10.96,G04171;G04103
416265649,289.5753,50.2156,9.03,G04209;G04103
47820959,280.3349,49.3859,10.19,G04103
48031665,282.0004,48.5423,9.07,G04059;G04123;G04234;G04106;G04103;G04223
48354645,283.6959,48.8586,5.4,G04103
48506659,285.2796,48.7157,10.49,G04123;G04103
63291372,292.5126,47.6052,10.41,G04123;G04103
63363635,292.676,45.6113,8.37,G04103
198188888,245.9688,65.9269,11.76,G04103
198205953,247.0492,60.6803,8.85,G04103
198206331,246.9598,62.3325,8.26,G04103
198207398,247.2527,64.7874,7.13,G04103
198212148,248.1739,62.8551,7.06,G04103
198240449,249.3678,62.2409,11.17,G04103
198280388,250.2745,60.6062,11.28,G04171;G04103
198361369,256.683,59.9056,9.41,G04103
198387338,257.9761,59.8168,11.15,G04103
198387473,258.0969,59.5499,10.36,G04103
198412367,259.3851,59.4225,9.8,G04051;G04103;G04191
198516314,236.5049,65.5804,7.97,G04103
199607936,248.8531,59.3667,9.18,G04103
199614100,249.5691,59.4423,9.59,G04103
199632699,250.2941,58.9241,10.45,G04103
199657908,250.8493,58.9595,10.56,G04103
199661658,251.3695,57.7076,9.46,G04103
199666111,251.904,59.9091,9.45,G04103
199682565,252.6284,59.8566,11.35,G04103
199685781,252.8414,59.5416,8.16,G04103
199688420,253.214,57.7685,8.85,G04103;G04209
199710478,253.7069,58.0022,9.54,G04103
199716287,254.3181,58.7795,10.91,G04103;G04191
199716492,254.3166,59.5087,8.09,G04103
199716516,254.349,59.6173,9.67,G04103
219429236,254.6029,61.8868,9.52,G04123;G04106;G04103
219739808,242.0362,64.2391,8.25,G04103
219750527,261.1735,64.6054,10.01,G04103
219753310,261.2607,64.0836,8.69,G04103
219754703,261.5566,63.1805,9.44,G04103
219755791,261.8423,59.9167,10.41,G04103
219756068,261.7621,60.7484,9.97,G04103
219757104,261.8885,64.0768,10.17,G04103
219758187,262.1757,64.265,10.45,G04103
219758762,262.1424,62.4125,10.95,G04103
219759200,262.0802,61.0317,9.22,G04103
219760761,262.4225,63.4796,10.28,G04103
219761134,262.2492,64.5806,8.67,G04051;G04103
219761825,262.5105,65.1136,8.39,G04103
219762225,262.525,63.908,10.77,G04103
219762620,262.5375,62.7845,9.59,G04103
219763651,262.8625,60.145,10.77,G04103
219765923,263.081,64.9226,10.47,G04103
219765931,263.1522,64.9121,10.27,G04103
219772324,263.1427,60.7828,9.55,G04103
219773318,263.2412,61.7802,9.77,G04103
219775609,263.5317,63.151,11.08,G04103
219776175,263.4898,61.5532,9.45,G04103
219776919,263.668,60.3229,9.97,G04103
219776974,263.8238,60.4564,9.94,G04103
219778329,263.8521,64.38,8.15,G04104;G04023;G04051;G04191;G04242;G04039;G04103;20SECONDTARGET
219779130,264.0614,65.0416,9.97,G04060;G04103
219779220,263.9238,64.7551,10.4,G04103
219779787,263.9223,63.2221,8.99,G04103
219779911,263.9837,62.863,10.86,G04103
219785789,264.3036,60.6333,8.61,G04103
219787696,264.5618,65.4077,8.87,G04103
219787991,264.4167,64.5569,11.24,G04103
219790151,264.665,61.2381,8.9,G04236;G04103
219790345,264.8297,61.7065,9.74,G04103
219790942,264.7328,63.2823,11.24,G04103
219791066,264.6447,63.6254,9.28,G04103
219791363,264.6247,64.4992,9.98,G04103
219791415,264.7695,64.7074,10.89,G04103
219791988,264.9567,65.4704,8.88,G04103
219792104,264.9001,65.1429,11.36,G04103
219792306,264.9207,64.5359,7.75,G04133;G04103
219792610,265.0755,63.6762,6.52,G04103
219794517,265.1133,61.3333,10.77,G04103
219797791,265.5018,61.4795,9.44,G04103
219798745,265.7671,60.7799,9.35,G04103
219800534,265.7768,65.4777,9.87,G04103
219801129,266.0254,64.6554,11.61,G04103
219801406,265.8626,63.952,11.07,G04103
219801594,266.0275,63.4509,10.21,G04103
219801626,265.9145,63.3622,12.13,G04103
219804187,266.0834,63.2307,12.04,G04103
219805839,266.5203,63.7069,10.47,G04103
219806460,266.5554,62.017,10.57,G04103
219807918,266.5629,61.6605,9.71,G04103
219808895,266.6627,64.4033,11.02,G04133;G04103
219809783,266.894,65.0077,10.48,G04103
219810621,266.8947,62.6681,10.94,G04103
219811064,266.9853,61.5061,9.9,G04103
219812657,267.278,62.2444,11.52,G04103
219812867,267.2652,62.7992,6.32,G04103
219812966,267.2754,63.0499,8.26,G04103
219813695,267.2786,65.0521,10.28,G04103
219814082,267.5079,65.6962,11.58,G04103
219814684,267.4636,64.0655,9.6,G04103
219815061,267.3674,63.0234,10.41,G04103
219815295,267.3113,62.3859,9.88,G04103
219818355,267.6376,65.5158,10.2,G04103
