TICID,RA,Dec,Tmag,Keywords
11455890,85.5521,-5.4603,12.11,G011231
282501711,90.0162,2.7064,8.55,G011231;G011180
50745567,82.9911,-3.0605,11.25,G011231
43085522,97.3514,-2.8177,8.11,G011264;G011231;G011180;G011185
52487079,98.7458,-4.0394,10.76,G011231
52495232,98.8739,-4.0548,11.1,G011231;G011266
102286828,89.2413,11.7409,12.31,G011231
247463344,85.5494,12.481,8.86,G011264;G011231;G011180
365779699,81.9996,9.6399,9.85,G011231;G011180
123849672,90.5939,-20.326,10.71,G011231;G011180
33937232,93.7995,-16.4396,11.13,G011231
443029383,94.8364,-6.6595,10.49,G011231;G011180
160329609,91.2174,-34.5581,9.65,G011231;G011180;G011266
200322593,76.3095,-47.9375,11.48,G011231;G011180
231733039,81.877,-51.4859,12.26,G011231;G011180
302962949,83.3666,-42.9555,9.69,G011231;G011266
130370378,104.4361,-44.2914,8.42,G011231;G011180
231917352,92.7213,-43.401,9.69,G011231;G011180
238950307,95.2775,-49.0926,10.71,G011231;G011180
349374765,110.2136,-62.1688,10.06,G011231;G011180
220433364,73.3787,-55.8584,9.38,G011264;G011175;G011231;G011266
142052876,97.6941,-76.7173,10.89,G011153;G011231;G011180;G011129
176935123,100.6224,-67.1244,12.56,G011231;G011180;G011129
