TICID,RA,Dec,Tmag,Keywords
265911941,336.3194,1.3774,4.61,G06073;G06183;G06139
310852121,345.9693,3.82,4.7,G06073;G06183;G06139
407933440,60.9763,28.1258,7.96,G06073;G06183;G06139
