TICID,RA,Dec,Tmag,Keywords
419919445,354.9902,5.6234,3.64,G06191;G06194;G06098;20SECONDTARGET
257393898,12.1007,5.2731,4.9,G06200;G06098;20SECONDTARGET
113710966,25.6219,20.2641,4.49,G06200;G06098;20SECONDTARGET
