TICID,RA,Dec,Tmag,Keywords
10054209,124.1972,39.0814,15.63,G04036;20SECONDTARGET
142155545,129.5916,48.6339,14.55,G04208;G04171;G04009;G04046;20SECONDTARGET
17882663,120.7492,41.2439,15.36,G04091;20SECONDTARGET
18783116,125.0162,38.5765,11.23,G04142;G04039;G04209;G04191;20SECONDTARGET
18805280,125.1342,38.4796,16.08,G04200;G04137;G04036;20SECONDTARGET
188395799,130.0311,40.251,15.69,G04137;G04200;G04036;20SECONDTARGET
188467357,133.5784,36.8344,11.19,G04139;20SECONDTARGET
188475387,133.6098,37.7808,14.19,G04036;20SECONDTARGET
188503898,134.0499,36.9799,16.07,G04036;20SECONDTARGET
22635383,123.9536,47.6771,15.34,G04200;G04137;G04036;20SECONDTARGET
22635808,123.9531,46.0216,11.18,G04132;G04139;G04039;20SECONDTARGET
252999101,123.5471,48.7567,14.67,G04200;G04137;20SECONDTARGET
27255885,126.7343,42.2158,10.89,G04139;G04039;20SECONDTARGET
27304566,126.9031,45.6508,5.74,G04104;G04191;20SECONDTARGET
27321433,127.5385,45.341,15.05,G04137;G04200;G04036;20SECONDTARGET
286919152,124.257,45.7653,11.2,G04139;G04039;20SECONDTARGET
29154612,134.9807,47.2511,15.57,G04036;20SECONDTARGET
29168887,135.1311,46.5832,10.42,G04214;G04033;G04211;G04148;G04188;G04191;20SECONDTARGET
309706462,125.2827,49.5329,11.25,G04139;20SECONDTARGET
309706597,125.2611,50.0184,9.92,G04139;G04039;G04191;G04006;20SECONDTARGET
355123968,128.992,44.6772,11.03,G04139;20SECONDTARGET
39699837,136.7293,45.541,11.32,G04132;G04139;G04039;20SECONDTARGET
409218090,124.8207,45.3462,10.94,G04139;G04039;G04191;20SECONDTARGET
416841738,134.4431,38.2583,6.61,G04104;20SECONDTARGET
416856967,134.3771,40.2691,15.1,G04200;G04137;G04036;20SECONDTARGET
471015199,124.824,42.5608,16.61,G04091;20SECONDTARGET
56863037,138.7308,45.3948,14.91,G04116;G04091;20SECONDTARGET
67642457,132.0667,38.8272,12.25,G04132;G04214;G04234;20SECONDTARGET
801830881,130.4796,37.3865,17.92,G04200;20SECONDTARGET
99091407,130.803,39.7471,14.51,G04091;20SECONDTARGET
99236317,136.0464,42.8068,15.56,G04036;20SECONDTARGET
141100831,119.8732,47.5859,16.07,G04137;G04200;G04036;20SECONDTARGET
150023493,109.8005,48.9763,18.71,G04165;20SECONDTARGET
156890613,108.9592,47.2388,4.99,G04104;G04191;20SECONDTARGET
156939760,109.5069,45.797,15.17,G04200;G04137;20SECONDTARGET
192013186,103.7073,43.5603,16.85,G04137;G04200;G04036;20SECONDTARGET
192063894,104.4569,42.7731,15.25,G04200;G04137;G04036;G04177;20SECONDTARGET
192072293,104.9199,41.8982,9.18,G04123;G04112;20SECONDTARGET
192200194,105.7464,44.1149,15.28,G04137;G04200;G04036;20SECONDTARGET
21340285,115.6872,40.5671,10.83,G04139;G04039;20SECONDTARGET
22593147,107.8007,43.496,12.1,G04033;G04188;20SECONDTARGET
22622345,108.1138,45.4216,11.42,G04132;20SECONDTARGET
241146663,114.7648,46.027,8.54,G04026;20SECONDTARGET
252947361,106.907,48.6852,10.73,G04033;G04214;G04211;G04148;G04188;G04039;G04191;20SECONDTARGET
29069747,117.7241,44.471,11.07,G04132;20SECONDTARGET
309661100,116.8076,50.3445,10.5,G04033;G04132;G04214;G04039;G04191;20SECONDTARGET
